date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
,,,,,,0.422915,,UP
0.424937,6.0,,,0.27596,,,,UP
,,0.787234,0.066801,,,,,DOWN
0.424937,,,,0.268224,,,,UP
,,,,,,0.422915,,UP
,,,,,,,0.414912,DOWN
,,,0.066801,0.258256,0.003467,,,DOWN
0.424937,,,,,,,,UP
,6.0,0.914894,,,,,,DOWN
,,,,0.291282,,0.422915,0.414912,DOWN
,,,,,,,,DOWN
0.424937,,,0.056923,,,,,DOWN
0.424937,,1.0,0.056923,0.221214,,,,DOWN
,,,,,0.003467,,,DOWN
,7.0,,,0.158733,0.003467,0.422915,,DOWN
,7.0,,,,,0.422915,,DOWN
,,,,,,,,DOWN
,,,,,,,0.414912,DOWN
0.424981,,0.106383,,,0.003467,,,DOWN
,,,,0.043142,,,,DOWN
,,0.148936,0.066801,,,,,DOWN
0.424981,,0.170213,,,,,,DOWN
,,0.191489,,,,,,DOWN
0.424981,,,,,,,,DOWN
,,,,0.062928,,,0.414912,DOWN
,,,0.069623,0.082416,,0.422915,,UP
,,0.276596,,,,,,UP
,,,,,,0.422915,,UP
,,,,,,,,UP
,,0.340426,,,,0.422915,,UP
,,0.361702,,,0.003467,,,UP
,,0.382979,0.087787,,0.003467,0.422915,,UP
,,,,,,,0.414912,UP
,7.0,,,0.29634,,0.422915,0.414912,UP
,7.0,,0.080611,,,,,UP
,,,,,0.003467,,,UP
,,0.489362,,,,,,UP
,,0.510638,,,,,,DOWN
,,,,0.246504,,,,UP
,7.0,,0.058394,0.232966,,,,DOWN
,,,0.058394,,,,,DOWN
0.424981,,,,,,0.422915,,DOWN
,7.0,,,,,0.422915,,DOWN
,,,0.058394,,,0.422915,,DOWN
0.424981,7.0,,,,,,0.414912,DOWN
,7.0,,,0.225528,,,,DOWN
,,,,,,,,DOWN
,,,,,,,,UP
,7.0,,,,,0.422915,,UP
,,,,,,,,DOWN
0.424981,,,,,,,,DOWN
0.424981,,,,0.265248,0.003467,,,UP
,7.0,0.829787,0.066981,0.289348,,,,UP
,,,,0.286522,,,0.414912,DOWN
0.424981,,,0.056923,,0.003467,,,DOWN
,,0.893617,0.066981,,,,,UP
0.424981,,0.914894,,,,,,UP
,,,0.058394,,0.003467,,,DOWN
,,,,,,,,UP
,,0.978723,0.077789,,,,,UP
,,,,,0.003467,,,UP
,1.0,0.0,0.056923,,,0.422915,,DOWN
,,0.021277,,,,,,DOWN
,1.0,0.042553,,,,,,DOWN
,,,0.055242,,,,,DOWN
,1.0,,0.055242,,,0.422915,0.414912,DOWN
0.425025,,,,,,0.422915,,DOWN
0.425025,1.0,,,,,,0.414912,UP
,,,,,,,,UP
,,0.170213,,,,,,DOWN
,,,0.06584,,,,,DOWN
,1.0,,,,,0.422915,,DOWN
,1.0,,,,0.003467,,0.414912,DOWN
,,0.255319,,,,0.422915,0.414912,DOWN
,,,0.058394,,,,,DOWN
0.425025,1.0,,,0.349598,,,,UP
0.425025,,,,,,,,UP
0.425025,1.0,0.340426,,,0.003467,,,UP
0.425025,,0.361702,,,,0.422915,,UP
0.425025,,,,,,,,UP
,,0.404255,,,,,,UP
,,,,,,,,UP
,1.0,0.446809,0.06584,,,,0.414912,DOWN
,,,,,,,,UP
,,,0.075868,,,,,UP
0.425025,,,,,,,0.414912,UP
0.425025,,,0.075868,,,0.422915,,UP
,,,,,,0.422915,,UP
,,,,,,,,DOWN
,,,,,0.003467,0.422915,,DOWN
0.425025,,,,,,,,DOWN
,,0.638298,,,0.003467,,0.414912,UP
0.425025,,,,,0.003467,0.422915,0.414912,DOWN
,1.0,,,,,,,DOWN
,,,,0.431419,0.003467,0.422915,,DOWN
,,,,,,0.422915,,DOWN
,,,0.058394,0.383666,,,,DOWN
,,,,,,,,DOWN
0.425025,,,,,,,,DOWN
,,,,,,,,DOWN
,,0.829787,,,,,,DOWN
,,,,,0.003467,,,UP
,1.0,,0.06584,0.325498,,,,DOWN
,,0.893617,,,0.003467,,,UP
,,,0.088477,,,,,UP
,,,,,0.003467,,,UP
,,0.957447,,,,,0.414912,DOWN
,1.0,,,,0.003467,,,UP
,,,0.083343,,,,0.414912,UP
0.42507,,,,,,,,UP
,,,0.075868,,,,,UP
,,0.042553,,0.225082,,,,UP
,,,,,,,,DOWN
,,,,,,,0.414912,UP
,,,,0.129277,,0.422915,0.414912,DOWN
,2.0,,,,,,0.414912,DOWN
,,,,0.125855,,,0.414912,DOWN
,,,,,,,0.414912,DOWN
,,,,,,,,DOWN
0.42507,,,,,0.003467,,,UP
,,,,0.295448,,,,DOWN
,,,,,,,,DOWN
,,,,,0.003467,,,DOWN
,,,,,0.003467,,,DOWN
,2.0,,,,,,0.414912,DOWN
,,,,,0.003467,,,DOWN
,,0.361702,,,,0.422915,,UP
,,0.382979,0.069893,,,,,UP
,,,,,,,,DOWN
,,,,,0.003467,,,DOWN
,,,,0.511604,,,,DOWN
0.42507,,,0.069893,0.510562,0.003467,,0.414912,UP
,,0.489362,,,,,,UP
0.42507,2.0,,,,,0.422915,,UP
,,0.531915,,,,,0.414912,UP
,2.0,,,0.488694,,,,UP
,,0.574468,0.069893,,,,,UP
,,,,,,,0.414912,UP
,2.0,,0.067341,,,,,DOWN
,,,0.067341,,,,,DOWN
0.42507,,,,0.485867,,,0.414912,UP
,2.0,,0.067341,,,,,DOWN
,,0.702128,,0.45909,0.003467,0.422915,,UP
,,,,0.428593,,,,UP
,,,,,,,,UP
0.42507,,,,0.381732,,0.422915,0.414912,UP
,,,0.080341,0.384112,,,0.414912,UP
,,,,,,,0.414912,UP
,,,,0.409699,,,,UP
,,,,0.394972,,,,UP
0.42507,,,,,0.003467,,,UP
0.42507,,0.893617,,,,,,UP
,,0.914894,0.101297,,,,,UP
0.42507,,,0.080341,0.417733,,,0.414912,UP
,,,,,,,,UP
,2.0,0.978723,,,,0.422915,,UP
,2.0,,0.080341,,,,0.414912,UP
,,,,,,0.422915,,UP
0.425114,,,,0.284142,,0.422915,,DOWN
,3.0,,,,,,,DOWN
,,,,,,,,DOWN
,3.0,,0.058394,,,,,DOWN
,,,,,,,,DOWN
0.425114,,,,,,0.422915,,DOWN
,,,0.069893,,,,,DOWN
0.425114,3.0,0.170213,0.062748,,,,,DOWN
,,,,,,,,DOWN
,,,,,,,,DOWN
,3.0,,,0.289943,,,,DOWN
,,0.255319,,,,,,DOWN
,3.0,,,,,,,DOWN
0.425114,,,,,0.003467,,0.414912,DOWN
0.425114,,,,,,,,DOWN
,,,0.073316,,0.003467,,,UP
,3.0,0.361702,,,,,,DOWN
0.425114,3.0,,,,,,0.414912,DOWN
,,,,,,,,DOWN
,,,0.062838,,,,,DOWN
,,0.446809,,,,,,UP
,,0.468085,0.083794,,,,0.414912,UP
0.425114,,,,,,,,UP
,,,,,,,,UP
,3.0,,,,,,0.414912,UP
,,0.553191,,,,,,UP
,3.0,,,,,,,UP
0.425114,,,0.115228,,,0.422915,,UP
,,,,,,,0.414912,UP
,3.0,,,0.495388,,0.422915,,UP
,3.0,0.659574,,,,,,UP
0.425114,,,,,,,,UP
0.425114,,,0.075417,,,,,DOWN
0.425114,3.0,0.723404,0.062748,,,,,DOWN
,,,,,,,,DOWN
0.425114,,0.765957,,,,,,DOWN
,3.0,0.787234,,,,0.422915,,DOWN
0.425114,,0.808511,,,0.003467,,,DOWN
,,,,,,0.422915,,DOWN
,,,0.083794,,0.003467,,,UP
,3.0,,,,,,0.414912,DOWN
,,,,,,,,UP
,,,,,,,,UP
,,,0.073316,,,,,DOWN
,,,0.073316,,,,,DOWN
,,,,0.39036,,,,DOWN
0.425114,,,,,,,,UP
,,,,,,0.422915,,DOWN
,,,,0.272389,,,,DOWN
,,,,,,,,DOWN
,,,,,,0.422915,,DOWN
,,,0.056923,,,,,DOWN
,4.0,,,,,0.422915,,DOWN
0.425158,,,0.055242,,,,,DOWN
,,0.148936,,,,0.422915,0.414912,DOWN
,,,,,,,,DOWN
,,,,,,0.422915,,DOWN
,4.0,0.212766,,,,,,DOWN
,,,,,,,,DOWN
,,,0.058394,,,,,DOWN
,,,,,,,0.414912,DOWN
,,,,,,,,DOWN
,,0.319149,,,,,0.414912,DOWN
0.425158,4.0,,,,,,,DOWN
0.425158,,,,0.553407,,,0.414912,DOWN
0.425158,,,,,,,,DOWN
,,,,,,,,DOWN
,,,,,,,,DOWN
,,,,,,,,DOWN
,,,,,0.003467,0.422915,,DOWN
,4.0,,,,,0.422915,,DOWN
,,0.510638,,0.551324,,0.422915,0.414912,DOWN
,,,,,0.003467,,0.414912,DOWN
,,,0.062838,,,,,DOWN
,,,,,,,,DOWN
0.425158,,,,0.50967,,,,DOWN
,,,,0.50119,,,,DOWN
,,0.638298,,,0.003467,,,DOWN
0.425158,,,,,0.003467,,,DOWN
0.425158,,,,0.477239,,0.422915,,DOWN
,,0.702128,0.058394,,,,,DOWN
0.425158,,,,,,,,DOWN
,,,0.058394,0.42889,,0.422915,,DOWN
,,0.765957,,0.41327,0.003467,,,DOWN
,4.0,,,,0.003467,,,DOWN
,,,,,,,,DOWN
,4.0,,,,,0.422915,,DOWN
,,0.851064,0.058394,,,,,DOWN
0.425158,,,,0.334127,,,,DOWN
,,,,,,,,DOWN
,,,,,,0.422915,,DOWN
0.425158,,,,,0.003467,0.422915,,DOWN
,,,,,0.003467,,0.414912,DOWN
,4.0,,,,0.003467,,,DOWN
,,,0.062838,,,,,UP
,,,,,,,,DOWN
,5.0,,,,0.003467,,,UP
,,,,,,,,UP
,5.0,0.06383,,,,,,UP
,5.0,,,,,,0.414912,UP
,,,,,,,,UP
0.425202,,,,0.125112,,,,UP
,,,,,,,,DOWN
,,0.170213,,,,0.422915,,DOWN
,,,,,,,,UP
,,,,,,,,UP
,,,,,,,,UP
0.425202,,0.255319,,,,,,DOWN
,,0.276596,0.058394,,,,0.414912,DOWN
,,,,,,0.422915,,UP
,5.0,,,,0.003467,,0.414912,UP
0.425202,,0.340426,0.062748,0.482446,,,,DOWN
,,,,,,,,UP
,,0.382979,,,,,,DOWN
0.425202,,0.404255,,,0.003467,,0.414912,DOWN
,,0.425532,,0.49643,0.003467,,,DOWN
,,,,,0.003467,,,DOWN
,,0.468085,,,,,0.414912,DOWN
,,,,,0.003467,0.422915,,DOWN
,,,,0.479322,0.003467,,,DOWN
,,0.531915,,,,,,DOWN
,,,,,,0.422915,,DOWN
0.425202,,,,,,,0.414912,DOWN
,,,0.060376,0.446296,0.003467,,,DOWN
,,,,,0.003467,0.422915,0.414912,DOWN
,5.0,0.638298,,,0.003467,,,DOWN
,5.0,0.659574,,,,,,DOWN
0.425202,,,,,,,,DOWN
,5.0,,,,,,,DOWN
,,0.723404,,,,,,UP
,,,,,,,,UP
,5.0,0.765957,,,,,,DOWN
,,,,,,,,UP
0.425202,,,,,,,,UP
,,,,,,,,DOWN
,,,,,0.003467,,,DOWN
,,,,0.324159,,,,DOWN
,,,,0.351532,0.003467,,0.414912,UP
,5.0,,,,,,0.414912,UP
,5.0,,0.076618,0.406575,,,,UP
0.425202,,,,,0.003467,,,UP
0.425202,,,,0.396459,0.003467,,,UP
,,,,0.371467,,,,DOWN
0.425247,,,,0.341267,,0.422915,,UP
,,0.021277,,,,,,UP
,,0.042553,,,,,,UP
0.425247,,,,,0.003467,,,UP
,,,,,0.003467,0.422915,0.414912,UP
0.425247,6.0,,,0.119756,,,,DOWN
,6.0,,,,0.003467,,,DOWN
0.425247,,,,,0.003467,,,DOWN
,,,,,,,0.414912,UP
,6.0,,,,,,,UP
,6.0,0.212766,,,,,,UP
,,,,0.151741,,0.422915,,DOWN
,,,,,,0.422915,,UP
,,,0.07866,,,,0.414912,UP
0.425247,,0.297872,0.080611,0.297977,0.003467,,0.414912,UP
,,,,,,,,UP
,,,,,0.003467,,,UP
,,,,,,,,UP
,,0.382979,,0.399435,,0.422915,,UP
0.425247,,,,,,0.422915,,UP
,,,,,,,0.414912,UP
,,,,0.371021,0.003467,0.422915,,UP
,,0.468085,,,0.003467,0.422915,0.414912,UP
,,,,,,0.422915,,UP
,,,,,,,,UP
,,,0.074727,,,,,UP
,6.0,,0.074727,,,,,UP
,,,,0.304522,0.003467,,0.414912,UP
,,,,,0.003467,0.422915,,UP
,,0.617021,,,,,,UP
0.425247,6.0,,0.074727,,,,,UP
,,,,,,,,DOWN
,,,,,,,,UP
,,,,,,,0.414912,DOWN
,,0.723404,,,,0.422915,0.414912,UP
,,,,,0.003467,,,DOWN
,6.0,0.765957,0.073256,,,,,DOWN
,,,0.073256,0.29634,,,0.414912,DOWN
0.425247,,,,,0.003467,0.422915,,UP
,,,,,,,,UP
0.425247,,,,,,,,UP
,6.0,,,,,,0.414912,DOWN
0.425247,,,,,,,,DOWN
0.425247,,,,,,,0.414912,UP
,,0.93617,,,,0.422915,,DOWN
,,,,,0.003467,,,UP
,,,,,,,0.414912,DOWN
,6.0,,0.073256,,0.003467,,,DOWN
0.425291,7.0,,,0.221958,,,,DOWN
,,,0.070163,,,,,DOWN
,,,,0.132996,,,0.414912,DOWN
,,,,0.101309,,,,DOWN
,7.0,0.085106,,,,0.422915,,DOWN
,,0.106383,,,,,,DOWN
,,,0.070163,,,,,DOWN
0.425291,7.0,,,,,,0.414912,DOWN
,,,,0.058167,,,,DOWN
,,,,,,,,DOWN
,7.0,,,0.067837,,,,DOWN
,7.0,,0.067131,,,0.422915,,DOWN
0.425291,,,,,,,,DOWN
,,0.276596,,,,,,DOWN
0.425291,,,,,,,,UP
,,,,,,,,UP
,7.0,,,,,,0.414912,UP
,7.0,,,,,0.422915,,UP
,7.0,,,,,,,UP
0.425291,,,0.073826,0.325796,,,0.414912,UP
,,,0.073826,,,,,UP
,,,,,,,,UP
,7.0,0.468085,,,,,,UP
,,,,,,,0.414912,UP
,,,0.080611,,,,0.414912,UP
,,,,0.296489,,,,UP
0.425291,,,,,,,,UP
,,,,,,,,UP
,7.0,0.595745,,,,,0.414912,UP
,,,,,0.003467,,,UP
,,,,,,,,UP
,7.0,,0.075237,,,,0.414912,UP
,,,0.082323,,,,,UP
,,,,,,,,UP
,,,0.080611,,,0.422915,,UP
,7.0,,,,,,,UP
,,,0.082323,,,,,UP
0.425291,7.0,0.787234,,,,,,UP
,,,,0.324457,,,0.414912,UP
,7.0,0.829787,,,,,,UP
,,0.851064,,,,,,UP
,,,,0.314787,,,,DOWN
,,,,,,,,DOWN
,,,,0.324606,,,,UP
0.425291,,,,,,,0.414912,UP
,,0.957447,0.07866,,0.003467,,,UP
,,,,0.286968,,,,DOWN
,7.0,,,0.244421,,,0.414912,UP
0.425335,,,,,,,,DOWN
0.425335,,,,,0.003467,,0.414912,DOWN
,,,,,0.003467,,,DOWN
,,,,,,0.422915,,DOWN
,,,,,0.003467,0.422915,,DOWN
,,,,,,,,DOWN
,,,,,,0.422915,,DOWN
,1.0,,,0.114549,0.003467,,,DOWN
,1.0,,,,,,,DOWN
,,,,,,,,DOWN
,,,,,,0.422915,,UP
,,0.234043,,,0.003467,,,DOWN
,,,,0.319101,,,,DOWN
,,,,,,,,DOWN
,,,0.093821,,,,0.414912,UP
,,0.319149,,,,,,UP
,1.0,,0.087667,,,,,UP
0.425335,,,,,0.003467,,,UP
,,,,0.564118,0.003467,,0.414912,UP
,1.0,,,,,,,UP
,,,,,,0.422915,,UP
,,,,,,,,UP
,1.0,0.468085,,,,,,UP
,,0.489362,,,,,,UP
,,,,,,,,UP
0.425335,1.0,,,,,,,UP
,,0.553191,0.084935,,0.003467,0.422915,,UP
0.425335,,0.574468,,,,,,UP
,,,0.093821,,,,,UP
,1.0,,,,,,,UP
,,,,,,,,UP
,,0.659574,,,0.003467,0.422915,,UP
,,,,,,,,UP
,,,0.102738,,,0.422915,,UP
0.425335,,,,0.529604,,,,UP
,1.0,,,,0.003467,,,UP
,,,,0.466528,,,,UP
,,,,,0.003467,,,UP
,,0.808511,,,,,,UP
,,0.829787,,,,,,UP
0.425335,,,,,,,,UP
,,,,,,,,UP
,,,,,,,,UP
0.425335,,,,,,,,UP
,1.0,0.93617,0.085115,0.455222,,,,DOWN
,,,,,0.003467,,,DOWN
,,,0.084935,,,,,DOWN
0.425335,,1.0,,,,,,DOWN
0.425379,,,0.084935,,0.003467,,,DOWN
,,,,,,,,DOWN
0.425379,2.0,,,,,,0.414912,DOWN
,2.0,,,,,,,DOWN
,,,,,,,,DOWN
,,,0.071454,,,,,DOWN
,2.0,,,0.144154,,,0.414912,DOWN
,,,,,,0.422915,0.414912,DOWN
,,,,0.170039,,,,DOWN
,,,,0.199048,,0.422915,,DOWN
,,0.212766,,,,,,DOWN
,,,,,,0.422915,0.414912,DOWN
,,,,,,,,DOWN
,,,,,0.003467,0.422915,,DOWN
,,0.297872,,,,,,DOWN
,,0.319149,0.092771,,,,,UP
,2.0,,,0.546712,,,0.414912,UP
,,,0.102078,,,,,UP
,2.0,,,,0.003467,,0.414912,UP
,,0.404255,,0.579292,,,,UP
,,,0.092771,,0.003467,,,UP
,2.0,,,,,,,UP
,,,,,,,,UP
,,,,0.638352,,,,UP
,,,,,,,,UP
,,,0.117389,0.647278,,,,UP
,,,,,,,,UP
0.425379,,,,,0.003467,,0.414912,UP
,,0.595745,,0.640732,,,,UP
,,,,,,,,UP
0.425379,,,,,,0.422915,,UP
0.425379,,0.659574,,,,,,UP
0.425379,,,,,,,,UP
,2.0,,0.101747,,,,,UP
,,0.723404,,,,,,UP
0.425379,2.0,,,,,0.422915,,UP
,2.0,0.765957,,,,,0.414912,UP
,,,0.096073,,,0.422915,0.414912,UP
,,,,,,,,UP
,,,,,,,,UP
,2.0,,0.095773,0.457304,,,,UP
,2.0,,,,,,,UP
,,,0.101747,,,,0.414912,UP
,2.0,,0.095773,,,0.422915,0.414912,UP
,,,,,,,,DOWN
,,0.957447,0.089798,,,,,DOWN
,,,,,0.003467,,,DOWN
,,1.0,0.086796,,,0.422915,0.414912,DOWN
,3.0,,,,,,,DOWN
,,0.021277,,,,0.422915,0.414912,DOWN
,,,0.068842,,,,0.414912,DOWN
,,,,,,,,DOWN
,,,,0.174502,,,,DOWN
,,,,0.157245,,,,DOWN
,,0.12766,,,,0.422915,,DOWN
,,,,0.147129,,,,DOWN
,3.0,,,0.172568,0.003467,0.422915,,DOWN
,3.0,,,0.202321,,,,DOWN
,,,,,,0.422915,,DOWN
,,,,,0.003467,,0.414912,DOWN
,,,,,,,,DOWN
,,,,,,,,DOWN
0.425424,,,,,,,,DOWN
,3.0,0.319149,,0.498661,,0.422915,,DOWN
,,,,,,,,UP
,3.0,,,,,0.422915,,UP
,,,,,,,0.414912,UP
,,,,,,,,UP
,,,0.110994,,,,,UP
,,,,,0.003467,,,UP
,,,,,,0.422915,,UP
,,,0.122703,0.636864,,,,UP
,3.0,,0.168698,0.64936,,,,UP
,,,,,0.003467,,,UP
,3.0,,,,,,,UP
0.425424,,,,,,,,UP
,3.0,,,,0.003467,,,UP
,,,0.235379,,,0.422915,0.414912,UP
,,,,,,,,UP
,,,,,,0.422915,,UP
,,0.680851,0.228804,,,,,UP
,,0.702128,,,,,0.414912,UP
,,0.723404,,,,,,UP
,,,0.126096,0.540613,0.003467,,,UP
0.425424,,,0.114297,,,,,DOWN
,,,0.117599,,,0.422915,,UP
,3.0,,,0.471437,,,,UP
,,0.829787,,0.489586,,0.422915,,UP
,,,,,,,,DOWN
,,0.87234,,0.428295,0.003467,,,DOWN
,,,,,,,,DOWN
,,,0.104419,,,,0.414912,DOWN
,,,,,,,0.414912,DOWN
,,,,,0.003467,,,DOWN
0.425424,3.0,,,,,,,DOWN
,,1.0,,,,,,DOWN
,,,,,,,,DOWN
,,,,,,,0.414912,DOWN
,,0.042553,0.074186,,0.003467,,,DOWN
,,,0.074186,,,,,DOWN
,4.0,,,0.176287,,,,DOWN
,,,0.074186,,,,,DOWN
0.425468,4.0,,,,,,,DOWN
,,,,,0.003467,0.422915,,DOWN
,,,,,,,,DOWN
,,,0.076979,,,0.422915,,DOWN
,,,0.082353,0.274769,,,,DOWN
0.425468,,,,0.342309,,,,DOWN
,,,,,,,,DOWN
,,,,,,,0.414912,DOWN
,,0.297872,,,,,,DOWN
,,,,,,,,DOWN
,,0.340426,,,,,,UP
,,,,,,,,UP
,,,,,,0.422915,,UP
,,,,,,,0.414912,UP
,4.0,,,0.604433,,,,UP
,,,0.164615,0.604284,,,,UP
,,0.468085,,,,,,UP
,,,,,,,,UP
,,,,,,,,UP
,,0.531915,,0.619458,,,,UP
,,,,,,,,UP
,,,,,,,0.414912,UP
,,,0.135103,,,,,UP
,4.0,,,,0.003467,0.422915,0.414912,UP
0.425468,,,,0.584796,,,,DOWN
,,,,,,,,DOWN
0.425468,,,,,0.003467,,,DOWN
,,0.702128,,,0.003467,,,DOWN
,,,,,0.003467,,0.414912,DOWN
0.425468,,0.744681,0.089288,,,,,DOWN
0.425468,,,,,,0.422915,,DOWN
0.425468,,,,,,,0.414912,DOWN
0.425468,,,,,,,0.414912,DOWN
,,0.829787,,,,,0.414912,DOWN
,,,,,,,,DOWN
,,,,,,,,DOWN
,4.0,,,0.405237,0.003467,0.422915,,DOWN
,,,,,,,,DOWN
,,,,,,,,DOWN
,,,,0.428593,,0.422915,,DOWN
,,,,,0.003467,,,DOWN
,,,,,,,,DOWN
,,,0.085895,0.367004,,,,DOWN
,5.0,,,0.299018,,,,DOWN
,5.0,,,,,,,DOWN
,,,0.071875,,0.003467,,0.414912,DOWN
0.425512,5.0,0.085106,,,0.003467,,,DOWN
0.425512,5.0,0.106383,,,,,0.414912,DOWN
,5.0,,,0.150253,,,0.414912,DOWN
,5.0,,0.060226,,,,,DOWN
,,,,,,,,DOWN
,,,,,0.003467,,,DOWN
,,,,,0.003467,,,DOWN
,5.0,,0.073316,,,,,DOWN
,,,,,,,,DOWN
0.425512,,,,,,,,DOWN
0.425512,5.0,0.297872,,,,,,DOWN
,,0.319149,,,,,,DOWN
,,0.340426,0.07842,,,,,DOWN
,5.0,,,0.533472,,,0.414912,DOWN
,,,,0.519637,,,,DOWN
,,,,,,,,DOWN
,,,,,0.003467,,,DOWN
,,,,,,,,DOWN
,,,,,,,,DOWN
,,,,,0.003467,,,DOWN
,,,,0.513835,,0.422915,0.414912,DOWN
,5.0,,,,,,0.414912,DOWN
,5.0,0.553191,,,0.003467,,,DOWN
,,,,,,0.422915,,DOWN
,,,,0.488991,0.003467,,,DOWN
,5.0,0.617021,,,,,0.414912,DOWN
,,,,,,0.422915,,DOWN
0.425512,5.0,0.659574,,,,,,DOWN
0.425512,,,,,0.003467,,,DOWN
,,,,,,,,DOWN
,5.0,0.723404,,,0.003467,,0.414912,DOWN
,,,,,,,,DOWN
0.425512,,,,,,,,DOWN
,,0.787234,,,,,,DOWN
,,0.808511,,0.377864,,,,UP
,5.0,,0.07842,0.375335,,,0.414912,UP
,,,,,,,,DOWN
0.425512,,,,0.329069,,,,DOWN
0.425512,5.0,,0.074997,0.36507,,,,UP
,,0.914894,,,,0.422915,,UP
,,,,,,,0.414912,DOWN
,,,,,,,,DOWN
0.425512,,,,,0.003467,,,DOWN
,,1.0,,,,,,DOWN
,6.0,,,,,,,DOWN
,6.0,,,,,,,DOWN
,,,,,,0.422915,,DOWN
0.425556,,,0.069863,,,,,DOWN
,,,,,,,,DOWN
,6.0,,0.066951,,,,,DOWN
,,,,,,0.422915,,DOWN
,,,,0.112764,,,0.414912,DOWN
,,0.170213,,,,,0.414912,DOWN
,,,,,,0.422915,,DOWN
0.425556,,0.212766,,0.146831,,0.422915,,UP
,,,,,,,,DOWN
,,,,0.200238,,0.422915,,UP
,,,,,,,,UP
,,,,,,,,UP
,,,,,,,,UP
,,,,,,,,UP
,,,,,,0.422915,,UP
0.425556,,,,,,,,UP
,,,,,,,0.414912,UP
,,,,,,0.422915,,UP
,,,,,,,,UP
,,,,,0.003467,,,UP
0.425556,,0.489362,0.086346,,0.003467,,,UP
,,0.510638,,,0.003467,,,UP
,,0.531915,,0.338292,,,0.414912,UP
,,0.553191,0.078059,,,,,UP
,,,,0.312407,0.003467,,,UP
,,,,,,0.422915,,UP
0.425556,,,,,,,,UP
,,0.638298,,,,,,UP
,6.0,,,,,,,UP
,,,,,0.003467,,0.414912,UP
,,,0.076138,,,,0.414912,UP
,,,0.076258,0.311366,,,,UP
,,,,0.312853,0.003467,,,UP
,,,,0.308985,,,0.414912,UP
,,,,,,,,UP
0.425556,,,,0.29753,0.003467,,,UP
,,,,,,0.422915,,UP
,6.0,,,,0.003467,,,DOWN
0.425556,6.0,,,0.276108,,,,DOWN
,,,,0.290836,,,0.414912,UP
0.425556,,,,0.295894,,,,DOWN
,,,0.063438,,,,,DOWN
,6.0,0.957447,,0.287712,,,0.414912,DOWN
,,0.978723,,,,,,DOWN
,,,,,,,,DOWN
,,,,,0.003467,,,DOWN
,7.0,,,,,,,DOWN
,,,0.056923,0.13136,,,,DOWN
,7.0,0.06383,,0.101309,,,,DOWN
,,,0.055242,0.08554,,0.422915,,DOWN
,7.0,,,,0.003467,0.422915,,DOWN
,7.0,,,,,0.422915,,DOWN
0.425601,,,,,0.003467,,,DOWN
0.425601,,,0.055242,,,,,DOWN
,,,,,,,0.414912,DOWN
,,,,,,,,DOWN
,,,,,0.003467,,,DOWN
,,,0.066741,,,,,DOWN
,,,,0.147426,,,,UP
,,,,,,,,UP
,,,,,,0.422915,0.414912,UP
,,,,,,0.422915,,UP
,,,0.076258,,,,,UP
0.425601,,,,,0.003467,0.422915,0.414912,UP
,,,,,,,,UP
,,,,,,0.422915,0.414912,UP
,7.0,0.446809,0.076258,,,,,UP
,,,,,,,0.414912,UP
,,,,,,,,UP
,,,,,,,,UP
,7.0,,,,,,,UP
,,0.553191,,,,,,UP
,,0.574468,0.057013,,,,,DOWN
,,0.595745,,,0.003467,,,DOWN
,,,,0.267331,,,0.414912,DOWN
,7.0,,,,0.003467,,,DOWN
0.425601,,,,,,,,DOWN
,,,,,,,,DOWN
,,,,0.27834,0.003467,,,DOWN
0.425601,7.0,,,,,,,DOWN
,,,,,,,,DOWN
,,,,,,0.422915,,DOWN
,7.0,0.787234,,0.273579,,,,DOWN
,,,,,,0.422915,,DOWN
,,,,0.300208,0.003467,,,DOWN
0.425601,,,,,,,,DOWN
0.425601,,,0.056923,,,,,DOWN
,,,0.066741,,0.003467,,,UP
,,0.914894,,,,0.422915,0.414912,DOWN
,7.0,,0.058394,,,,,DOWN
,,,,,0.003467,,,DOWN
,,,,,,0.422915,,DOWN
,,,0.056923,,,,0.414912,DOWN
,,,,,,,,DOWN
0.425645,,,,,,0.422915,0.414912,DOWN
,,,,,,,0.414912,DOWN
,,,,,,,,DOWN
0.425645,,0.085106,,,,,0.414912,DOWN
0.425645,,,,,,,,DOWN
,,,,,,,,DOWN
,,,0.055242,,,,,DOWN
0.425645,,,,0.05906,,,,UP
,,,,0.066796,,,,UP
,,,,,,,,UP
,,0.234043,,,,,,UP
0.425645,,,,,,,,UP
,,0.276596,0.074817,0.154567,,,,UP
0.425645,,0.297872,,,,,,UP
,,,,,0.003467,0.422915,,UP
,,,,0.314341,0.003467,,,UP
0.425645,,,,,,,,UP
,1.0,,,,0.003467,0.422915,,UP
0.425645,,,,0.359714,,0.422915,,UP
,,,,,,,,UP
,,0.446809,0.085895,0.351235,,0.422915,0.414912,UP
,,,,,,,,UP
,,0.489362,,,,0.422915,,UP
,,,,,,,0.414912,UP
,,0.531915,0.082323,,,,,UP
,,,,,,,,UP
,,,0.085895,,,,,UP
,,,0.086436,0.317614,,,0.414912,UP
,,,,,,,,UP
,,,,0.322374,,,,UP
,,,,,0.003467,,,UP
0.425645,,,,,,,,UP
,,,,0.350045,0.003467,,,UP
0.425645,,,0.078119,,0.003467,,0.414912,UP
,,,,,,,,UP
