V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,class
,3.135,0.0,0.0,,0.0,,,,1.0,0.0,,2.884,0.802,,,0.998,1.112,0.0,,,,1.0,,,0.0,,,,0.0,,,,,,,,0.0,,,,2
,,0.0,0.0,,,2.0,,,2.0,,0.0,3.025,,9.579,,,,,,0.0,,,0.0,0.0,,,0.047,0.0,0.0,,,,0.0,,3.67,,,8.008,0.0,,2
4.607,,,,0.0,,,,0.0,,0.0,0.0,3.118,1.187,,4.0,,,,0.0,,,1.0,,0.0,,2.194,,,,1.544,,2.0,,,,2.537,,,0.0,0.0,2
,,,0.0,,,3.0,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,0.0,2.0,,2.0,0.0,0.0,,,0.0,,,0.0,2
4.97,3.567,,0.0,0.0,0.0,,,,,0.0,0.0,3.66,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.015,,,0.962,0.0,4.0,,,4.106,2.9,0.0,,0.0,3.0,2
,,,,0.0,0.0,,,2.0,,,,,1.273,,,,1.117,,,,,,,,,,,,,1.951,0.0,,,0.0,,,0.0,,0.0,0.0,2
,,,,0.0,0.0,,,1.0,3.0,,0.0,3.404,1.528,10.009,6.0,1.018,,0.0,0.0,,,1.0,0.0,,,,0.004,,,1.945,,,0.0,1.0,,2.75,,,,,2
5.156,,,,,0.0,,,0.0,,,-3.296,,,,16.0,,1.093,0.0,,,,6.0,,,,,0.0,0.0,,,,,,0.0,,,0.0,9.007,4.0,0.0,2
,,0.0,0.0,0.0,,2.0,,2.0,4.0,,,3.678,,,10.0,1.016,1.125,,0.0,,,,,0.0,0.0,2.349,,,,,0.0,,0.0,0.0,3.793,,0.0,,,0.0,2
5.074,2.2282,0.0,,0.0,,3.0,,1.0,,,-1.025,4.037,,10.658,,,,0.0,,0.0,,,,,0.0,,,,24.332,,,,,,,,,,,,2
5.072,,,,0.0,,,,,,,,3.808,,10.379,,,,,0.0,0.0,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,2
,,,0.0,,0.0,,,,,,,,1.59,10.236,10.0,,,,0.0,,1.203,,0.0,,0.0,2.297,0.001,,22.051,2.573,,0.0,0.0,,3.755,,0.0,8.591,,,2
4.842,2.9844,,,,,,,2.0,,,-0.87,,1.258,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,0.0,,3.718,,0.0,8.382,,0.0,2
,,,,0.0,0.0,,,,,,-1.101,,,,,1.05,,,,,,3.0,0.0,0.0,,,0.004,,,1.027,,,,,,,,8.527,,,2
,,,0.0,0.0,,,,,,0.0,,,0.584,,,1.026,,,,,1.248,2.0,,,0.0,,0.0,0.0,,,,,,0.0,3.715,2.648,0.0,8.88,,,2
,,,,0.0,,,36.8,,,0.0,-1.775,4.156,2.419,10.778,,,,,,0.0,1.195,,0.0,0.0,,,,,,3.368,,,,,,2.481,,,3.0,0.0,2
,3.0836,,,,,,,0.0,2.0,0.0,-0.879,3.151,,9.642,4.0,,1.111,,0.0,,1.235,,,,0.0,2.194,-0.026,,,1.659,,,0.0,,,,,8.161,0.0,,2
,,,,,,2.0,,,,2.0,,,1.185,9.882,,1.024,1.127,0.0,,,1.219,,,,,,0.015,,,,,,2.0,3.0,,3.0,,8.288,0.0,0.0,2
,,,,0.0,,,,2.0,3.0,0.0,-0.464,,,,,1.002,1.127,0.0,0.0,,,1.0,,,,2.29,-0.001,,11.465,3.744,,,,1.0,3.743,2.522,0.0,,,,2
,,,0.0,,,,,,3.0,,,3.261,,9.911,,1.04,,0.0,,0.0,1.207,,,,,,,,,1.563,0.0,1.0,0.0,,3.741,,,8.303,0.0,,2
4.972,,0.0,0.0,,0.0,,42.9,,,,-1.648,3.513,,10.173,,,,,,,,,0.0,0.0,,2.307,,,,2.228,0.0,1.0,,,3.761,,0.0,8.567,0.0,0.0,2
4.845,,,,0.0,0.0,,,,,0.0,-0.746,,2.125,,,,,,0.0,0.0,,,,,,,,0.0,,3.549,0.0,,,,3.718,2.667,,,,0.0,2
5.31,,1.0,,,,,,0.0,,0.0,,3.425,1.185,,,,,,,0.0,,1.0,,,0.0,2.288,,,,1.726,,1.0,,1.0,4.734,,,,,,2
,2.2808,0.0,0.0,0.0,,0.0,35.3,0.0,1.0,,,,,,,0.985,,0.0,,0.0,1.197,,0.0,,0.0,,-0.069,,,,0.0,,0.0,,,2.31,0.0,7.446,,,2
,,0.0,0.0,,0.0,,,,,,-0.884,,,,,1.009,1.099,,,0.0,,3.0,,,0.0,2.359,0.001,,,,0.0,0.0,,,3.881,,0.0,,,0.0,2
,2.6955,,,,0.0,,47.1,0.0,,0.0,0.0,,,10.07,6.0,1.037,1.11,,0.0,,,,,,,2.36,,0.0,10.31,,,,0.0,,,2.591,,8.386,,,2
,,,0.0,,0.0,,,0.0,,,0.041,,0.802,9.183,,,1.128,0.0,,0.0,,,,,,,-0.082,,,0.975,,0.0,,,,2.738,1.0,,,0.0,2
4.963,,0.0,,,,,,,,3.0,,,0.985,,,1.02,1.108,,0.0,0.0,1.277,3.0,0.0,0.0,,2.359,,,,,0.0,,,,3.899,2.667,,8.702,,,2
4.789,,0.0,,,,,30.8,,,,,3.354,1.425,,,1.019,,0.0,,,1.149,,,0.0,0.0,,,,10.582,2.257,,,0.0,,,,,8.121,,,2
4.362,,0.0,,,0.0,0.0,31.6,,,2.0,0.225,,,,,0.992,1.147,0.0,,,,1.0,0.0,0.0,0.0,,0.041,,,,0.0,0.0,,,,2.333,1.0,,0.0,,2
,,,,,0.0,0.0,23.1,,6.0,0.0,,,1.792,10.074,8.0,,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,,,2
,,,0.0,0.0,0.0,,31.6,,,0.0,,4.19,3.866,10.735,,,,0.0,,0.0,,1.0,,,0.0,,0.0,,,10.593,0.0,,0.0,,,,0.0,8.727,0.0,,2
,3.0492,,,,0.0,0.0,,2.0,,,,,,,9.0,,,,,0.0,1.083,1.0,,0.0,0.0,,-0.001,,,,,0.0,3.0,,,,1.0,,,0.0,2
,,,0.0,0.0,,,,1.0,,2.0,,,,,0.0,,,0.0,,,1.119,0.0,0.0,,,,-0.212,,0.0,,,0.0,,,,2.167,,6.675,0.0,0.0,2
3.966,2.9244,0.0,,,,,30.8,2.0,0.0,,,,,9.522,0.0,,,0.0,0.0,,1.194,0.0,,,0.0,,0.0,,0.0,,,,2.0,1.0,,,1.0,7.749,,0.0,2
,2.958,,,0.0,,,32.1,,,0.0,,,,,,0.965,,0.0,,,,,,,,,0.0,,,10.955,,0.0,0.0,,,1.685,0.0,,0.0,0.0,2
,2.7848,0.0,,,,0.0,29.6,2.0,1.0,0.0,,,,,1.0,,,,0.0,,1.168,,0.0,,,,,,0.0,,0.0,0.0,0.0,1.0,,,,,,,2
,1.599,,,,,,,,1.0,0.0,0.0,3.78,3.974,,1.0,,1.14,,,0.0,1.189,1.0,,,,2.236,0.0,0.0,0.0,8.475,,0.0,0.0,0.0,,,,,,,2
,3.0285,,,0.0,,0.0,,3.0,,,0.0,2.867,1.906,9.059,,,,0.0,0.0,,,,,0.0,,,-0.074,0.0,0.0,2.524,0.0,,0.0,2.0,,,,,,,2
,,,,,,0.0,35.3,3.0,,0.0,1.188,2.812,,,,0.985,1.134,,0.0,,,,,,0.0,,,,,2.133,,0.0,,0.0,3.467,,0.0,7.714,0.0,0.0,2
,3.2163,0.0,,,0.0,,25.0,,,0.0,,,,8.318,,1.053,,,0.0,,,,,,,1.732,-0.687,0.0,,1.0,,,,,,4.167,,,0.0,0.0,2
,3.402,0.0,,,0.0,,,2.0,,0.0,,,4.297,,,0.974,1.14,,0.0,,1.193,,,,,,,,23.775,,0.0,,,0.0,3.405,,0.0,,,0.0,2
,,0.0,0.0,,,0.0,32.4,4.0,4.0,,,4.039,,,,0.983,1.141,,,,1.18,0.0,0.0,,0.0,,,0.0,23.596,8.016,,,,0.0,,,,8.619,,,2
4.386,,,0.0,0.0,,,,2.0,,,,,3.774,,,,1.14,,,0.0,,0.0,0.0,0.0,,,,,,10.97,,0.0,0.0,0.0,,2.044,,8.67,,,2
,3.1913,,0.0,,,,28.6,0.0,4.0,,-1.68,,2.187,,4.0,,,0.0,,0.0,,0.0,,,,,,,,4.143,,0.0,0.0,,,3.379,,,,,2
4.17,,,0.0,0.0,,,,,,,-0.481,,0.971,,,1.02,1.154,0.0,0.0,,1.174,0.0,,,0.0,1.848,,,,,,0.0,1.0,,,3.533,1.0,7.404,0.0,,2
,,,,,0.0,0.0,,3.0,2.0,,,,,,5.0,0.991,1.145,,0.0,,,,,,,2.122,0.004,0.0,,,,0.0,3.0,,3.527,,1.0,8.131,,,2
4.347,,,0.0,1.0,,,,,2.0,2.0,,,2.3,,4.0,,,0.0,,,1.169,0.0,0.0,0.0,,2.011,,0.0,10.535,,,,1.0,,3.405,,,7.864,0.0,,2
,3.9399,0.0,,0.0,0.0,,,,,,-2.514,,1.5,,4.0,1.09,1.139,,0.0,,,,0.0,0.0,0.0,2.0,-0.097,,19.107,2.682,,0.0,0.0,,,,,,,,2
,3.6148,,,0.0,0.0,,,1.0,,0.0,,,,,,,,,,,,0.0,,0.0,,2.0,,,,1.521,,0.0,,,,,0.0,,0.0,0.0,2
,,,0.0,0.0,,,,,,,,,1.436,,,,1.153,,,0.0,1.066,,,,0.0,,0.053,0.0,19.412,2.428,0.0,,,,,4.241,0.0,,,,2
4.476,,,,,0.0,0.0,,,3.0,,-0.644,2.985,,,,1.032,,,0.0,,,,,,,2.042,,,20.291,2.34,0.0,,,,3.458,3.292,,,0.0,0.0,2
,,,,,0.0,,32.4,,,,,3.819,3.09,,,1.034,1.141,0.0,,,,,0.0,,,,0.0,0.0,,6.884,,0.0,0.0,,3.432,,0.0,8.562,,,2
,,,,,,0.0,23.1,2.0,,8.0,,3.354,1.73,9.99,,,,0.0,,,,0.0,0.0,0.0,0.0,,-0.008,,,,,,2.0,,3.467,3.083,,,0.0,,2
4.303,,,,,0.0,0.0,,3.0,1.0,,,3.027,1.837,,,,,0.0,,,1.236,,,,0.0,2.0,0.042,,10.396,3.193,,0.0,,,,,,7.827,0.0,,2
,,,,0.0,0.0,1.0,,,,,0.0,3.185,,9.311,,,1.107,,,0.0,1.323,,0.0,,0.0,2.136,0.043,0.0,,1.481,,0.0,,0.0,,2.16,,,,,2
,2.6738,,0.0,2.0,,1.0,,,,,,,1.911,9.989,,,1.125,,,,1.256,,0.0,0.0,0.0,,,,,,,,,1.0,,2.692,,,0.0,0.0,2
,,0.0,,,,,,,2.0,,-0.393,,,10.164,,1.002,,,,,,1.0,,0.0,0.0,2.236,,,21.814,3.356,0.0,,3.0,,,,1.0,8.548,,0.0,2
,,0.0,,,,,,,,2.0,,,1.705,9.722,,,1.127,0.0,,,1.253,,,,,2.166,,0.0,,,0.0,0.0,2.0,1.0,,2.394,,8.223,0.0,,2
4.653,1.8048,0.0,0.0,,,,,,1.0,0.0,,,3.355,,,0.97,1.132,0.0,0.0,0.0,,,,,,,,,0.0,8.143,,,,1.0,,,0.0,,,0.0,2
,,,0.0,0.0,0.0,2.0,42.9,0.0,2.0,,0.0,3.025,,9.54,,,1.119,,0.0,,,,,,,,0.047,0.0,,,,,0.0,,3.646,2.917,0.0,8.003,,,2
4.77,3.031,,,0.0,0.0,,45.0,,,,,3.217,,,,0.987,,,,,1.294,1.0,0.0,0.0,,,0.014,,10.757,1.74,,,,,,,,,0.0,,2
5.072,,0.0,,0.0,,2.0,36.1,,,0.0,,,,10.799,12.0,,,,0.0,0.0,,1.0,,,0.0,,,,,7.668,,0.0,,,,2.144,,8.984,,0.0,2
,3.2502,,,,,,,,4.0,,-2.254,3.451,1.258,,,1.053,,0.0,0.0,,,,,,0.0,,,0.0,,,,,,2.0,,3.389,0.0,,,,2
,2.3785,,,0.0,0.0,,50.0,,,,,,0.625,,,1.015,1.104,,0.0,,,,,,,2.286,,0.0,,,0.0,2.0,,1.0,3.736,,0.0,,,,2
,,0.0,0.0,0.0,,,,,,,,3.131,,,0.0,0.964,1.128,0.0,0.0,0.0,,,,0.0,,2.236,,0.0,,,,,,,3.533,,,7.981,,,2
4.675,,,0.0,,,,,,,4.0,0.0,3.343,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,3.269,,,,,,2
,1.7575,,0.0,0.0,0.0,,,0.0,3.0,,0.0,,,,12.0,0.993,1.107,0.0,0.0,,1.297,3.0,0.0,,0.0,2.236,,,,,,0.0,0.0,0.0,3.957,2.043,,9.309,0.0,,2
,,,0.0,0.0,,2.0,44.4,0.0,,,0.0,,,9.715,4.0,,1.116,0.0,0.0,0.0,,,0.0,,0.0,,0.014,,,,,,,0.0,,,0.0,,0.0,0.0,2
,,1.0,,0.0,,3.0,,0.0,,,,,,10.135,,,,0.0,,0.0,,2.0,1.0,,,,,1.0,0.0,2.241,0.0,,0.0,,6.879,,0.0,,,1.0,2
,,,0.0,0.0,,,33.3,,2.0,0.0,,,,,,,,0.0,0.0,0.0,1.127,1.0,,,0.0,,,,,0.964,0.0,0.0,,0.0,,,,,,,2
,,,0.0,,0.0,0.0,38.5,,,,,2.895,,9.209,,1.023,,,0.0,0.0,1.241,,0.0,,0.0,2.152,,0.0,0.0,,,,0.0,1.0,3.637,,,7.872,0.0,0.0,2
,,0.0,,,,0.0,,0.0,2.0,,-0.046,,,9.067,,1.025,,0.0,,0.0,1.166,,,,0.0,,,0.0,,0.956,,,,,,,,,,0.0,2
,,,0.0,,0.0,0.0,35.3,1.0,,0.0,,,,,,,,0.0,0.0,,,,0.0,0.0,,,-0.026,0.0,21.128,,1.0,,,,,,0.0,,,0.0,2
4.414,,0.0,,,,,30.8,1.0,3.0,0.0,-0.549,,0.917,9.459,,,,,,0.0,1.119,1.0,0.0,,,,,0.0,,,,,0.0,,3.512,,,,0.0,,2
,,,,0.0,,0.0,,,4.0,1.0,-2.476,3.459,1.258,,4.0,1.069,,,,,,,0.0,0.0,0.0,,,,20.641,,0.0,0.0,4.0,2.0,,3.472,,,,,2
,3.1898,,,,0.0,,,,,,,,,,0.0,,1.175,0.0,,,1.032,0.0,0.0,0.0,,,,,9.243,,0.0,0.0,,3.0,3.326,,1.0,,0.0,,2
,2.9195,,0.0,,,0.0,27.3,0.0,2.0,0.0,,2.915,,,,,,0.0,0.0,0.0,1.127,,,0.0,,2.199,-0.087,,20.069,,,,2.0,2.0,,3.405,,,0.0,,2
,,,,1.0,,0.0,38.1,2.0,3.0,,0.0,3.418,,10.189,7.0,1.029,,,,,,1.0,,,,2.352,,,10.46,,0.0,,,2.0,3.821,,1.0,,0.0,,2
4.655,,,0.0,2.0,0.0,,,0.0,,2.0,-1.641,,1.761,9.723,3.0,,1.164,,0.0,,1.1,,,,0.0,2.107,,,20.135,,,,,5.0,,3.567,,,,,2
3.414,,1.0,0.0,,,,,,0.0,0.0,,2.631,,7.408,,,1.132,0.0,0.0,0.0,1.291,0.0,,1.0,,,,,,1.707,,0.0,,0.0,,,0.0,,,1.0,2
,3.0634,0.0,,,0.0,,21.4,,,0.0,,,1.459,,,,,,,0.0,0.995,0.0,0.0,,,,-0.253,,,,,0.0,,,,3.722,0.0,,,,2
,3.0468,,,,0.0,,23.1,2.0,,0.0,,,,,1.0,,,0.0,,,,,,1.0,,,-0.244,0.0,,,,,,,,3.407,,7.899,,1.0,2
,,0.0,0.0,0.0,,0.0,23.5,1.0,,0.0,,2.587,1.459,8.755,,,,,,,1.127,,,,,1.902,,0.0,,,,,,,,2.5,,,,,2
3.732,2.6724,,0.0,,,0.0,20.0,,,0.0,0.0,,,,,1.019,,0.0,,,,,,0.0,,,,0.0,0.0,2.488,,,,,2.938,,,,0.0,0.0,2
3.414,2.956,,0.0,,,,,,,0.0,0.0,2.39,1.0,7.408,,,,,,,1.171,,0.0,,0.0,,,,,1.707,,,0.0,0.0,3.218,,,7.145,0.0,,2
,,0.0,,0.0,0.0,,,,2.0,,-0.654,,,,2.0,0.974,,0.0,,,1.193,,,,,,,,10.334,,0.0,0.0,0.0,,,2.05,,8.216,,,2
4.462,,0.0,,,0.0,0.0,32.3,,,0.0,,3.997,3.524,10.224,5.0,0.984,,,,,,0.0,0.0,,0.0,2.088,,,11.373,,,0.0,,,3.384,,,,0.0,,2
,3.078,0.0,,,,0.0,22.2,,,,-0.333,,0.811,8.318,,,,,,,,0.0,,,,1.732,,0.0,,1.0,0.0,,1.0,,,,,7.135,0.0,,2
4.372,,0.0,0.0,0.0,0.0,0.0,29.2,,3.0,0.0,,,,,3.0,,1.147,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,7.811,0.0,0.0,2
,3.2243,,0.0,0.0,0.0,,,2.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,9.36,,,0.0,0.0,,1.903,,,0.0,,2
4.17,,0.0,,0.0,,,,,,,-0.981,,0.971,8.597,2.0,,,,,0.0,1.147,0.0,,,0.0,1.848,,0.0,9.25,1.542,,,0.0,1.0,3.396,,,,,,2
4.346,,,,0.0,0.0,0.0,,1.0,2.0,0.0,-0.33,3.048,1.975,,,,,,0.0,0.0,,0.0,,,,2.0,0.046,,10.346,,,0.0,,,,,,7.73,,,2
4.644,3.9848,,,,,,36.8,,2.0,,,3.09,1.837,9.467,,1.004,1.131,,0.0,0.0,1.223,0.0,,0.0,0.0,,,0.0,,,,,,0.0,,2.815,,,0.0,,2
,3.6462,,0.0,,0.0,0.0,23.1,,,4.0,-0.987,,2.117,9.828,,,,0.0,0.0,0.0,1.104,,0.0,0.0,,2.098,-0.008,0.0,,,,,,,,3.097,,,,,2
4.645,,,,0.0,,0.0,34.1,3.0,12.0,,,,,,,,,,0.0,,1.173,,0.0,,0.0,,,0.0,38.399,11.072,,,,,,,,,,0.0,2
3.902,,,,1.0,0.0,0.0,,,0.0,1.0,,,2.322,,,0.969,1.141,,,,,,,,0.0,,-0.022,,,,0.0,,,,,2.1,,,0.0,,2
,2.5124,,,,0.0,,33.3,,,,,2.081,,6.594,0.0,0.998,1.152,,0.0,0.0,,,0.0,,,1.414,,,0.0,,0.0,,1.0,,,,1.0,,,0.0,2
4.362,,,0.0,,,,,,2.0,1.0,-0.449,,,,3.0,1.027,,,,,,0.0,,,,,,0.0,,2.524,,,1.0,,,,1.0,,0.0,,2
,,,,0.0,0.0,,,3.0,,,0.0,,4.3,10.919,9.0,,,,0.0,,,,,,,,,,,,0.0,0.0,,0.0,3.939,1.622,,,0.0,,2
,,,0.0,1.0,,1.0,,,,,,3.222,,9.665,,,1.125,,,,,1.0,,,0.0,2.175,,,10.502,2.298,0.0,1.0,,1.0,3.599,2.483,1.0,,,,2
,,0.0,0.0,2.0,,,,,,2.0,0.0,,1.125,,0.0,0.979,1.127,,,,,1.0,,0.0,0.0,,,0.0,0.0,,0.0,,,2.0,,,1.0,,0.0,0.0,2
4.596,,,0.0,,,2.0,,,,,0.0,3.025,,,,,,0.0,0.0,,,1.0,0.0,0.0,0.0,,,0.0,0.0,1.069,0.0,,0.0,,,,,8.003,0.0,0.0,2
,,0.0,,,0.0,,,1.0,1.0,,0.0,,1.409,9.391,,,1.12,,0.0,,,1.0,,0.0,0.0,,-0.025,0.0,0.0,2.036,,1.0,,,,2.074,,7.928,0.0,0.0,2
,,0.0,,1.0,,,38.9,,,,,,,9.631,,,,0.0,,0.0,,1.0,,,0.0,,-0.025,,,,,,2.0,,3.643,2.315,,8.042,0.0,0.0,2
,,0.0,,0.0,,1.0,,0.0,1.0,,0.0,3.027,1.125,,,,1.104,,,0.0,1.291,,,0.0,0.0,2.136,,0.0,10.006,,,,0.0,0.0,3.592,2.583,0.0,,,0.0,2
,,0.0,0.0,,0.0,,,1.0,,,,,,,2.0,,,,,0.0,1.286,,,,0.0,,-0.025,0.0,,1.659,0.0,0.0,,,,,,,,,2
5.072,,0.0,,0.0,0.0,2.0,,2.0,4.0,,-0.942,3.863,,,,1.001,1.129,0.0,0.0,0.0,,1.0,0.0,,,2.351,,0.0,,,,,,,,,0.0,,2.0,0.0,2
5.075,2.9203,,0.0,0.0,0.0,,36.4,,4.0,,-0.888,4.159,,10.794,,,,0.0,,,,,,0.0,0.0,2.357,0.0,,,,0.0,0.0,,,3.795,2.19,0.0,8.941,,,2
,,,0.0,,0.0,,41.2,,,,,,,,,,1.127,,,0.0,1.199,1.0,0.0,,,,,,30.593,,0.0,,2.0,,,,1.0,,0.0,0.0,2
,,0.0,,0.0,,,,0.0,,0.0,,,,,,1.072,,,0.0,,1.147,1.0,0.0,0.0,0.0,2.343,,,10.313,,0.0,3.0,0.0,,,,,,,,2
4.499,,,,,,1.0,,0.0,,,0.0,3.047,,,,,,,0.0,,1.337,,,,,2.136,,,0.0,1.481,,0.0,,,,2.521,1.0,8.094,,,2
,2.1543,,,,0.0,,,0.0,0.0,,0.0,,,9.183,,0.97,1.149,,,,,1.0,,0.0,0.0,2.101,-0.064,,,,,,,,,1.833,1.0,,0.0,,2
5.099,2.2523,0.0,,,,0.0,,,,,1.47,,1.938,10.469,,,1.135,0.0,,0.0,,,,,,,,,10.55,3.879,,0.0,,,,2.283,,8.257,,0.0,2
4.791,2.9639,0.0,,0.0,0.0,,45.0,,,0.0,,,,9.725,,,1.114,,,,1.29,1.0,,,0.0,,,,0.0,1.917,0.0,,,1.0,,2.383,,8.14,,0.0,2
,2.4571,,,0.0,,2.0,,0.0,0.0,,0.0,3.414,0.0,,,0.974,1.094,0.0,0.0,,,2.0,,,,,-0.002,,,,,0.0,,0.0,,1.944,,,,,2
,,0.0,,,,,,0.0,3.0,0.0,-0.546,2.745,,,,,,,,,,,0.0,,,,0.153,0.0,,,,0.0,0.0,,,3.111,0.0,7.565,,,2
,2.8688,,0.0,0.0,0.0,,,,,1.0,,2.898,,,2.0,1.016,,,,,1.25,,,,,,-0.082,,,,,,,,3.523,2.738,,,,0.0,2
4.0,2.1142,,0.0,,0.0,,29.4,0.0,0.0,,0.0,2.585,,8.623,0.0,0.972,,0.0,,0.0,1.138,1.0,,,,,,,,,0.0,,,1.0,,,,,,,2
,,,2.0,,,0.0,,0.0,,,0.0,,,10.266,,1.045,,,0.0,0.0,,,,0.0,,,,,,,0.0,0.0,4.0,0.0,,,,,0.0,,2
4.983,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,1.011,,0.0,0.0,0.0,,-0.008,0.0,0.0,,,,0.0,,,,0.0,7.88,0.0,0.0,2
4.383,,,,,,0.0,32.6,,,,,,,10.272,4.0,0.97,1.14,,,0.0,,,,,0.0,2.058,0.0,,11.783,11.382,0.0,0.0,0.0,0.0,3.366,,0.0,,,,2
3.956,,,0.0,,,,31.9,,,,,,,,,0.96,1.141,0.0,,0.0,,,,0.0,,,0.001,,0.0,6.102,,,,0.0,,,,,,,2
,,,0.0,,0.0,0.0,25.0,,0.0,,0.0,2.824,,8.584,,,,,,0.0,,0.0,,,0.0,,,0.0,,,,0.0,2.0,,,,2.0,,0.0,0.0,2
,,,0.0,0.0,0.0,,22.2,,,,0.0,,1.95,,,1.01,,0.0,,,,0.0,,,0.0,1.848,0.141,0.0,0.0,2.885,,,,,2.955,,1.0,,,,2
4.399,,1.0,,0.0,0.0,0.0,32.6,2.0,,0.0,,,,,,0.974,,,0.0,,,,,0.0,0.0,,,,23.914,17.537,,0.0,0.0,,,1.855,,9.204,,0.0,2
4.334,,,,,0.0,0.0,33.3,,,,,,,8.944,,,1.139,0.0,0.0,,,,,,0.0,1.97,,,10.072,,,,0.0,0.0,,2.952,,,0.0,,2
,,,,0.0,0.0,,33.3,,,,,,,9.489,,,1.139,0.0,,,,,0.0,0.0,0.0,2.015,0.004,,10.607,,,0.0,,0.0,,,,7.952,,,2
4.414,3.2075,,,0.0,0.0,,,,,,,,0.917,9.459,,,1.116,,,,,1.0,,,0.0,,,0.0,19.847,,,,0.0,0.0,,,,,0.0,,2
,2.9651,,,0.0,,0.0,,,,,0.0,,,8.597,,,,,0.0,,,,0.0,,,,,0.0,,1.542,,,1.0,,,2.767,,,0.0,,2
,,,0.0,0.0,,,,0.0,0.0,,0.0,2.72,0.0,,0.0,0.971,,,,0.0,,1.0,,,0.0,2.0,,0.0,,,,,0.0,0.0,,,,7.573,,,2
,,0.0,,0.0,,1.0,,,,,,,,9.311,,0.991,1.117,,,,1.253,,,,,,0.045,,,1.481,,1.0,,,3.573,,0.0,7.878,,,2
,,0.0,0.0,2.0,0.0,,,,1.0,,,,1.187,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,2
5.31,2.3715,,,0.0,,4.0,,,2.0,,,3.745,0.625,10.681,,,,,,,,6.0,,0.0,0.0,2.499,,,24.203,,,0.0,,,3.942,2.5,,8.901,,0.0,2
,,0.0,,,,,,1.0,6.0,0.0,,,,,,,1.14,,,0.0,1.166,1.0,,0.0,,,,,,10.593,,,0.0,3.0,3.497,,,8.778,0.0,0.0,2
,1.9472,0.0,0.0,,0.0,0.0,,1.0,6.0,0.0,,,,,9.0,0.993,,0.0,,,1.153,1.0,,,0.0,2.361,,0.0,11.724,,0.0,0.0,,3.0,3.497,,,,0.0,0.0,2
4.825,,,0.0,,,,,1.0,,,,,,,,1.034,1.1,,0.0,,1.359,,,1.0,0.0,,0.014,,,,,2.0,,0.0,,,0.0,,0.0,,1
4.562,,,0.0,6.0,0.0,,35.1,0.0,,6.0,,3.526,0.0,,,,,,,0.0,,,,,0.0,2.194,,,0.0,,,0.0,,,3.489,,,,,,1
,2.3934,0.0,,,,0.0,,,3.0,0.0,-0.686,3.339,,,,,,,,0.0,,3.0,0.0,0.0,0.0,2.424,0.004,0.0,,,2.0,,,0.0,,,0.0,,,0.0,1
6.316,,,0.0,0.0,,,,1.0,2.0,,-4.617,,,12.353,2.0,1.291,,,0.0,,,0.0,,0.0,,,,,,5.094,,,,,,5.741,0.0,,0.0,,1
,,,,,,,31.8,1.0,2.0,,,4.795,,,2.0,,,0.0,0.0,1.0,,,,0.0,0.0,2.7,0.0,0.0,9.894,,0.0,,,,,5.742,,,,27.0,1
,,6.0,0.0,,,6.0,50.0,,0.0,0.0,,,0.799,,0.0,,,0.0,,0.0,1.408,,,,,,0.004,0.0,,0.873,0.0,6.0,0.0,0.0,,,0.0,,,,1
,,,0.0,0.0,,4.0,36.7,9.0,,0.0,,,,11.278,,,,,0.0,,,,,,0.0,,0.0,,,,,1.0,,,,2.022,,8.78,0.0,0.0,1
,2.3041,0.0,0.0,0.0,0.0,,,0.0,,0.0,,3.301,,,,0.965,1.125,,,0.0,1.274,1.0,,,0.0,,0.004,,,1.244,0.0,,,0.0,3.237,,0.0,,,0.0,1
,,,,,4.0,0.0,30.9,,4.0,,,,,11.324,,,,,,,1.185,1.0,,0.0,,,,,,2.753,,,,,3.582,,0.0,,,,1
,,,,,0.0,,,0.0,,,0.0,,0.0,,,,1.085,,0.0,,1.455,4.0,,0.0,,,0.0,,,,,,,0.0,,,,14.016,,,1
5.451,,0.0,1.0,,,,39.2,,3.0,10.0,,4.167,,11.333,7.0,,,0.0,,0.0,,2.0,,,0.0,,,0.0,,,,,8.0,1.0,,,,,0.0,0.0,1
,,0.0,,,,3.0,,,,,0.0,3.705,,,0.0,,1.13,0.0,0.0,,,,0.0,,,2.449,0.0,,,1.726,,,,,,,0.0,,0.0,,1
,2.4237,2.0,,0.0,,,,0.0,,,,,0.673,,0.0,,,,0.0,,,,,0.0,,2.316,-0.001,1.0,,2.38,,,,,,,,12.284,,2.0,1
