date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
,,,,0.488545,,,,UP
0.03137,1.0,,0.074817,,,,,UP
,,,0.114987,0.487801,,,,UP
0.03137,,,0.103008,,0.003467,,,UP
,,,,,,,0.414912,UP
,,0.87234,0.103008,,0.003467,,,UP
0.03137,1.0,0.893617,,0.428593,,0.422915,0.414912,UP
,1.0,0.914894,0.095893,0.429039,,,,UP
0.03137,,,,,,0.422915,,UP
,1.0,,0.10589,,,,0.414912,UP
0.03137,,,0.103008,,,,,UP
0.03137,,,,,,,0.414912,UP
0.031415,,,,0.378608,,,,UP
,2.0,,0.056113,,,0.422915,,DOWN
0.031415,2.0,0.042553,,,0.003467,,0.414912,DOWN
,2.0,,,,0.003467,0.422915,0.414912,DOWN
,,,,,0.003467,,,DOWN
,,0.106383,,,,0.422915,,DOWN
0.031415,,,,0.163344,,0.422915,0.414912,DOWN
0.031415,,0.148936,,,,0.422915,,DOWN
,,,0.071184,0.187891,,,,DOWN
,,,,0.226272,0.003467,0.422915,,DOWN
,,,0.102258,0.301993,,,,UP
0.031415,2.0,,,0.376227,,,0.414912,UP
,2.0,,,0.398096,0.003467,,0.414912,UP
0.031415,,,,,0.003467,0.422915,0.414912,UP
,,,,,,0.422915,,DOWN
,2.0,,0.074817,0.503868,0.003467,0.422915,,DOWN
,,,,,,0.422915,,DOWN
0.031415,,,,,0.003467,0.422915,,UP
,,,,0.56144,0.003467,0.422915,0.414912,UP
0.031415,2.0,0.404255,,,,0.422915,,DOWN
,2.0,0.425532,,0.543439,,0.422915,0.414912,DOWN
0.031415,2.0,0.446809,,0.538233,0.003467,,0.414912,DOWN
,,0.468085,0.074817,,,0.422915,,DOWN
,2.0,0.489362,,0.527075,,0.422915,,DOWN
,2.0,,0.074817,0.529456,,0.422915,,DOWN
,2.0,,,,0.003467,,,UP
0.031415,2.0,,,0.51443,0.003467,0.422915,0.414912,DOWN
0.031415,,,,,,,0.414912,DOWN
,,,0.074817,,0.003467,0.422915,,DOWN
0.031415,,,0.0662,,0.003467,,,DOWN
,2.0,,0.074817,,,0.422915,0.414912,DOWN
,2.0,0.659574,,,0.003467,,0.414912,DOWN
,2.0,,0.0662,,,0.422915,0.414912,DOWN
0.031415,2.0,0.702128,0.074817,0.507141,0.003467,,0.414912,DOWN
,,0.723404,,0.481256,,0.422915,0.414912,DOWN
0.031415,2.0,0.744681,0.062838,,,0.422915,0.414912,DOWN
,2.0,,,,0.003467,0.422915,0.414912,DOWN
,2.0,0.787234,0.056713,0.415353,,,,DOWN
,2.0,,,,0.003467,,,DOWN
,,0.829787,0.054642,,,,0.414912,DOWN
0.031415,,0.851064,0.056713,0.378756,,0.422915,0.414912,DOWN
,,,0.056713,0.357185,,,0.414912,DOWN
,,0.893617,,0.381137,,,,DOWN
,,,,,,0.422915,,DOWN
,,0.93617,,,0.003467,,,DOWN
0.031415,,,0.099346,,0.003467,,,UP
0.031415,,,,0.416691,,,,DOWN
0.031415,,,,,0.003467,,0.414912,DOWN
0.031459,3.0,0.0,,0.364624,0.003467,0.422915,,DOWN
,,,,0.298869,0.003467,,0.414912,DOWN
,,0.042553,,,0.003467,,0.414912,DOWN
0.031459,3.0,,0.05293,0.203511,0.003467,0.422915,0.414912,DOWN
0.031459,3.0,,,,,0.422915,0.414912,DOWN
,3.0,0.106383,,,,0.422915,,DOWN
0.031459,3.0,,0.05296,0.128979,,,,DOWN
,3.0,,,,0.003467,0.422915,,DOWN
,,,,,,,,DOWN
0.031459,,,,0.200833,,,0.414912,DOWN
0.031459,3.0,0.212766,,0.271943,0.003467,0.422915,0.414912,UP
,,0.234043,,,,0.422915,0.414912,UP
,,,,,0.003467,,0.414912,UP
0.031459,3.0,0.276596,0.074997,0.430973,0.003467,0.422915,0.414912,UP
0.031459,,,,,,,,DOWN
0.031459,3.0,0.319149,0.066561,,0.003467,0.422915,,DOWN
,3.0,,,,,,,DOWN
0.031459,3.0,0.361702,0.06611,,,,,DOWN
,3.0,0.382979,,0.518298,,,,UP
,,,,,,,,UP
,3.0,,0.06611,0.503124,,0.422915,0.414912,DOWN
0.031459,,,0.074997,,0.003467,,,UP
,,0.468085,0.066561,,,0.422915,,DOWN
0.031459,3.0,,,,,,0.414912,DOWN
,3.0,0.510638,0.06611,0.49033,,,,DOWN
,,,0.06611,0.493603,0.003467,,,DOWN
,,0.553191,,,,,,DOWN
,3.0,0.574468,,,,,,DOWN
,,0.595745,,,0.003467,,,DOWN
0.031459,,0.617021,0.06611,,,,0.414912,DOWN
0.031459,,0.638298,0.06611,,,,,DOWN
,,0.659574,,0.476495,,0.422915,,DOWN
0.031459,,0.680851,0.06611,,,,,DOWN
0.031459,3.0,,0.06611,,0.003467,0.422915,,DOWN
0.031459,3.0,,0.056713,,,,,DOWN
0.031459,,0.744681,0.056713,,,,,DOWN
,,,0.054642,0.383963,0.003467,,0.414912,DOWN
,3.0,,,0.369235,,,,DOWN
,,0.808511,0.054642,,0.003467,0.422915,,DOWN
,3.0,,0.056713,0.401666,,0.422915,,DOWN
,,0.851064,0.06611,,,,,UP
0.031459,3.0,0.87234,0.06611,0.3615,0.003467,,,DOWN
,3.0,,,0.390806,0.003467,0.422915,,UP
,,,0.06611,,,,,DOWN
0.031459,,,0.109493,0.430527,0.003467,0.422915,,UP
,,,,,,,0.414912,UP
0.031459,,0.978723,0.078209,0.424725,,,0.414912,UP
,,,0.078209,,0.003467,,,UP
,,0.0,0.10544,,,,,UP
,4.0,,0.056713,0.31449,0.003467,,0.414912,DOWN
0.031503,,,,,0.003467,0.422915,0.414912,UP
0.031503,,0.06383,0.073226,,0.003467,,0.414912,UP
0.031503,,,0.073136,,0.003467,0.422915,,UP
0.031503,,0.106383,,,,0.422915,,UP
,4.0,0.12766,0.060826,,,0.422915,0.414912,DOWN
,4.0,0.148936,0.054642,,,0.422915,0.414912,DOWN
0.031503,4.0,,,0.169741,,,,DOWN
0.031503,,,,,,,0.414912,UP
,4.0,0.212766,0.095022,0.276257,,0.422915,0.414912,UP
,,0.234043,0.095022,,,,,UP
,,,,0.357632,0.003467,0.422915,,UP
,,,0.074997,,0.003467,,0.414912,UP
0.031503,4.0,,,,0.003467,0.422915,0.414912,DOWN
0.031503,,,,,,0.422915,,DOWN
,,0.340426,0.066531,,0.003467,,,DOWN
,,,,,0.003467,,,UP
,,0.382979,,0.517554,,,,UP
,,0.404255,0.10496,,0.003467,,0.414912,UP
,,,,0.502529,0.003467,,0.414912,UP
0.031503,,,,0.509819,,,,UP
0.031503,,,,0.51324,,,0.414912,UP
,,,,0.506248,0.003467,0.422915,,UP
,,0.510638,,0.50357,,,0.414912,DOWN
0.031503,4.0,,,,,0.422915,,UP
,,,,,0.003467,0.422915,,DOWN
,,,0.066561,,0.003467,,,DOWN
,4.0,0.595745,0.066531,,,,,DOWN
0.031503,,,,,,0.422915,,UP
,,0.638298,,0.50119,,,,UP
,,,,0.500893,0.003467,,,UP
0.031503,,,0.066561,,,0.422915,,DOWN
,4.0,0.702128,,0.473817,,,,DOWN
0.031503,4.0,,,0.451056,,0.422915,0.414912,DOWN
,4.0,0.744681,,0.43008,,0.422915,0.414912,DOWN
,,,,,0.003467,,0.414912,DOWN
0.031503,,,,,,0.422915,,DOWN
0.031503,,,0.057314,0.405832,,,,DOWN
,4.0,,0.057314,,0.003467,0.422915,0.414912,DOWN
,,,,0.406575,,,0.414912,DOWN
,4.0,0.87234,,,,0.422915,0.414912,UP
0.031503,,0.893617,,,,,0.414912,UP
,,0.914894,0.078029,,,,,UP
,,,,,,,0.414912,UP
,4.0,,,0.424874,,,0.414912,UP
,4.0,0.978723,,,,,,UP
,4.0,,0.080011,,,,,UP
0.031547,5.0,,,,0.003467,,0.414912,DOWN
0.031547,,0.021277,,,,,0.414912,UP
,,,0.054431,,,,,DOWN
,,,0.055242,,0.003467,,0.414912,DOWN
0.031547,,0.085106,,0.162154,0.003467,0.422915,,DOWN
,,,,0.141922,,0.422915,0.414912,DOWN
0.031547,,,0.05302,,0.003467,,,DOWN
,,,,,0.003467,,0.414912,UP
,5.0,,0.057314,,0.003467,,0.414912,DOWN
0.031547,5.0,,,,,0.422915,0.414912,DOWN
,5.0,0.212766,,0.25781,0.003467,0.422915,,UP
,,,,,,0.422915,0.414912,DOWN
0.031547,,,0.057314,0.330259,,,0.414912,DOWN
0.031547,,0.276596,0.057314,,,,0.414912,DOWN
0.031547,,,,,,,,DOWN
,5.0,,0.057314,,0.003467,0.422915,0.414912,DOWN
,5.0,,,,0.003467,,,DOWN
0.031547,5.0,0.361702,,,,0.422915,,DOWN
,,0.382979,,,0.003467,,,DOWN
,,,0.060406,0.489438,0.003467,0.422915,,DOWN
0.031547,,,,,,,0.414912,DOWN
,,,,,,,,DOWN
0.031547,,0.468085,,,,0.422915,,DOWN
,5.0,,,,,0.422915,,DOWN
,,0.510638,,0.448081,,,0.414912,DOWN
0.031547,,0.531915,,0.439453,,0.422915,,DOWN
,,,,0.4277,,0.422915,0.414912,DOWN
,,0.574468,0.057314,0.419964,0.003467,,0.414912,DOWN
,,0.595745,,0.415353,,0.422915,0.414912,DOWN
0.031547,,0.617021,,,,0.422915,0.414912,DOWN
,5.0,0.638298,,0.411038,,0.422915,,DOWN
,,0.659574,0.057314,0.41327,,,,DOWN
,,,0.057314,,,0.422915,,DOWN
0.031547,,0.702128,0.057314,0.39155,,0.422915,,DOWN
0.031547,,0.723404,,0.362243,,,0.414912,DOWN
,5.0,,,,0.003467,,,DOWN
0.031547,,,0.055242,0.323118,0.003467,0.422915,,DOWN
0.031547,5.0,,,0.317911,0.003467,0.422915,0.414912,DOWN
,,0.808511,,,,,0.414912,DOWN
,,0.829787,0.057314,,,,,DOWN
,5.0,,0.057314,0.332044,,,0.414912,DOWN
0.031547,5.0,,,,0.003467,,0.414912,DOWN
,,0.893617,,,,0.422915,0.414912,DOWN
,,,0.06644,,,,0.414912,UP
,,0.93617,,,0.003467,0.422915,0.414912,UP
0.031547,,0.957447,,,,,,UP
0.031547,5.0,0.978723,,,0.003467,,0.414912,DOWN
,5.0,,0.066561,,,,0.414912,UP
,6.0,0.0,0.057314,0.331598,,,,DOWN
,,,,,0.003467,,,DOWN
,6.0,,,0.201874,,,,DOWN
,,0.06383,,0.164534,0.003467,,0.414912,DOWN
0.031592,,,,,0.003467,,,DOWN
,,,0.05302,,0.003467,0.422915,,DOWN
0.031592,,,,,,,,DOWN
0.031592,6.0,,0.05302,,0.003467,0.422915,,DOWN
0.031592,6.0,,,,,0.422915,,DOWN
0.031592,,0.191489,0.051909,0.0964,,,,DOWN
0.031592,,,0.071694,,0.003467,,0.414912,UP
,,0.234043,,,0.003467,,0.414912,DOWN
,6.0,,,,,0.422915,,UP
,,0.276596,,,,0.422915,,UP
,,,,,,,,UP
,6.0,,,,,,0.414912,UP
,,0.340426,0.077819,,,,,UP
0.031592,,,,0.388872,,0.422915,,UP
0.031592,6.0,,,0.377417,,,0.414912,UP
0.031592,,,,0.371169,,0.422915,,UP
,6.0,,0.069743,,0.003467,,,UP
0.031592,6.0,0.446809,0.065059,0.354359,0.003467,,0.414912,UP
,6.0,0.468085,0.056833,0.34454,,0.422915,,DOWN
0.031592,,,,,,,,UP
,6.0,,,,,,,UP
0.031592,6.0,,0.056833,0.322374,0.003467,,,DOWN
,6.0,0.553191,,,0.003467,,,DOWN
,,,,,,0.422915,,DOWN
0.031592,6.0,0.595745,0.070914,,,0.422915,0.414912,UP
0.031592,,,0.077819,0.302291,0.003467,,0.414912,UP
,6.0,,,,,,0.414912,UP
,,0.659574,0.080731,,,,0.414912,UP
0.031592,,0.680851,,0.304076,0.003467,,0.414912,UP
0.031592,6.0,0.702128,,0.314639,,0.422915,,UP
,,0.723404,0.07944,,,0.422915,,UP
,6.0,,0.077819,,,,0.414912,UP
,6.0,,,0.288753,,0.422915,,DOWN
,6.0,,,0.283844,0.003467,,,DOWN
0.031592,6.0,0.808511,0.077819,0.294109,,0.422915,,UP
,6.0,,0.07944,,,,,UP
,6.0,,,0.30601,,,,DOWN
0.031592,6.0,,,,0.003467,0.422915,,DOWN
,6.0,0.893617,,0.295299,,0.422915,,UP
,,0.914894,0.077819,,0.003467,,,UP
,,,0.056833,0.30601,0.003467,,,DOWN
,,,0.056833,,0.003467,0.422915,0.414912,DOWN
0.031592,,0.978723,,0.269116,0.003467,,0.414912,DOWN
,,,,,,,,DOWN
,,0.0,0.056833,0.208718,,,,DOWN
,,0.021277,,0.159179,0.003467,,0.414912,DOWN
,7.0,,0.051909,,,,0.414912,DOWN
,7.0,0.06383,0.051909,0.086433,,0.422915,,DOWN
,,,0.051909,,0.003467,,,DOWN
0.031636,7.0,,0.051909,,,0.422915,,DOWN
,,,,,,,,DOWN
,,,,,,0.422915,,DOWN
,,0.170213,,,,0.422915,,DOWN
,,,0.051909,,0.003467,,0.414912,DOWN
,,,,0.061738,0.003467,0.422915,0.414912,UP
0.031636,,,0.051909,,,0.422915,,DOWN
,,0.255319,0.054642,0.111128,,,0.414912,DOWN
0.031636,7.0,,0.077819,0.154418,,0.422915,0.414912,UP
,,,0.077819,0.20485,,,,UP
0.031636,7.0,,,,0.003467,0.422915,,UP
,,0.340426,0.074817,,,,,UP
,7.0,,,,,0.422915,,DOWN
,,0.382979,,0.328176,,,,UP
,,0.404255,,,,,,UP
,7.0,,0.068482,0.328622,,,,UP
,7.0,,,0.32535,0.003467,0.422915,,UP
,,,,,,0.422915,,UP
0.031636,7.0,0.489362,,0.315829,,,,UP
0.031636,7.0,,,,,,0.414912,UP
,,,0.079861,,0.003467,0.422915,0.414912,UP
0.031636,7.0,,0.079861,,,,,UP
0.031636,,,,,,0.422915,,UP
,,,,,,0.422915,,UP
,,,0.088057,,0.003467,,0.414912,UP
0.031636,,,,,,,,UP
0.031636,,0.659574,0.079861,,,0.422915,,UP
,7.0,,,,,0.422915,0.414912,UP
0.031636,,,,0.329069,,,0.414912,UP
,7.0,,,0.331747,,,,UP
,7.0,,0.07944,0.325796,0.003467,0.422915,,UP
,,,,0.317614,,,0.414912,DOWN
0.031636,,,,,,0.422915,0.414912,DOWN
0.031636,7.0,,0.077819,,0.003467,,,UP
,,0.829787,,,0.003467,0.422915,,UP
,,0.851064,0.068482,,,0.422915,,UP
,,0.87234,,0.317316,0.003467,0.422915,0.414912,UP
,7.0,0.893617,,,,,0.414912,UP
0.031636,,,,,,0.422915,0.414912,DOWN
0.031636,,0.93617,0.071694,0.311366,,0.422915,,UP
0.031636,,0.957447,,,0.003467,,,DOWN
,,,,,0.003467,0.422915,,DOWN
,7.0,,0.056833,0.221958,0.003467,,0.414912,DOWN
0.03168,,,,0.208271,0.003467,0.422915,0.414912,DOWN
,1.0,,0.051909,,0.003467,0.422915,,DOWN
0.03168,,0.042553,0.051909,,,,,DOWN
,,,0.051909,0.110235,,,,DOWN
0.03168,1.0,,,,,0.422915,,DOWN
0.03168,1.0,0.106383,0.051909,0.074234,0.003467,,,DOWN
,1.0,,,,,0.422915,0.414912,DOWN
,1.0,0.148936,0.051909,0.072746,,,,DOWN
0.03168,1.0,,,,0.003467,,0.414912,DOWN
,1.0,,,,0.003467,0.422915,,DOWN
,,,,,,0.422915,,DOWN
,1.0,0.234043,0.054131,,,0.422915,,DOWN
0.03168,,0.255319,0.054131,,0.003467,0.422915,0.414912,DOWN
,,,,,0.003467,,,DOWN
,,,,,0.003467,,,DOWN
,1.0,,0.055242,,0.003467,0.422915,0.414912,DOWN
0.03168,1.0,,,,,,,DOWN
0.03168,,,,0.463106,0.003467,,,DOWN
0.03168,,0.382979,,,0.003467,,,DOWN
,,,0.057193,,0.003467,,,DOWN
0.03168,,,0.058785,,,0.422915,0.414912,DOWN
0.03168,1.0,0.446809,0.057193,,,0.422915,,DOWN
,,0.468085,,,,,0.414912,DOWN
0.03168,1.0,0.489362,,0.462362,0.003467,0.422915,,DOWN
,,,0.058785,,0.003467,0.422915,,DOWN
,1.0,0.531915,,,0.003467,0.422915,0.414912,DOWN
,,0.553191,,,,,0.414912,DOWN
0.03168,1.0,,,,,,,DOWN
0.03168,1.0,,0.059926,0.461172,0.003467,,,DOWN
,,,0.058785,,0.003467,,,DOWN
0.03168,1.0,0.638298,,0.460428,0.003467,,,DOWN
0.03168,1.0,0.659574,,0.456858,,0.422915,,DOWN
,,,,,0.003467,0.422915,0.414912,DOWN
,,,,,,0.422915,,DOWN
0.03168,1.0,,,0.398691,0.003467,,0.414912,DOWN
,1.0,,,,,,,DOWN
,,,0.054131,,0.003467,,,DOWN
,,0.787234,,,0.003467,,,DOWN
,,,,,0.003467,0.422915,,DOWN
,1.0,0.829787,0.054131,,0.003467,,0.414912,DOWN
0.03168,1.0,,0.054131,,0.003467,0.422915,,DOWN
,1.0,,,,0.003467,0.422915,,DOWN
,,0.893617,,,0.003467,0.422915,0.414912,DOWN
0.03168,1.0,0.914894,,,0.003467,0.422915,0.414912,DOWN
,,,0.058785,,,,0.414912,UP
,1.0,,,,0.003467,,0.414912,UP
0.03168,1.0,0.978723,,,,,,UP
,1.0,1.0,,0.333234,0.003467,,0.414912,UP
,2.0,0.0,,,,,0.414912,DOWN
,,,,,,,,DOWN
0.031724,,0.042553,,,,,,DOWN
,,,,,,0.422915,,DOWN
,2.0,,,0.108896,0.003467,0.422915,,DOWN
0.031724,2.0,0.106383,0.040351,0.087325,,0.422915,0.414912,DOWN
0.031724,,,0.040351,,0.003467,,,DOWN
0.031724,2.0,,0.040351,,0.003467,,0.414912,DOWN
0.031724,,,0.05302,0.090301,0.003467,0.422915,0.414912,DOWN
,,,,0.116186,,0.422915,0.414912,DOWN
,,,0.054131,0.175692,0.003467,0.422915,,DOWN
,,0.234043,0.054131,0.239512,,0.422915,,DOWN
,,,,0.24695,0.003467,0.422915,,DOWN
,2.0,0.276596,,,,0.422915,,DOWN
,2.0,0.297872,,0.342309,,0.422915,0.414912,DOWN
,,0.319149,0.054131,0.380839,0.003467,,,DOWN
0.031724,,,0.055242,,0.003467,,0.414912,UP
,,0.361702,0.055242,,0.003467,,0.414912,UP
,2.0,0.382979,0.057193,0.473371,0.003467,0.422915,,UP
0.031724,2.0,0.404255,0.058785,,,,0.414912,UP
,2.0,,,,0.003467,,0.414912,UP
,2.0,,0.06611,0.485867,,0.422915,,UP
,2.0,0.468085,,0.488248,,,,UP
,2.0,,,,,,0.414912,UP
,2.0,,,0.499851,0.003467,,,UP
0.031724,,,0.074817,,0.003467,,,UP
0.031724,2.0,0.553191,0.099526,0.499702,0.003467,0.422915,0.414912,UP
,,,0.074817,0.494793,0.003467,0.422915,,UP
0.031724,2.0,,,,0.003467,,,UP
,2.0,,0.104089,0.522166,,,0.414912,UP
0.031724,2.0,0.638298,,0.520381,,,0.414912,UP
0.031724,2.0,,0.099526,0.511009,,,,UP
0.031724,2.0,,,,,0.422915,,UP
0.031724,,,0.099526,,,0.422915,,UP
,2.0,0.723404,,,,,,DOWN
,,,,0.382029,,0.422915,,DOWN
0.031724,2.0,,0.055242,0.35659,,,,DOWN
0.031724,2.0,,0.054131,,,0.422915,,DOWN
0.031724,2.0,,0.054131,,0.003467,,,DOWN
,,,,,,,,DOWN
,,0.851064,,0.347516,0.003467,,,DOWN
,,0.87234,0.055242,,,0.422915,,DOWN
,2.0,,0.074817,,,0.422915,0.414912,UP
0.031724,,,0.06611,,,,0.414912,UP
0.031724,,0.93617,0.058785,0.39884,0.003467,,,DOWN
,,,,0.392443,0.003467,0.422915,0.414912,DOWN
,2.0,0.978723,0.057193,,,,,DOWN
,,,,,0.003467,,,DOWN
0.031769,3.0,,,0.304225,0.003467,,,UP
0.031769,,,0.072775,0.230289,,0.422915,,UP
,,,,0.166022,,0.422915,,UP
,,,0.072775,0.121988,,,0.414912,UP
0.031769,,,0.072775,,,0.422915,0.414912,UP
,3.0,,,0.058614,,0.422915,0.414912,DOWN
0.031769,,0.12766,,0.042696,0.003467,,,DOWN
,3.0,0.148936,,,,,,DOWN
,,,,0.033472,,0.422915,0.414912,UP
0.031769,,0.191489,,0.036745,0.003467,0.422915,0.414912,UP
0.031769,,,,,,0.422915,,UP
0.031769,,,,,0.003467,,,UP
0.031769,3.0,,,,,,,UP
0.031769,,,0.07911,0.156947,0.003467,,,UP
0.031769,3.0,,,0.194882,,0.422915,0.414912,UP
,,0.319149,0.082263,,0.003467,,,UP
,3.0,,,,,0.422915,0.414912,UP
,,0.361702,0.086015,0.298126,0.003467,0.422915,,UP
,3.0,,0.086586,,,,0.414912,UP
0.031769,3.0,0.404255,,,,,0.414912,UP
0.031769,,0.425532,,,0.003467,0.422915,,UP
,,0.446809,,0.315829,,,,UP
0.031769,,,0.089798,,,0.422915,,UP
,,,,,,,0.414912,UP
,3.0,,0.089378,,,0.422915,0.414912,UP
0.031769,,0.531915,0.086586,,,,,UP
,,0.553191,,0.242636,0.003467,0.422915,,UP
,,0.574468,0.086015,0.234305,0.003467,0.422915,0.414912,UP
,,,,,,,0.414912,UP
,,,0.086015,,,,,UP
0.031769,,,0.082263,0.224636,,,,UP
,3.0,,,,0.003467,0.422915,,UP
,,,,0.210652,0.003467,0.422915,0.414912,UP
0.031769,,,0.070644,,0.003467,0.422915,,DOWN
,,0.723404,,0.185659,,0.422915,0.414912,DOWN
0.031769,3.0,0.744681,,,0.003467,,0.414912,DOWN
0.031769,,,,,0.003467,,,DOWN
,,0.787234,,0.173907,,,0.414912,DOWN
,,,0.058394,,,,0.414912,DOWN
,,0.829787,0.058394,0.217197,,,0.414912,DOWN
,,,0.070644,,0.003467,,,DOWN
,,,0.058394,0.203065,0.003467,,,DOWN
,3.0,,,0.230437,0.003467,,,UP
,,,,,0.003467,,,UP
,,,0.07911,,,0.422915,,UP
0.031769,,,0.07911,0.236388,,0.422915,,UP
,,,,0.224636,0.003467,,,DOWN
,,,0.070644,0.18551,0.003467,,0.414912,DOWN
0.031813,4.0,0.0,0.056923,,0.003467,0.422915,0.414912,DOWN
,4.0,0.021277,0.055242,0.107111,,0.422915,0.414912,DOWN
,4.0,,0.055242,,0.003467,,,DOWN
,4.0,0.06383,,,,0.422915,0.414912,DOWN
,4.0,,,,0.003467,0.422915,0.414912,DOWN
,4.0,,0.040351,0.00967,,,,DOWN
,,,0.040351,0.00119,,0.422915,,DOWN
0.031813,,0.148936,,0.0,,0.422915,,DOWN
,,0.170213,,0.001488,,,,DOWN
0.031813,,0.191489,0.068212,0.003868,,0.422915,,DOWN
,,0.212766,0.068212,,,0.422915,0.414912,DOWN
,,0.234043,,,,0.422915,,DOWN
0.031813,,,,0.044035,,,0.414912,DOWN
,,,,,,,0.414912,DOWN
0.031813,4.0,,,,0.003467,,0.414912,DOWN
,4.0,,,0.160518,,,0.414912,DOWN
,,0.340426,,,,,0.414912,DOWN
0.031813,4.0,,,,0.003467,,,DOWN
0.031813,,,,,0.003467,,,DOWN
0.031813,4.0,,,0.259298,0.003467,,,DOWN
0.031813,,0.425532,0.058394,,,0.422915,,DOWN
,4.0,,,0.249331,,,,UP
,,,,,,,,DOWN
,4.0,0.489362,,,0.003467,,0.414912,DOWN
,4.0,,,,,0.422915,,DOWN
,,,,0.218982,,,0.414912,DOWN
,,0.553191,,,,,0.414912,DOWN
0.031813,4.0,,0.058394,,0.003467,,0.414912,DOWN
,,0.595745,,0.214073,0.003467,0.422915,0.414912,DOWN
,,0.617021,,,0.003467,0.422915,,DOWN
,4.0,0.638298,0.058394,,,0.422915,,DOWN
,,,0.056923,0.212586,,,,DOWN
,4.0,,,,,,0.414912,DOWN
,,,,,0.003467,0.422915,,DOWN
,,0.723404,0.056923,,0.003467,,0.414912,DOWN
0.031813,4.0,,,,0.003467,0.422915,0.414912,DOWN
,4.0,0.765957,0.056923,0.206784,0.003467,,,DOWN
,,0.787234,0.056923,,0.003467,0.422915,0.414912,DOWN
,4.0,,,,0.003467,0.422915,,UP
0.031813,4.0,,,0.232966,0.003467,,,DOWN
,4.0,0.851064,,0.220173,,,,DOWN
,4.0,0.87234,,0.19756,0.003467,,,DOWN
,4.0,,,,,0.422915,,DOWN
,,,,,,0.422915,,DOWN
,,,,,,,,DOWN
,4.0,0.957447,,0.236686,,,,UP
0.031813,,0.978723,0.058394,0.233859,,0.422915,,DOWN
,,,0.058394,,,0.422915,,DOWN
0.031857,,,0.055242,0.180155,0.003467,,0.414912,DOWN
0.031857,5.0,,,0.129426,,0.422915,0.414912,DOWN
,,,0.055242,,0.003467,,0.414912,DOWN
0.031857,5.0,0.06383,0.055242,,0.003467,0.422915,,DOWN
0.031857,,0.085106,0.056233,,0.003467,0.422915,0.414912,DOWN
0.031857,,0.106383,,,,,,DOWN
,5.0,,,,,0.422915,0.414912,DOWN
,,0.148936,,0.015323,,0.422915,0.414912,DOWN
,5.0,0.170213,0.055242,0.029158,0.003467,,,DOWN
0.031857,,,,,,,,DOWN
,,0.212766,0.055242,,,,,DOWN
0.031857,5.0,0.234043,,0.112169,,0.422915,,DOWN
0.031857,,,,,0.003467,,,DOWN
0.031857,,0.276596,0.056923,,,,,DOWN
,,0.297872,,,,,0.414912,DOWN
0.031857,,0.319149,,,,0.422915,,DOWN
,,0.340426,,,,,0.414912,DOWN
0.031857,,0.361702,,,,,0.414912,UP
0.031857,5.0,,,,,,,UP
,,,,,0.003467,0.422915,0.414912,UP
0.031857,5.0,0.425532,,0.276108,0.003467,0.422915,0.414912,DOWN
0.031857,5.0,0.446809,,0.273133,,,0.414912,DOWN
0.031857,,,,,0.003467,0.422915,0.414912,UP
,,,,,,,0.414912,UP
,,,,,,,,UP
0.031857,,,,0.254091,0.003467,,0.414912,UP
,,,0.055242,,,0.422915,,DOWN
,5.0,,0.055242,0.243975,0.003467,,,DOWN
0.031857,5.0,0.595745,,0.243082,,,,DOWN
,,,0.055242,0.244719,,0.422915,0.414912,DOWN
0.031857,,,,0.247248,0.003467,0.422915,0.414912,UP
,5.0,,0.055242,0.258405,,0.422915,,DOWN
0.031857,,,,,,0.422915,,UP
,5.0,0.702128,0.056923,0.256323,,,0.414912,UP
,,,0.055242,,0.003467,0.422915,,DOWN
,,0.744681,,0.245165,0.003467,,,UP
,,,,,0.003467,,,UP
,5.0,0.787234,0.056923,,,,,UP
,,0.808511,0.056923,,0.003467,,,UP
0.031857,5.0,,,,0.003467,,,UP
,,,,0.23609,0.003467,,,UP
,,,0.055242,,,0.422915,,DOWN
0.031857,,,0.064729,0.262124,,0.422915,0.414912,UP
,,0.914894,0.067611,0.282803,0.003467,0.422915,,UP
,5.0,,,,0.003467,,,UP
,5.0,,,,0.003467,0.422915,,UP
,,,,0.315085,,,,UP
,5.0,,,,,0.422915,,UP
,,,0.064729,,,0.422915,0.414912,UP
,,,,0.19994,,,0.414912,DOWN
,,,,,0.003467,,0.414912,DOWN
,,,,,,,,DOWN
,6.0,,,0.070812,,,0.414912,DOWN
0.031901,6.0,,,0.047307,0.003467,,,DOWN
,,0.12766,0.040351,0.03258,,,,DOWN
0.031901,,0.148936,,0.026331,0.003467,,,DOWN
,,,0.055242,,,,,DOWN
,,0.191489,,0.042547,,,0.414912,DOWN
,,0.212766,,,,0.422915,,DOWN
0.031901,,0.234043,,,0.003467,,0.414912,DOWN
,6.0,,,,,0.422915,,DOWN
,6.0,0.276596,,0.151443,,,,DOWN
0.031901,,,,0.202618,0.003467,0.422915,,DOWN
0.031901,6.0,,,0.24814,,0.422915,0.414912,DOWN
0.031901,6.0,0.340426,,0.292621,,,,DOWN
,,0.361702,,0.321184,,0.422915,,UP
0.031901,6.0,,0.060556,0.319101,,0.422915,,UP
0.031901,,0.404255,0.058394,,,0.422915,,DOWN
0.031901,6.0,,,0.305118,,0.422915,0.414912,UP
0.031901,,,,0.299167,,,0.414912,UP
,,,0.058394,,,0.422915,,DOWN
