bkblk,bknwy,bkon8,bkona,bkspr,bkxbq,bkxcr,bkxwp,blxwp,bxqsq,cntxt,dsopp,dwipd,hdchk,katri,mulch,qxmsq,r2ar8,reskd,reskr,rimmx,rkxwp,rxmsq,simpl,skach,skewr,skrxp,spcop,stlmt,thrsk,wkcti,wkna8,wknck,wkovl,wkpos,wtoeg,class
f,f,,f,,t,,t,,,t,f,,,,,f,t,,,f,,f,,,,,,f,f,f,,,t,,,won
t,,,,,,t,t,,,,f,,,,,,,f,f,,f,,,f,t,,f,,f,f,,,t,t,,won
f,f,,f,t,t,,t,,f,,f,,,,,,f,f,,f,,f,f,f,t,f,f,f,,,f,,,,,won
f,,,,,t,t,t,,,,f,l,,,f,,,,,,f,,,f,,,f,f,,,,f,,t,,won
,,,,f,,,,f,,t,,,,n,f,,t,,f,f,,t,f,f,,,f,f,,t,f,,,t,n,won
,f,f,,,f,,,,,,f,,f,n,,,,,f,f,,,f,f,,f,,,,f,,,t,,,won
,,,f,,f,f,f,,,,f,l,,n,,,t,,,,,,f,f,,,,,f,,,f,,t,n,won
f,,,f,t,f,,,f,f,,,,,,,,,,f,,f,f,,,,,,f,,,f,f,t,t,,won
,,,f,,,,,,f,f,,l,,n,,f,,,,f,t,f,,,,f,,,,,,f,,t,,won
f,,f,f,t,,f,,,,f,,,f,,,,,,,,,,,,f,f,,,f,f,,,t,t,,won
f,,f,f,f,f,f,,f,,,,l,f,n,f,,,,,,,f,t,f,,f,f,f,f,f,,f,t,t,,won
f,f,,f,,,,,,f,,,,f,,f,,,,,,,,t,,,f,f,,,f,,,t,t,n,won
,f,f,,,,,,,,,,,,,,f,t,f,f,f,,f,t,f,f,,,,,f,f,f,,,,won
,,,,t,,,,,f,,,,,,,,,,,,f,f,,,f,,f,,,f,f,f,t,,,won
,,,f,f,,f,,t,f,f,f,,,,,,t,f,f,f,t,f,,,f,f,f,f,,,,f,t,,,won
,,,f,,,,f,,,,,l,f,,,f,t,,,,t,,t,,,,,,,,,f,t,t,,won
,,,,f,f,,f,,f,,f,,f,,f,f,,f,,,,,,f,f,f,,,f,,f,,t,,n,won
f,,,,,,,,,f,f,f,l,,,,,,f,,,f,,,,,,,f,,,,,,t,n,won
,,f,,,f,,,f,f,,f,l,,,f,,,f,f,,,f,f,f,,,,,f,,,,,,,won
,,,f,t,f,f,,,,f,,l,,n,,,f,,,,f,,,,,,f,,,,,f,t,,n,won
,,f,f,,,,f,,f,f,,,,,,f,,f,f,f,f,,,,f,,f,,f,f,,,t,,,won
,f,f,,t,,,f,,,f,f,l,,n,,,,f,,f,f,f,,,f,,,f,f,,f,,f,t,,won
,,,f,f,f,,,f,,f,f,,,,,,,f,,f,,,f,,f,,f,f,,f,f,t,f,,,won
,,f,,,f,,,f,,,,,f,,f,,,f,,,,,,,f,,,f,,f,,,,,,won
f,,f,,f,,f,,,,f,,,f,n,,f,,f,,,t,f,,f,,,,f,,,,,,,,won
,,f,,t,,,f,,f,f,,,,,,,,,f,f,,f,f,,f,,f,,,,,,t,t,n,won
,,f,f,f,,f,f,,f,,,,f,,f,,,,f,f,,f,,f,,f,f,,,,,f,t,,,won
,,,f,f,f,f,,f,,,,l,,,f,,f,,,,,f,,f,f,f,f,,,,f,f,,,,won
,,,,,,,f,f,f,f,f,l,,,f,f,,f,,f,,f,,,,,f,,,f,,,,,n,won
,f,f,,f,,,,f,,f,f,,f,n,f,f,,f,f,f,,f,,f,f,,,,,,f,,,,,won
,,f,,t,,,,f,,f,,l,f,n,f,,,,,,f,f,,f,,,f,f,,f,f,f,,,n,won
,,,f,,f,t,,f,,f,f,l,,n,,f,f,,,,f,,,f,,f,,,,,f,,,t,,won
f,,,f,,,,f,,,,,,,n,f,f,f,f,f,,f,f,,,,f,f,f,f,f,f,,f,,n,won
f,f,,,,,f,,,,,,,,,,,,,,,,,t,,f,f,f,,f,,,,,,,won
,f,,f,t,,,,,,,f,l,,,,f,t,,f,,f,,,f,f,f,f,f,f,f,,,t,t,,won
f,f,f,f,,,,,t,f,,,l,f,,,,t,,f,,t,,,,,,,,f,,f,f,,t,,won
f,f,,,,,,,,,,,l,f,,,,,,f,,f,f,,,f,,,,,f,,f,,,n,won
,,,f,,f,t,,,,f,,l,f,,f,,,,,,,,,,f,,f,f,f,f,f,f,,t,n,won
f,f,f,,f,,,,,f,,,l,,,f,t,,,,f,f,,,,,,,,f,,f,,,,,won
,,,f,,,f,f,,,f,,l,f,n,f,,t,f,f,,f,,t,,,f,,,f,,,f,t,,,won
f,,,,,,f,,f,f,f,f,,f,n,,f,t,f,,f,f,f,,,,f,,,,,,,t,,,won
f,f,,,,t,,,,,,,,,,f,f,t,,f,f,f,f,f,f,,,,,f,,,f,,t,,won
,,,t,,,,,,,,,,f,,,f,t,,f,f,,f,,,,,f,,,f,,,,t,,won
f,f,f,,,t,,f,,f,,,,,,f,f,t,,,f,,,,f,,,f,,f,,f,f,t,t,,won
,,f,,t,t,,f,f,,,,l,,n,,,,,,,,,f,f,,f,,f,,f,,,,,,won
,,,,,,,f,f,,,,,,n,,,t,f,,,f,f,,f,,f,,,,f,f,,,,,won
,,,,,t,,f,,,f,,,f,,,,,,,,,,f,,,,f,f,,,,,,,,won
,f,f,,,t,,,,,,,,,n,,f,,,f,,f,,,,f,,,,f,,,f,t,t,n,won
f,,,,,t,,,f,f,f,f,,f,n,f,,,f,,f,,,,,f,f,f,,,f,,,f,,,won
,,,,,t,f,,f,,f,,,,n,,f,,f,,f,f,,f,f,f,,f,f,,,,t,,t,n,won
f,f,,,,,,,t,f,,f,,,,,,,,f,f,t,,,f,,f,,f,f,,,,,,,won
,,f,f,,,,,t,,,f,,,,f,,t,f,,,t,,,f,,f,,f,,,,f,,t,n,won
f,,,,,,,f,,f,,,,f,,f,,,f,f,,,,,,,,,,,f,f,,,,n,won
,,f,,,t,,,t,,,,,,,,,,,,,,f,,f,f,,,f,f,f,,,,t,n,won
,,,,,,,f,t,f,f,,l,f,,,,,,,,,,f,,f,,,f,f,f,,f,,t,n,won
,,,f,f,,t,f,,,,f,l,f,n,f,,,,,,,f,f,f,,f,,f,,,,,,t,,won
f,,,f,,t,,,t,f,,f,l,f,n,f,,,,f,f,,,f,,,,,,,,f,,,,,won
f,f,f,f,,t,t,f,,,,,l,,,,f,t,,f,,t,,,,f,,,,f,,,,,,,won
,,f,,,,,,,f,,,l,f,,,,,f,,f,,,t,,f,f,,f,,,,,t,,n,won
,,,,f,,,f,,,,,,,n,,,t,,f,f,f,f,t,,,,f,f,f,,,,f,,,won
f,f,,,f,,t,,,,,,,,n,f,f,,,f,,,,,,,f,,,,,,,,,n,won
,f,f,f,t,,t,,,,,,l,f,,f,f,t,f,f,,,f,t,,f,,,,f,,f,f,t,,n,won
f,f,f,f,f,t,f,f,,,f,,,,,,f,,f,,f,,,,,f,,f,,f,f,f,,t,,,won
,,,f,t,,,f,t,,,f,,,n,f,,t,f,,f,t,,t,f,,f,,f,,,,f,t,,,won
,f,,f,,,,,f,f,f,f,,,n,,f,f,f,f,,,f,,,,f,f,f,,,f,,,,,won
,,,,f,t,f,,,,f,,,,,f,f,,f,,,f,f,f,,f,,,,f,,f,,f,,n,won
,f,f,f,t,,f,f,,f,,f,,f,,,,,,,,,,f,f,f,,,f,f,,f,,,t,,won
f,f,f,,t,t,,,f,f,,,,,n,,,f,f,,,f,f,f,f,f,f,f,,,f,f,,,t,,won
f,,,,,,,f,,,f,,,f,,,,,,,,f,f,f,f,,f,f,,,,,,,t,,won
,,,f,,t,,,f,,,,,,,,f,,,,f,f,f,,,,f,,,,,,,f,,,won
,,f,,f,,f,,,,f,,l,,,f,,,,f,,f,f,f,,,f,,,f,,,t,,,,won
,f,,,,t,,,,,f,f,,,n,,,,f,,f,t,,,,,,f,,,,,,t,t,,won
f,f,,,f,,,f,,,f,,,,n,f,,,f,,,t,,,f,,f,,f,,,,,,t,n,won
,,f,f,f,,f,,f,f,,,,f,n,f,f,,f,f,,f,,,,f,,,,f,,,,t,,,won
f,,,,f,t,f,f,,,,f,,,,f,f,f,f,,f,,,,,,f,,f,,,,,,,,won
,f,,,,t,,f,,f,f,,l,f,,,,,,f,,f,,,,,,f,,,,f,,f,,,won
f,f,,t,t,t,,,,f,f,f,,,,,,,,f,f,,,,f,,,,,f,,,,,,,won
f,,f,,,,f,,f,,,,l,f,n,,f,,,f,,f,f,,,f,,,,,,,,,t,n,won
,f,,,t,,f,,,f,,f,,f,,,,,,f,,,,t,,,,f,,f,,f,,f,,,won
,f,f,,,t,,,,f,,,l,,n,,f,,,,,,f,t,,,,,,,,,,,,,won
,,,,t,,,,,,,,l,f,,,,,,,f,f,,,f,,,f,f,,,f,f,,,n,won
,f,f,f,t,t,,,t,,f,f,,f,n,,,t,,f,f,f,,f,,,,,,f,,,,f,,n,won
,f,,,t,t,,,,f,f,,,f,n,,f,,,f,,,f,,,f,,,f,f,f,,,,t,,won
,f,f,,t,t,,,,f,,,l,f,,,,t,f,f,,,,t,f,,f,,f,,f,,,t,,n,won
f,,,,t,,,,,,f,f,l,,,f,,f,,,,,,,,,,f,f,f,,f,,,,n,won
f,f,,f,f,f,,,,f,,,,f,,f,,,f,f,,,,,f,,f,f,,,f,,f,,,,won
,,f,,,,,f,,,,,,,,f,f,,,,,f,,,f,,,f,,,,,,,,n,won
,,,,,f,,f,,f,,f,,f,n,f,f,,,f,,f,,f,f,t,,f,,,,f,f,,,,won
,,,,,,f,f,,,f,,,,,,f,,f,,,,f,,f,,,,,f,,,f,,,n,won
f,,f,f,,f,,f,,,,,,,n,f,,t,,f,,t,f,,f,,,,f,,,f,,,t,,won
f,,f,,f,,f,,f,f,f,,g,,n,f,,t,f,f,,f,,,,,f,,,f,,f,,,t,n,won
,,f,f,,,f,,f,,,f,g,,n,,,t,f,,,f,,,,,,,f,,,f,f,t,t,n,won
,f,f,f,f,,f,f,f,f,,,,f,,,,,,,,f,,,,t,,,,,,f,f,,t,,won
,,f,f,,f,,,,f,,f,g,,,,f,t,f,f,f,,,t,f,t,,,f,f,,f,,t,,,won
,,f,f,f,,f,,,,f,,,,n,,,t,f,,f,t,,t,f,t,,,,,f,,f,,,n,won
,f,,f,,,,,,,f,f,,,n,,,,,,,t,,,,,,f,,,f,f,f,t,,n,won
f,,,f,f,f,t,,t,,f,f,,,,f,,t,,,,,f,,f,,,f,,f,,,,,,n,won
f,,f,,,,,f,f,f,t,,g,,n,f,,t,,,,,f,f,,t,f,,f,f,f,,,t,,n,won
,f,f,,,,,,,,,f,,f,,,f,,f,,,,f,,,t,,f,f,f,,f,f,,,,won
,f,f,,,,f,,,,t,,g,,,,f,,,,f,f,,f,f,t,,f,,f,,f,,t,,n,won
,,,f,,,,f,,f,,f,,,n,,f,,,,f,f,,f,f,t,f,,f,,,,,,t,,won
,,,,,f,,f,,,t,,g,,,,,,,,,,f,,f,,f,,,f,,,f,,,,won
f,f,f,,,f,f,f,t,,t,,,,,,,t,,,f,,,,,,f,f,f,,,,,,,,won
f,f,,f,,,f,f,,,t,,,f,,,f,,f,,,t,,,f,,,,f,,,f,,t,t,n,won
,f,,t,,,,,,f,,f,g,f,,f,,,,,,t,f,f,f,,f,f,,,,f,f,,,,won
f,,,,,f,f,f,,,,,g,f,n,f,,,,,,,f,,f,,f,,f,f,f,,f,,,n,won
f,,,f,,f,,,,f,t,,g,,,f,,,,,f,,,,,t,,,,t,,,,,,,won
,,,,,,,,,,,f,,,,,,,f,,f,,f,,,,,,,,,,f,t,t,,won
f,,,,,,,,,f,,,,,,f,,,,f,f,,,t,,t,,f,,f,f,,,t,t,,won
,,,f,t,f,,,t,f,t,f,,,n,,,t,,f,,,f,,,t,,,f,f,,f,,,t,n,won
f,,f,,,,t,,t,,t,,,,,f,f,,,,f,,,,,,f,f,,,,f,,,,,won
,f,f,,,,,f,f,,t,,g,,,,,,,,f,f,,f,,t,,,,f,,,,,t,n,won
,,,,,f,,f,f,f,t,,,f,n,f,,,,,,,,t,,,,,,,f,,,,,n,won
,,,,,f,,f,,,,f,,,,,,,,,f,,,,,t,,,f,t,f,,f,,t,,won
t,,f,,,f,t,,f,,t,,g,,,f,,t,f,,,f,f,,f,,f,,f,f,f,,,,,,won
t,,,f,,,,,f,f,t,,g,f,n,f,,,,f,,,f,,f,t,f,,,f,,,f,,,,won
,,,,,f,f,,,f,,f,g,,n,,f,,,,,f,f,t,,t,f,,,f,,,,t,,,won
,f,f,f,,,f,,,,t,,,f,,f,f,,f,,f,f,f,,,,,f,f,,,,,,t,,won
,,,,,,,,,,,f,,f,b,,,,f,f,,f,,,,,f,,,,,,,t,,,won
,,,,f,,f,f,,,,,g,,b,f,,,,,,f,,f,f,t,,,,f,f,,,,f,,won
f,f,f,f,,,,,t,f,,,,f,,f,,,f,f,f,,,,,t,f,f,f,,,f,f,t,,n,won
,f,,,,,,,t,,f,,g,,,f,f,t,f,,,,,,,,f,f,,,,,f,,t,n,won
,,f,,,f,t,t,,,,,,,,,,,,f,,,,t,,,,,,f,f,,,t,,n,won
,,f,,,f,,,,,,,,f,,,,t,,,,f,f,,,t,,,,f,,f,f,t,t,,won
f,f,,f,t,,,,t,,t,f,,f,n,f,,,f,,,f,,f,f,,,,,,,,,,,,won
f,f,,,f,,t,t,,,,f,g,,,,,t,,f,f,,,,,,,,f,f,,,,,t,,won
,f,f,f,t,,,,,,t,,,,,,,t,,f,,f,,,f,t,,,f,f,f,,f,t,t,,won
,f,,,,,,t,t,,t,,g,f,,,f,t,f,f,,t,,t,f,,f,f,f,f,,,,,t,,won
,,,f,,f,f,,,f,,f,,f,,f,t,t,,,f,f,t,f,f,,f,,,,,f,,t,,n,won
f,,,,,,,,,f,f,,g,,n,,,t,,,f,,,,f,,,,f,,,,f,t,t,n,won
f,f,,,f,,,f,,f,,,,,,,,,,f,f,,f,f,,t,,,,,,,f,f,,,won
,,,,f,t,,f,,f,f,,,,n,,f,t,,,,f,,,,t,,f,,f,,,,,,n,won
f,,f,f,t,t,,f,f,,,,,f,n,,,t,,f,,,,,,,,f,,,,,f,t,,n,won
,,f,,,,f,,,f,,,,,,,,,,f,f,,,f,,t,f,f,f,,f,,,,,n,won
,,f,t,,t,,,f,,,f,g,,n,f,f,,,,f,,f,,,t,f,,f,f,f,,,t,t,,won
,,,t,,,,,f,f,f,,g,,,f,,,,f,,f,,,f,t,,,,,f,f,f,,,n,won
,f,,,,t,,f,,,,f,g,,,,,,,,f,,f,f,,t,f,,,,,f,,,,n,won
,,f,,,t,,,,,,,g,,,f,,,,f,f,,,,,t,,,,,,,f,,t,n,won
,,,f,f,,,,,,,,,f,,,,t,,,,f,,,f,,,,f,,,,,,,,won
f,f,f,,,,,,,f,f,,g,,,f,,t,f,f,f,f,,f,f,t,,,f,f,,,t,,t,n,won
,f,f,,f,,f,f,,f,,,g,f,,f,,,,f,,,,,,t,f,,,,,,,t,,n,won
,,,,t,,f,f,t,f,,f,,f,,f,f,t,,,,,f,f,,,f,,,,f,,,t,,,won
,,,t,,,,,t,,,f,,,,,f,t,f,,,,f,,,t,,f,f,,,,,,,n,won
f,,,,f,t,,,,,,f,,,,,f,,,f,f,t,f,f,,,f,,,f,,f,f,,t,,won
f,,,f,,,,f,t,,f,,g,f,n,f,,,,f,f,t,f,,f,t,f,,f,,f,,f,,,n,won
,f,,f,,t,,f,f,f,,f,,f,,f,f,,,f,,,,t,,t,,,f,,f,f,,t,t,,won
f,f,f,,,,,,,f,,,,,n,,,,f,,,,,t,f,t,,f,,,,,,,,,won
f,f,t,,,,,,f,f,f,f,g,,,,,t,f,f,,,,,,t,f,f,f,f,f,f,f,,t,n,won
f,f,,t,,,,f,,,,,,,n,,,,,,,,,,f,t,,,f,,,,,f,,n,won
,f,,f,,,,,f,f,,,,,n,,,,,,,,f,t,,,f,,,,,,f,,,n,won
,,t,f,t,,,f,,,f,,,f,,f,,,,,,,,,,,,f,,f,,,f,f,,,won
,,,,f,t,f,f,,f,,f,,,n,,,t,,,,,,t,f,,f,f,,f,,,,f,,,won
,,,,f,t,f,f,,,,,,,,,,,f,,,t,f,,f,t,,,f,f,,,,,t,,won
,,,,,,t,f,,f,,,,f,n,,,,f,f,,,,t,,,f,,,f,f,,f,t,,,won
f,,f,f,,t,,,,,,,g,,,,f,t,,,,f,f,,,,f,f,,f,f,,,,,n,won
f,,f,t,,t,,,f,f,,f,,,n,f,,,f,,,,,f,,,f,f,,,,f,,t,,,won
f,,f,,,t,,,,f,t,,g,f,,,,,f,f,,,,,,,f,f,f,,f,,,f,,n,won
,f,f,,,,,,,f,,f,,,,,,,,,,,,,f,,,f,f,,,f,f,,,,won
,,,,f,,t,,,f,t,,g,f,n,,,t,,,f,f,f,f,,,f,,,,,f,,,,,won
,f,,,t,,,,,,,,,,,,,,,,f,f,f,,,t,f,,f,f,f,,f,t,,n,won
f,f,,,,,,,t,f,,,,,n,,,t,,,f,,f,,,,,f,f,,f,,,,t,,won
,,,t,,,,f,t,f,t,,,,n,,,t,f,f,,,,,,t,,,,f,,,,,,,won
,,,f,,,,f,,,t,,,,,,f,,f,,f,,f,,,,,f,,,,,,,,,won
f,f,,f,f,,t,f,,,,f,,,,f,,,f,,,t,f,,f,t,,,,,,f,f,t,t,,won
f,f,f,,,t,,f,,,,,g,,,,f,,,,f,,,,,t,f,,,f,f,,f,t,t,,won
f,,,f,,t,f,,,,,f,g,f,,,,t,,f,f,,,,f,t,,f,,f,f,,,t,,,won
f,,,f,,,t,,,f,,f,,,n,f,f,,,f,f,f,,t,,,,,f,f,,f,,t,t,,won
f,f,,,,t,,,,,,,g,,n,,f,,f,,f,,f,t,f,t,,,f,,,f,,t,,,won
f,,f,f,,,,,t,,,,,f,,f,f,t,f,,,,,,,t,,,,f,f,,,t,t,n,won
,f,,f,f,,t,,t,,,,,,,f,,t,,,,t,,,,t,f,f,,f,f,f,,t,,n,won
f,f,f,,t,,,,,f,t,,,,,,f,,f,f,,,,,,,,,,f,,,f,t,,,won
f,f,,f,f,,,,,,t,,,,n,f,,,,f,f,,,f,,,,,,,,f,f,t,,n,won
f,f,f,,f,t,,,f,,,,,,,,,,f,f,,f,,,f,,f,f,,f,f,f,,t,,n,won
,f,f,,,t,t,,,,,,g,f,,,f,,f,,f,,,,f,t,,,,,f,f,,,f,,won
,,,,f,,,f,,f,,,g,,n,f,f,,f,f,,,,f,f,,,f,f,,,,f,t,,n,won
,f,,f,,t,,f,t,,t,,g,f,n,,,,,,,t,,,f,,,f,f,,,,f,,f,,won
f,,,,,,,f,,f,,,,,,,f,t,f,,,,,t,,t,,,,,f,,f,t,f,n,won
,f,f,,,t,,,f,,t,f,,,,f,f,t,,f,,,,,,,,,,f,,,,,,n,won
,f,f,,,,t,f,f,,,,,f,,,f,,f,f,,f,,,f,,,f,f,,f,,f,,,,won
,f,,,f,,f,,f,,,,g,,,,,,f,f,f,,,,f,,,,,f,,,f,,t,n,won
f,f,f,,t,,f,f,,,,,g,f,,f,,,f,,,f,f,,f,t,,,,,,,f,,t,n,won
f,,,,,,,,,,t,,,f,,,,t,f,,,f,f,,,,,,,f,f,,f,t,,n,won
,,,f,,,,,,f,t,f,,f,b,,,,,f,f,t,f,,,,f,,,f,,,,,t,,won
,,f,,,t,,f,,f,t,,,,,f,,,f,f,,,,f,,t,f,f,f,f,f,,,,,,won
,f,,f,f,t,t,,f,f,,,,,,f,f,,,,,f,,f,,,,,,,,,,t,t,,won
t,,f,,f,,,,f,,t,,,,n,,,,f,,f,f,,t,,,f,,,,f,f,,t,t,,won
,f,,,f,,,f,f,f,,f,,f,n,,,,,,f,f,,,f,,,,,f,f,f,f,,,,won
,,f,,t,,,f,f,,,,g,,,,,,,f,,,,t,,,,f,f,,,,,t,,n,won
,f,,,,,,,f,f,t,,g,f,,,f,,,,f,,f,,f,,f,,,,f,,,,f,,won
,f,f,f,,,,f,f,,,,g,f,n,f,,,,,,f,,,,,,,,,,f,,,f,n,won
,,,,,,f,,f,,,,g,,n,f,,t,,,,,,t,,,,f,,,,f,,,,,won
,f,,,f,t,,f,f,,t,,,f,,,,t,f,,,,,,,t,,f,f,f,f,,f,,,,won
,,,f,,,,f,f,f,,,g,,,f,f,t,,,f,,,,,,f,f,,,,f,,,t,,won
,,f,f,f,,f,,,,,f,,f,b,f,,,,f,f,f,,,,t,,,,,,,,t,,,won
,,,,,,f,,,,f,f,g,,,f,,,f,,,f,,t,f,,f,f,,f,f,,,,t,,won
,,,,t,t,,,f,f,,,g,f,n,,f,,,f,f,,,,f,,f,f,,f,f,,,,t,,won
,f,,,t,,,f,f,,f,f,,,,,f,,f,,f,,f,t,f,t,,,f,f,,,t,,t,,won
,f,,t,,t,f,f,,f,t,f,g,f,,f,f,f,,f,,f,,,,t,,f,,f,,,,f,t,,won
,f,,,f,t,,t,t,,,f,g,f,n,,,,,,f,,f,f,,t,f,,f,,,,,t,t,n,won
,,f,f,,,,,t,f,f,,g,f,,,,,f,,,f,,f,f,t,,,,f,,,f,,t,,won
f,f,f,f,,t,,,t,,,f,g,,,f,,,,f,,,,,f,t,f,,f,f,f,,,,t,n,won
f,,,f,,,t,t,,,f,,,,,,f,t,,,f,,,,f,t,,,,f,f,,,,,,won
f,,,f,,,t,t,,f,f,,,f,n,,,t,f,,,,,,,t,f,,f,f,,,,,,,won
,,f,f,t,t,t,,t,,,,,f,,f,,t,f,,f,,,t,,,f,,f,f,,,,t,t,n,won
f,f,f,,f,t,t,t,,f,t,f,,,n,f,f,t,,f,,f,,f,,,,,f,f,,f,,t,t,n,won
,f,,,,t,,,t,,,,,f,,,,t,,f,f,,f,f,f,t,f,,,,f,,,t,,n,won
,,,,,,,,t,,t,,,f,,,,t,,f,,,f,,f,,f,,,,,f,,t,,n,won
f,,,,,,,,t,,t,,,f,,,,,f,,,,f,f,,,f,,,,,,f,,f,n,won
,f,f,f,,,t,,t,,t,,g,,n,,,,,,,f,,t,,t,,f,,f,,f,,t,f,n,won
,,,,,,f,,f,f,,,,,,f,,t,,f,,f,,f,,,f,,,f,,,,,t,,won
f,,,f,,t,,,,,,,g,,,,,t,f,,f,,t,,,,,,,f,f,f,,,,n,won
,,,,,t,,f,,,,,g,f,,,f,t,,,f,,,,,t,,,f,,f,f,,,,,won
f,f,,f,,t,,,,f,,,,,n,,f,,,f,,f,t,f,,t,,,f,,,f,f,t,t,,won
,,,,,t,,,t,,t,f,,f,,f,f,t,,f,,,,,,t,f,f,,f,f,f,,t,,n,won
f,f,,f,,t,f,f,,,,f,,,,f,,t,f,f,f,f,,f,,t,f,f,,,,,,t,t,,won
f,,,f,,,f,,,f,,f,g,,,,,t,,f,,,t,,,,f,,,f,f,,f,,,,won
,,f,,,,,,,,f,f,,f,,,f,,f,f,,,f,,f,,f,,,,f,,,,,,won
,,,,,,f,,,f,f,f,g,,,f,,t,,,f,f,f,,,f,f,,,f,,,f,,t,,won
,f,,f,,,,f,f,,f,f,g,,n,,,,f,,,,f,f,,,,f,,,f,f,f,t,,n,won
f,,,,,f,,,t,,f,f,,,n,f,,,,f,,,f,f,f,f,f,,,,f,,,,t,,won
,,,,t,f,,,t,,,f,,,,,f,,,f,f,,,,f,f,,,,f,f,,,t,,,won
,,f,f,f,,f,f,f,f,f,,,,n,f,,t,,,f,,f,t,,,,,f,,f,f,f,t,t,n,won
,,,f,t,f,f,,,,,f,,,n,,f,,,,,f,,t,,f,,f,f,,,f,f,,,,won
,,f,f,,,,,,,,,,,n,,,,,f,,,,,f,,f,,,,,f,,,,n,won
f,f,,f,t,,,,,f,,,,,n,,,t,f,,,f,,t,,,f,f,f,,,,,,t,,won
,,,,f,,,f,t,f,,,g,,,,,,,f,f,,,t,f,f,f,,,f,,,f,,,n,won
,,f,,,f,,,t,,f,f,,,,f,,t,f,,,,,t,f,f,,,,,,f,f,,,,won
f,,,,,,,,,,,f,g,,,,,,f,f,f,,,,,,f,,f,f,f,,f,,t,,won
f,,,,,f,,f,,f,,f,,,,,t,,,,f,f,f,f,f,,,,,,,,,t,t,n,won
,f,f,f,f,,,f,t,,f,,,f,n,,,,,f,,t,f,,f,,,,,,f,,f,t,t,n,won
,,f,,,,,,f,,f,f,,f,n,,,,f,,f,f,,,,,f,,f,,,f,f,t,,n,won
,f,,f,,,,t,t,f,,,g,,,f,f,,f,f,f,f,f,f,,f,,f,f,,f,f,,,,,won
,,f,f,,f,,,t,,,,,,,f,,,f,f,f,,f,,,,,,f,,,,,,,,won
,,,,f,t,,f,,f,,,g,f,n,,,,,,f,,,f,f,,f,f,f,,f,,,,,,won
,f,,,f,t,f,f,,,f,,,,,,,,f,f,,,f,,,,,,,,,,f,f,,,won
,,f,t,f,,,f,,,,f,,,,,,t,f,f,f,,f,f,,f,f,f,f,f,f,,,,t,,won
,,f,,,,f,f,f,,f,,,f,,f,,,,,f,f,,,f,f,,,f,f,,f,,,,,won
,f,,,,,,f,f,,,,,,,f,f,,,f,f,f,f,,,,,,,,,f,,f,t,n,won
f,f,f,t,t,t,f,,,,f,,,f,,f,f,t,,f,,,f,f,,,,,,f,f,,,,,n,won
,f,f,,,t,,,f,f,,f,g,f,n,,,t,,,,,f,f,f,f,f,,f,,,,,f,,n,won
,f,,f,,t,t,,f,f,f,,,,,f,f,t,,f,f,,f,f,,,,,f,,f,,,,,n,won
f,,f,,t,,f,,f,,,f,g,,n,,,,f,,f,f,,,f,,f,,,f,,,,,,n,won
f,f,,,,t,,f,,f,,,g,,,,f,,,,f,,,,f,f,f,,,f,f,f,,t,,,won
,,,,,,f,,t,,f,f,g,,,,,,f,,,,,,,,,f,,,f,f,,,,n,won
,,,,f,,,,t,,f,,,,,,f,,f,,f,,f,,,f,,,f,,,f,f,,,n,won
f,,,f,,t,t,,,,f,,,f,,,f,,,,,,,f,f,,f,,f,,,,f,,,,won
f,f,,,,t,,,f,,,f,g,f,,,f,,f,,,,f,,,,,,,,,,,,,,won
,f,f,f,,t,f,f,,,,f,g,f,,f,,t,,,,f,f,,f,,,,f,,,,f,,t,,won
,,,,,t,,,,f,f,,g,,n,,,,,f,,f,,,f,,,f,,f,f,,f,,t,n,won
,,,t,,,,f,,,,f,g,f,n,,,t,,,f,,,t,,f,,f,f,,f,,f,,t,n,won
,f,,,,,,,,,,,,,n,,,t,,f,f,f,f,t,f,f,f,,,f,,,f,t,,,won
,f,f,,f,,,,,f,,,g,,n,,,t,,,,t,,,,,,,,,f,,,t,,,won
,,,f,,t,t,f,,f,f,,,f,,f,,,f,f,f,t,f,,,,,,f,,,f,f,t,,,won
f,f,,f,,t,,,,f,f,,g,f,,f,,f,f,,,f,,,,,f,,f,f,,f,f,f,t,n,won
,,f,f,t,t,f,f,f,,,,g,,,,,,,f,,,,,,f,f,,f,,f,f,,,,,won
,f,,,,,,,,f,,,g,f,,,f,,,,,f,,,f,,,,,,,,,,t,,won
f,f,f,f,,,,t,,f,f,f,,f,,,,,,f,f,,f,,,,f,,,,,,f,,t,n,won
,f,,f,t,,t,t,,,f,f,g,f,,f,,,,,f,,,,,,,,f,,f,,f,,,,won
,,,,,t,,,,f,,,,,,f,f,,,,,,t,,,,f,,,,,f,f,,,n,won
,f,,,f,,f,f,,f,f,,,f,n,,f,,,f,f,,t,,f,,,,f,,f,,,t,,n,won
f,,f,,f,,,,f,,,f,g,,n,,,,f,,,,,t,,f,f,f,,f,,f,,,t,,won
,,,,,,,,,,,,,,,f,,,f,f,f,,,,f,,,f,f,,,,,,,,won
f,f,,f,,f,,,,,,,l,f,n,f,,,,,,,,,,,f,f,,f,,,,,t,,won
f,,f,f,f,,f,,,f,t,t,l,f,w,,,,,f,,t,,f,f,,,,,f,f,,f,,,n,won
f,,f,,,,f,f,,f,t,t,l,,w,,,t,f,f,,,f,,,t,f,f,,,,,,,,n,won
