checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
,,,,,,1<=X<4,,,,,,,,,,,,,,good
,,delayed previously,,2899.0,,>=7,,,,,,,,,,skilled,2.0,none,,good
,,existing paid,,2039.0,,,,,,,life insurance,22.0,,,,,1.0,yes,,bad
,,,,,,,4.0,,,4.0,,,none,,2.0,,,,,good
,,,,,,,,,,2.0,,,,,1.0,,1.0,,,good
no checking,,,,,,,,,,,,,,own,,,,,,good
,,critical/other existing credit,,,,,,,,,real estate,,,,,,,yes,,bad
,,,,,<100,,,,,,,,,own,,,,,,good
,33.0,,,7253.0,,,,,,,,,,,,,,yes,,good
no checking,,,,2292.0,,,,,,2.0,,,stores,,2.0,,,,,bad
no checking,,,,,,,,,,,,,none,,,,,none,no,good
,,existing paid,,,,,,female div/dep/mar,,,life insurance,,,,,,,,yes,bad
no checking,,,,5842.0,,,,,,,,,,,,,,,,good
,,,,,<100,,,male single,,,,,,,,,,,yes,bad
,,delayed previously,,,,,1.0,,none,,,,none,rent,2.0,,,,,good
no checking,,,,,,,1.0,female div/dep/mar,none,,,,,own,,high qualif/self emp/mgmt,1.0,,,good
,,,,,,1<=X<4,4.0,,,,,,none,,,,,none,,bad
,,,,,>=1000,,,,,,,,,rent,,skilled,,none,,good
,,existing paid,,,no known savings,,,,,,,,,,,,,none,,good
,,,,,,,2.0,,,3.0,,,,own,,,,,yes,good
,,,,,,,4.0,,none,,,34.0,,own,2.0,,,,,good
,12.0,existing paid,,,,,,,,,life insurance,,bank,,1.0,,,,,bad
,,,,,,,,,none,,,,,,,,,,,good
,,,radio/tv,,,,,male single,,,,29.0,,,,,,none,,good
no checking,,,radio/tv,1149.0,,,,,,3.0,,,,,2.0,,1.0,,,good
,,,,,,>=7,1.0,male single,,,car,20.0,,,1.0,,,,yes,good
,,critical/other existing credit,,,,,,,none,,,,none,,,unemp/unskilled non res,,,,bad
no checking,,,,,,,,,none,,,,,,1.0,unskilled resident,,,,good
,24.0,,other,11328.0,,,2.0,,,3.0,,,,,2.0,,,,,bad
,,,,1872.0,,unemployed,,,,,,,,for free,3.0,,,,,good
,,,repairs,,,,,,,2.0,,33.0,,,,,,,yes,good
,,,,,,,3.0,,,,,,,,,,,none,,good
0<=X<200,,existing paid,,,,,,male mar/wid,none,,real estate,,,,1.0,skilled,,yes,,bad
no checking,,existing paid,,,,,,,,,real estate,,none,,,unskilled resident,1.0,,,good
no checking,,,,,,,,female div/dep/mar,,4.0,,,,own,,,,,,good
,,,,,,,,,co applicant,,,65.0,none,,,,,,,good
,,,,,<100,,,female div/dep/mar,,,,,none,,,,,none,yes,bad
,12.0,,,,,,,,none,,,39.0,,,,,,,,good
,,,,1620.0,,,,,,,,,,,1.0,,1.0,,,good
0<=X<200,20.0,,,,,,,,,,,29.0,,,,,1.0,yes,yes,good
,,,,719.0,,,,,,,,,,,,,,,yes,bad
0<=X<200,,,,,<100,,2.0,,,,,,none,,,,,,,bad
,,,,,,,,female div/dep/mar,,,,,,,,,,,,good
,,,,,<100,,,female div/dep/mar,none,,,,none,,,,,yes,,bad
,,existing paid,,,<100,,,,,,,,,,,,,,,good
>=200,,existing paid,furniture/equipment,,,,,,,,,55.0,none,,,,,,,good
,,,,,>=1000,,,,,,,61.0,,own,,,,,,bad
,36.0,critical/other existing credit,,,,,,,,,,,none,,,high qualif/self emp/mgmt,1.0,,yes,good
,,,radio/tv,,,,,,,,,,,,,,,,yes,good
,,,furniture/equipment,,,,2.0,,,,,,none,own,,,1.0,,,good
,,,,,,,4.0,,,,,,,,,,1.0,,,good
,,,,,,,,,,,life insurance,,,,,,1.0,,,bad
no checking,,,,,<100,,4.0,,,1.0,no known property,,,,,,,,yes,good
,,critical/other existing credit,new car,,,,2.0,,,,,,none,,,skilled,2.0,none,,good
,,,used car,3386.0,<100,>=7,,,,4.0,,,none,,,,1.0,yes,,bad
<0,,,,,,,4.0,,,,,,,,,skilled,1.0,,,good
,,existing paid,,4594.0,,,,,,2.0,,,,own,,,,yes,,good
,,,,,<100,1<=X<4,,male single,guarantor,,,,,,,,2.0,,,good
,,,,,<100,,,,,,real estate,36.0,none,own,1.0,,1.0,none,,good
0<=X<200,,,,,,,3.0,,,,,,,,1.0,,,,,good
,,,,754.0,,>=7,,,,4.0,,,,,,,,,,good
,,,,,,,,,none,,,34.0,stores,,,,,,,good
,,,,,,,,male single,,,,,bank,own,1.0,,,,yes,good
,,,radio/tv,,,,4.0,,,,car,,,,1.0,,,,yes,bad
,,,,7238.0,no known savings,,,,,,,,,,,,2.0,none,,good
,,,business,,,,,,,2.0,,,,own,,,,yes,,good
,,,,,,,,,,,,,none,own,,unskilled resident,,,,good
,24.0,,,,,,,male mar/wid,none,,,,,rent,,skilled,1.0,yes,yes,bad
,,,,,,,,,,,,,,own,,,,none,,bad
,,existing paid,,,,,,,,,,,none,,,,,,,bad
no checking,,,,,no known savings,,,,,,,,,own,,high qualif/self emp/mgmt,2.0,,,good
0<=X<200,18.0,critical/other existing credit,,,<100,,,,none,,,,,,,,,,,bad
<0,18.0,,,,,<1,,,,,,,none,,1.0,,1.0,,,bad
,,,,,,,,,,,,24.0,,,,,,none,,good
,24.0,existing paid,,,,,4.0,,,,,,,,,,,,,good
,,,,,100<=X<500,,,,none,,,,none,,,unskilled resident,,,,good
,,,,,,>=7,,,,,,,none,,,,,,yes,good
,12.0,critical/other existing credit,,,,1<=X<4,,,,,,,,,1.0,,,,,good
,,,,,,,4.0,male single,none,1.0,life insurance,,,,,,,none,yes,good
<0,,existing paid,,,,,,,,,,57.0,,,,,,,,good
no checking,,,,,,,,,,,,30.0,,,,skilled,,,,good
,,critical/other existing credit,,,,1<=X<4,4.0,,none,,,,,,,skilled,,,,good
,,,,,,,,male single,,4.0,life insurance,,,,,,,,,bad
no checking,,,,3077.0,,,,male single,none,,car,,,,,skilled,,,yes,good
,,,,,<100,,,,co applicant,,no known property,62.0,,,,,1.0,,,good
,,existing paid,,,100<=X<500,,,,none,,,,,,,unskilled resident,1.0,none,no,good
,6.0,,,3518.0,,,,male single,,,life insurance,26.0,,,,,,,,good
,,,radio/tv,,,,,male single,,,,,,,,skilled,,none,,good
,,,,,,,,,none,4.0,,,,for free,,,,,,bad
,,critical/other existing credit,radio/tv,,,1<=X<4,,,none,,,,,own,2.0,skilled,,,,good
,,,,,,,4.0,,,,,,,,1.0,,1.0,,,good
,,,new car,,,,,,,2.0,,,,,,,,,,good
,,,,,no known savings,,,,,,,,,,,,,none,,bad
,,,,,,,,male single,,,,,,,,,,,,bad
,,,,,,,,,,,,40.0,,,2.0,,,,,good
,18.0,,,1301.0,,,,,,,,32.0,,own,,,,,,good
,,,,,,,2.0,,,,,,none,,,skilled,,yes,,good
<0,,,,3123.0,,,,,,,,,,,,,,,,bad
,,,,,,>=7,,,,,,,,,,,,,,good
>=200,,,,,,>=7,,,,,,,,,,,,,yes,good
,24.0,,,,,<1,,,,,,38.0,,,2.0,,2.0,,,bad
,,existing paid,,,<100,,4.0,,,,,,,,,skilled,1.0,,,bad
,,,,,no known savings,,,male single,,,,,,own,,,,,,bad
,15.0,,,2360.0,,,,,,2.0,car,,,,,,1.0,,,good
,,,,6850.0,100<=X<500,,,,,,,,none,,,,,,,bad
,,,,,,,,,none,,,,,,,,,,,good
no checking,,existing paid,,,,>=7,,,none,2.0,,,,,,,,,,good
,12.0,,,,,,,,,,,,,,,,,none,,bad
no checking,36.0,,,,,,,male single,none,,,,,,,,,,,good
,,,,2687.0,,,2.0,,,,,,none,,1.0,,1.0,,,good
,12.0,,,,,,,,co applicant,,,20.0,,,,,,,,good
,,,,,,,,,,,life insurance,,,,,,,,,good
,,,,609.0,,,,,,,,,,,,,,,,good
<0,,,,,,,,,,,,40.0,,,,,,,no,good
no checking,,,,,<100,,,female div/dep/mar,none,4.0,,,,,,,1.0,,,bad
,,,,,,,,,,,,43.0,none,own,,skilled,1.0,,,good
,6.0,,radio/tv,700.0,,,,,,,no known property,,,for free,,,,,,good
,,critical/other existing credit,repairs,5507.0,,,,,,,,,,,2.0,,,,yes,good
,,,,,,1<=X<4,,,,,real estate,,,,,,,none,,bad
,,,,,<100,,,male single,,,,,,for free,,,,none,,bad
no checking,,existing paid,,,,,,,,,,,,,,,1.0,,,good
,,,,,<100,,,female div/dep/mar,,,,,,,1.0,,,,yes,good
,,,,,,,,male single,,,,,,,,,,,,good
,,,education,1532.0,,1<=X<4,4.0,,,,,,,,,,,none,,good
,,,,,<100,,2.0,,,,,,,,,unskilled resident,2.0,,yes,good
<0,,,,,,,,,,,,31.0,,,1.0,,,,,bad
<0,,,new car,,<100,,3.0,,,4.0,,,,,,,,,,good
,36.0,,,,,,,male single,none,,,,,,,,2.0,,,good
,,,,2631.0,,,2.0,,,,,28.0,,,,skilled,,,,bad
no checking,,,,,,,,,,,,,,,,,,,,good
no checking,,,radio/tv,1311.0,,,,,,,,,,,1.0,,,,yes,good
,,,,,no known savings,<1,,,,,,,,,2.0,skilled,,,,good
>=200,,,,,,,2.0,,none,1.0,,,none,,,,,,yes,bad
,,,new car,,,,,,none,,,,,,,,,yes,,good
,,,,,,,,,,4.0,,,,,1.0,,,,yes,good
,,,,7763.0,,,,,,,,,bank,,,,,,,bad
,,,,,,<1,,,,,,45.0,,,,,,,,good
,,,radio/tv,,,,,,,,,,none,,,,,,,bad
,,delayed previously,,,,,,,,4.0,,,,,,,,yes,yes,good
,,,,,,,,,,4.0,life insurance,,,,,,,,,bad
,,existing paid,,2864.0,,,,,,,real estate,,,,,,2.0,,,bad
no checking,,,,,,>=7,4.0,,,,real estate,61.0,,,,unskilled resident,,,,good
,,,,,,,,,,,real estate,,,,,,2.0,,yes,bad
,,,new car,,,,,,,,,,,,,,,,,good
,,,,,<100,,3.0,male single,,,car,,,own,1.0,,2.0,,,good
,,,,,,,,,,4.0,,,bank,,,,,,,bad
,,,used car,,,,,,none,,,,,,,,1.0,,,good
no checking,12.0,,,,,,,,,,,,,,,,,none,,good
,,all paid,,,,>=7,,male single,,4.0,,,,own,,,,,,good
,,existing paid,,,<100,,,male mar/wid,,,real estate,34.0,none,,2.0,,,,,bad
,,critical/other existing credit,new car,1995.0,,,4.0,,,,,27.0,,,,,,,yes,good
,,,,1199.0,,,,,,,life insurance,,none,,2.0,,,,,good
0<=X<200,,,,,,<1,,,,,car,22.0,,,,,,,,bad
,,no credits/all paid,new car,,,,3.0,,,,car,,none,,2.0,,,,,bad
,,,,5003.0,no known savings,,,,,,,29.0,,,2.0,,,,yes,bad
,,,,,,,,male single,,4.0,,,,own,,skilled,,,,bad
0<=X<200,,critical/other existing credit,,1928.0,,,,,,2.0,,,,,,,,,,bad
,,,,,no known savings,,,male single,,,,,,for free,,,,,yes,good
,,,,,,,,,,4.0,,,,,,,,,,bad
,,,radio/tv,683.0,,,,female div/dep/mar,,1.0,,,,own,,,1.0,,,good
,,,new car,12389.0,,1<=X<4,,,,,no known property,,none,for free,,,,,,bad
,,,,,no known savings,,4.0,,,,life insurance,37.0,,,,,1.0,,,good
0<=X<200,,,,,,,3.0,,,,,,,,,,,yes,,good
,,,,1372.0,<100,,,male div/sep,,3.0,,,,,,,,none,yes,bad
,,,,,,,2.0,,,,car,34.0,,,1.0,skilled,,none,,good
,,,,,,,4.0,,none,,,41.0,,,,skilled,,,,good
<0,,,,,,,,female div/dep/mar,,,,,none,,1.0,,,,yes,bad
,,,furniture/equipment,,,,4.0,,,,,23.0,,,,,,,yes,bad
,,,,,,,,male single,,,,,,own,,skilled,,none,,good
,,,used car,,,,,,,4.0,,26.0,,,,,1.0,,,good
,,,,,<100,,,,,,,22.0,,,,,1.0,,,good
0<=X<200,,existing paid,,,<100,,,,none,,,27.0,,,2.0,,,,,good
no checking,,critical/other existing credit,,,<100,,,,,,car,24.0,,,,,1.0,,,good
,,,,,,,,,,,real estate,,,,,,1.0,,,good
,,,,,,,,,,,,,,,,,1.0,,,good
,,,,,,,,,none,,,,,,2.0,,,,,bad
,,,,937.0,<100,,4.0,,,,,,,,,,1.0,none,,good
,18.0,,,1056.0,,,,,,,,,,,2.0,,,,,bad
0<=X<200,,,,,,,,,none,3.0,,,,own,,,,,yes,good
,,,,,,1<=X<4,,female div/dep/mar,,,real estate,,none,rent,,skilled,,,,good
,,,,,<100,,,,none,,no known property,,,,,,,none,,bad
,,,new car,,,>=7,4.0,female div/dep/mar,,,no known property,,,,1.0,,,,yes,good
,,,,,<100,,,female div/dep/mar,,,real estate,,,,,,1.0,,,bad
,,,new car,,,1<=X<4,,,,2.0,,,,,,,,,,good
,,existing paid,,,,,,male single,,1.0,,,none,,,unskilled resident,,,,good
,,,domestic appliance,,,,,,,3.0,real estate,,,own,,,,,,bad
,,critical/other existing credit,,,,,,,,,,,,own,,,,none,yes,bad
<0,,,,,,,,,,,,58.0,,own,,unskilled resident,,,,good
,,,,1965.0,,,,,,,,,,,,,,,yes,good
,,,,1572.0,,,,,,,,36.0,bank,,,,,,,good
0<=X<200,,,,,,,,,none,4.0,,,,,,unskilled resident,,,,bad
<0,,,,,,,4.0,,,,car,,,,,,,,,bad
,,all paid,,,,,,female div/dep/mar,,1.0,life insurance,,stores,,,,,,,bad
,,,,1442.0,<100,,,,none,,,23.0,,,,skilled,,,,bad
,,,,,,,,,,,,,,,,,1.0,yes,,bad
,18.0,,,2775.0,,,2.0,male single,,,,,,,,,,none,,bad
,,,,,,,1.0,,,2.0,,,,,,,,none,,good
,,,,,,,,female div/dep/mar,guarantor,,,,,,,,,,,good
0<=X<200,,existing paid,,,,,,,,,,,,,,skilled,1.0,,,bad
,,,,1837.0,,,4.0,,none,,no known property,,bank,for free,,,,,yes,bad
,36.0,,,,,,4.0,,,,,,,own,,high qualif/self emp/mgmt,,,,bad
,,,,,,,,,,,,,,,,,,,,good
,24.0,all paid,,,,,,,,4.0,,,stores,,,,,,,good
no checking,,,,,,,,male single,,2.0,real estate,,,own,1.0,,,,,good
,,,,,,,,female div/dep/mar,,4.0,,,,for free,,,,,,bad
no checking,,existing paid,radio/tv,,,,,,,,,,,,,,,,,good
,,existing paid,,,,,,,,,,,,for free,,,2.0,,yes,good
,,existing paid,,741.0,,,,,,,life insurance,,none,,1.0,,,none,,bad
,,,new car,,,>=7,,,,,,,,,1.0,,,,yes,bad
<0,,,,3357.0,,,,,,2.0,car,,bank,,,,,,,good
,,,,,,,,,guarantor,,,,bank,rent,,skilled,1.0,none,no,good
,18.0,,,,,,,,none,,,,,,1.0,,,none,,bad
,,,,,no known savings,,,,none,2.0,car,,bank,,,high qualif/self emp/mgmt,,yes,,good
,,,,,,1<=X<4,,male single,,,,27.0,,,,,,,,good
,,,,,,,,male single,,,real estate,,,,3.0,,,none,yes,good
,,,furniture/equipment,,,,,,,,,,,rent,,,,,,bad
,,existing paid,,640.0,,1<=X<4,,,,2.0,real estate,,,,1.0,unskilled resident,,,,good
,,critical/other existing credit,,,,,2.0,,,3.0,,27.0,,,,skilled,,,,good
,18.0,,,,<100,,,,none,,,,bank,,,skilled,,,yes,bad
no checking,,existing paid,business,,,,4.0,male div/sep,,,,,,,,,,,,bad
,,,,,,,,,,,,,,,,skilled,,,,good
,18.0,,,,,1<=X<4,,male single,,,,,,,2.0,,,,yes,bad
no checking,,existing paid,radio/tv,1979.0,,,4.0,,,,,,,,,skilled,,,,good
>=200,,,,2116.0,,,,,,,,,none,,,,,,,good
,,all paid,,,100<=X<500,,,,,,no known property,,,,,,,,,bad
,,,,,,,,,,,,,,own,,skilled,,,yes,good
no checking,,,,3832.0,,,,,,,,,,,,unskilled resident,,none,yes,good
,,,,,,,,,,,,28.0,,own,,,,,yes,good
,,all paid,,,<100,,,,none,,car,44.0,bank,own,,skilled,,,,bad
,15.0,,radio/tv,1444.0,,,4.0,,,1.0,life insurance,,,own,,,1.0,,,good
,,,furniture/equipment,,,<1,,,,,,,,,,,,,yes,bad
,,existing paid,,,<100,,,,none,,,25.0,,,,,,,yes,bad
,,,,,<100,,,,,4.0,,,,,3.0,,,yes,,good
,,,,,500<=X<1000,,,,,,car,,,,1.0,,,,,good
,,,,,,,2.0,male single,none,,car,,,,,skilled,,,,good
,12.0,,radio/tv,,,<1,4.0,female div/dep/mar,,,,34.0,,,,,2.0,,,good
,,,,,,,,,,2.0,,26.0,,,,,,,,bad
<0,,,,,,,4.0,female div/dep/mar,,1.0,,,none,,1.0,,,,,bad
,,,,1308.0,,>=7,,,,,,,,,2.0,,,none,,good
,,,,,,,,male single,,2.0,,40.0,,,1.0,high qualif/self emp/mgmt,,,,bad
,,,radio/tv,1851.0,,,,,,2.0,,,,,2.0,,1.0,,,good
,,,,1880.0,<100,,,,,,life insurance,,,own,2.0,high qualif/self emp/mgmt,1.0,yes,,good
,,,,,,<1,4.0,,,,,,,,,,1.0,yes,,bad
,,,furniture/equipment,,,1<=X<4,2.0,,,,,32.0,,,,,,,,good
no checking,,,,1386.0,,,2.0,,none,2.0,,26.0,,,,,1.0,,,bad
,,existing paid,,,,,,,,3.0,,,,,,,,,,bad
,,,,,,,,,,,,40.0,none,,,,2.0,none,,bad
,,,,,,4<=X<7,,male single,,,,,,,,,,yes,,good
,,,,,,1<=X<4,,,,,,,,,,unskilled resident,1.0,none,,bad
<0,24.0,existing paid,,,<100,,,male single,co applicant,,,45.0,,,,,,,,bad
,,,,,,>=7,,,,,car,42.0,,,,,,,,bad
,,critical/other existing credit,,,<100,4<=X<7,,,,,,,,,,,1.0,,,good
,,,,,,unemployed,,,none,4.0,,22.0,,,1.0,,,,,good
,,,,,,,,,,,,,bank,,,unskilled resident,,,,bad
,,,,10222.0,,,4.0,,,,,,,own,,,,,,good
0<=X<200,,,,,,,,female div/dep/mar,,,,28.0,,,,,,,yes,good
,,,,6361.0,,,,male single,,,,,,,,skilled,,,,good
,,,,1297.0,,,,,,,,,,,1.0,skilled,,,,good
<0,,,,,,1<=X<4,,,,2.0,,,,,,,,,,bad
,,,,,,>=7,,,,,,,,own,,,1.0,none,,good
,,delayed previously,,,,,,male single,,,life insurance,,,,,high qualif/self emp/mgmt,,,yes,good
,,,,1047.0,,,,,,,,,,,,unskilled resident,,,,good
,,,other,,,,,male single,co applicant,,,,,own,,,,,,good
,,,,3496.0,,,,,none,2.0,,,,,,,,,,good
,,,,,,1<=X<4,,female div/dep/mar,,,real estate,,stores,,,,,none,,good
,,critical/other existing credit,,,,,,,,,,,none,,,,1.0,,,bad
,,,,,,,,,,,,,,own,,,1.0,,,good
no checking,,,,,,,,,,,,,,,,,1.0,,,good
,36.0,,business,5742.0,,,2.0,,none,,,31.0,,,,,,,,good
,,existing paid,,,<100,,2.0,,none,4.0,,,,,1.0,,,,,good
,,critical/other existing credit,,,,,,,none,,,,,,1.0,,,,,good
,,,,,,<1,,,,,real estate,,,,,,,,,bad
,,,,,,,,,,4.0,,,,,,,1.0,yes,yes,good
,,,,5150.0,,>=7,4.0,male single,,,car,,none,,,,,,,good
,,,radio/tv,,,,,,,,,24.0,,,1.0,,,,,bad
<0,24.0,,,,,,4.0,male single,none,,,64.0,bank,,,,1.0,,,good
,,,,,<100,,,,,,,,,,,,,none,,good
no checking,,,,1538.0,,,,,none,,no known property,,none,,,,,,,good
,,,,,no known savings,1<=X<4,,male single,none,,,,,,,,1.0,yes,yes,good
,,,,,,,,,none,,,,,,2.0,,,,,good
,,,,,,<1,,,,,no known property,,,,,,,,yes,good
0<=X<200,,,,,100<=X<500,,,,,3.0,,,none,,,,,,,good
,,,,,,1<=X<4,4.0,,,,,,,,1.0,,,,yes,good
,10.0,,,,,,,,,,,,,,,,,,,good
,,,new car,,,,,,,,,,,,,skilled,,,yes,good
,,,,2753.0,,>=7,,,,,,,,,,,1.0,yes,,good
,,,new car,,,,,,,,,,,,,,2.0,,yes,good
,,,furniture/equipment,,,,,,none,,,,,,,skilled,,none,yes,good
,15.0,,,,,,,,,,,,,own,1.0,unskilled resident,,,,good
,,,,,,<1,,,,,,,,,1.0,,,none,,good
<0,,,,4716.0,,<1,,male single,,,real estate,,,,,,,,,good
,,,,2284.0,,,,,none,,,,none,,,,,,,good
,,existing paid,,,500<=X<1000,,,,none,,,,,rent,,,,none,,good
,12.0,existing paid,,,,,,,,,,,,,,,,,,good
,12.0,,,926.0,,,,,,2.0,,,none,,,,,,yes,good
,,,,,,,,,,,,,none,own,,,,,yes,good
,,,education,,<100,>=7,,,,,,40.0,,,,,,,yes,good
,12.0,existing paid,furniture/equipment,1123.0,,,,,,,,,none,rent,,,1.0,,yes,bad
<0,,,,6331.0,<100,,,,,,no known property,46.0,,,,,,,,bad
,,,,1377.0,100<=X<500,,,,none,,,,none,,,skilled,,,,good
0<=X<200,,delayed previously,business,,,>=7,,male single,,2.0,,,stores,,,,,,,good
,,existing paid,,,,,,,,,,,,,,,,,,good
,,,,,,>=7,,,,,,,,,1.0,skilled,,,,good
,,,,,,,3.0,male single,,,,,,,,,,none,,bad
,12.0,,furniture/equipment,,<100,,,,,,,,,,,,,,,bad
,9.0,existing paid,radio/tv,,,,,,none,,,,,,,,,,yes,good
0<=X<200,,existing paid,,,<100,,2.0,male single,,2.0,,37.0,,own,1.0,unskilled resident,,none,,good
,,,,,,,,male single,,,life insurance,,,own,,,,,yes,good
,6.0,,,,,,,,none,,,,,for free,,skilled,,,yes,bad
,,,,,,,,,none,,real estate,,,,,,,,,good
<0,9.0,,,,,,,,none,,,,,own,2.0,,1.0,,yes,good
,,existing paid,,,,,,,,,,27.0,,own,1.0,,,,,bad
,,,used car,7596.0,,,1.0,,,4.0,,,,,2.0,,,none,yes,good
,,,,,,>=7,,,,,,,,own,2.0,,,,,good
,,,,1505.0,,,,,,,,,none,for free,,,,,,good
,,,,,,1<=X<4,,,none,,,,,,,,,,,good
0<=X<200,20.0,,,,,>=7,,male mar/wid,none,,,,bank,own,2.0,,,,,good
,,,,,,<1,,,,,,,none,,2.0,high qualif/self emp/mgmt,,,,bad
,,,,,,,4.0,,,,,24.0,,,,skilled,2.0,,,bad
<0,,,,,,1<=X<4,,,none,2.0,,,,,1.0,unskilled resident,,,,bad
,9.0,,,,500<=X<1000,,,,none,,,,,,,,,,yes,good
,27.0,,new car,,,,3.0,,none,,,21.0,,,,,,,,bad
,,critical/other existing credit,,,,1<=X<4,,,,2.0,,,,,,,,,,good
,15.0,critical/other existing credit,,,,,,,,2.0,,,,,,unskilled resident,,none,,good
,18.0,,,,,,4.0,,,,,,,,,skilled,,,,bad
,,,,,<100,,,,,,,59.0,,,1.0,,,,yes,bad
,,critical/other existing credit,,,,,,,none,,,36.0,,,,skilled,,,,good
,,delayed previously,,,,,1.0,,,,,,,own,,skilled,,,yes,good
,24.0,,,,,,2.0,,none,,real estate,,,,,,,,,bad
,,,,,,,4.0,,guarantor,2.0,real estate,,,own,,unskilled resident,,,,good
,24.0,,used car,,,,,female div/dep/mar,,,car,,,,,skilled,,,,good
,4.0,,,,,4<=X<7,,,,1.0,,,,own,,,2.0,,yes,good
0<=X<200,36.0,,domestic appliance,,,,,,,2.0,,,,,,,,,,good
,,existing paid,used car,,<100,1<=X<4,,,,,,,none,,2.0,,,,,bad
,18.0,existing paid,,,,,,male single,none,,car,,,,,unskilled resident,,,,good
,,,,,,,,,,,,,,,,high qualif/self emp/mgmt,,,,good
,,no credits/all paid,,,100<=X<500,,,,none,,,26.0,,,,,,,yes,bad
,,,,,,,2.0,male single,none,,,,,,,,1.0,,yes,good
,10.0,,,,,,4.0,,,,,,,,,,,,,good
,21.0,,,,no known savings,,4.0,,,3.0,,,none,own,,,,,,good
<0,,,,,500<=X<1000,,,,,,,,stores,,,,1.0,,,good
<0,,,,,,,,male single,,,,30.0,,,2.0,high qualif/self emp/mgmt,,,,good
,,,,,<100,,,,,,,,,,,,,,yes,good
,,,new car,,,unemployed,,,none,,car,,,,,,,none,,good
<0,,,,1274.0,<100,,,female div/dep/mar,none,1.0,real estate,37.0,,,1.0,,,,,bad
no checking,,,,,no known savings,,1.0,,none,,car,,,,,,,,,good
no checking,,,,3029.0,,,,,,2.0,,,,own,,,,none,,good
,,,,,,,,,none,,,,bank,,,skilled,,,,good
,,,,,,,1.0,,,,car,,none,own,,,,,,bad
,,,,,,,,female div/dep/mar,,,,23.0,,rent,,,,,,good
no checking,,,,,,,,,,,car,,none,,,skilled,1.0,none,,good
,,delayed previously,,,,,,,none,4.0,no known property,,,,,skilled,,,,bad
<0,,existing paid,,,,4<=X<7,,female div/dep/mar,none,,,,,rent,1.0,,1.0,,,bad
>=200,,,,1299.0,,1<=X<4,,,,1.0,,,,,,,2.0,,,good
,,,,1271.0,no known savings,,,,,,,,,,,,,,,bad
,24.0,,,,,,,male single,,,,,,,,,,yes,,good
,,critical/other existing credit,,,,>=7,,,,,,,,,,,,none,,bad
,,,,,,,,,,,,,,own,,,1.0,,,good
,,,,,,,,,,,,,,,,,,none,yes,bad
,,,,,,1<=X<4,,,,,,,,,,,,,,good
,,,,,no known savings,,,,,,,30.0,,,,,,,,bad
,24.0,,new car,,100<=X<500,,4.0,male mar/wid,,,,,,,2.0,,,,yes,good
,,existing paid,,1155.0,<100,,3.0,male mar/wid,,,,40.0,,,2.0,,1.0,,,good
,,,,,,,,,none,,,,none,,,,,none,,bad
,,,,,,,,female div/dep/mar,,,,,,rent,,,,none,,good
,,critical/other existing credit,,,,,1.0,,,,,,,,,skilled,,yes,,good
,,,,1655.0,<100,,,male single,,,,,none,,,,,,,good
,,,,2812.0,no known savings,,2.0,,,,real estate,,,rent,,,,none,,good
,,,,,,,,,,2.0,,,none,,,,,yes,yes,bad
,,,,,,,1.0,male single,,,,,,,,,,yes,,good
,,,,2223.0,,,,,,,,,,,,,1.0,,,good
,12.0,,,,,,,,,,no known property,,bank,,,,1.0,,,good
,,,,,,,,,none,,,,,,1.0,,,,,bad
,,,,,,4<=X<7,,,,,,,,own,,,,,,good
,,,,3509.0,,,,,guarantor,1.0,,,,,,,,,,good
,,critical/other existing credit,,,,,,,,2.0,car,,,,,,,,yes,good
,,,,,,,,,,,,67.0,,,,skilled,1.0,,,good
,,critical/other existing credit,,,,,,,,2.0,,,,own,,skilled,,,,bad
,,,,,>=1000,,,male single,,,,,,,,,,yes,,good
0<=X<200,,,,,,,,male single,,,,,,,,,1.0,,,good
0<=X<200,12.0,,,,100<=X<500,,,female div/dep/mar,,,,,,,,,,,yes,bad
,,,used car,6468.0,,,,,,,,,,,1.0,,,,yes,good
,,,business,,>=1000,,,male single,,,,35.0,,,,,,yes,,good
,,,radio/tv,2675.0,,,,,,,,,,own,1.0,,1.0,none,,good
no checking,,,used car,,,,,,,,,,,,,skilled,,,,good
,,delayed previously,,,,,4.0,,,,,,,,,,,,,bad
,,,,,<100,,4.0,,,,no known property,,,,,,,yes,,bad
,,existing paid,business,,,,,,,,,,,,1.0,,,none,yes,bad
,,existing paid,,,,>=7,,,none,,car,41.0,,,,,2.0,yes,,good
,,,furniture/equipment,,,1<=X<4,,,,,life insurance,27.0,,own,2.0,,,,,good
,24.0,existing paid,,,,>=7,,,,,,51.0,none,,1.0,skilled,,,,good
,,,,,,,,,none,,,,,,,,,,yes,good
,,,furniture/equipment,,,<1,,,,4.0,,,,rent,,,1.0,,,good
,,existing paid,,,,,1.0,,,,,,,,,,,,,bad
,12.0,,furniture/equipment,,,,,,,,,22.0,none,,,,1.0,,,good
no checking,,,,,,,,,,,car,,none,own,2.0,,,,,good
,9.0,,new car,,,,,,,,,,,own,,,,,yes,good
,,,education,,,,,male single,,,,54.0,,,,,,,yes,good
0<=X<200,,,radio/tv,,<100,,,,,,real estate,48.0,,rent,,unskilled resident,,,,good
