bkblk,bknwy,bkon8,bkona,bkspr,bkxbq,bkxcr,bkxwp,blxwp,bxqsq,cntxt,dsopp,dwipd,hdchk,katri,mulch,qxmsq,r2ar8,reskd,reskr,rimmx,rkxwp,rxmsq,simpl,skach,skewr,skrxp,spcop,stlmt,thrsk,wkcti,wkna8,wknck,wkovl,wkpos,wtoeg,class
,,f,,,,,f,,,,,,,,,,,,f,,f,,f,,,,f,,,f,,,,t,,won
,,,,,,,f,f,,,,l,,,,,,,f,,,,f,,,,,,,,,,,,n,won
,,,,,,,,,,,,,,,,,,,,f,,,,,f,,,f,,f,,,f,,n,won
,,f,,t,,,,,,,,l,f,,f,,,,,,f,,,,f,,f,f,,,,,t,t,,won
,f,,,,,,,,,,,,,,,,,,,,,,,f,,,,,f,f,,,,t,,won
,,,,t,,,,,,,,,,,,,,,f,,,f,,,,,,,,,,,,,,won
,,,,,,,,,,,f,l,,,,,,,,,,f,,,f,,,,f,,f,,,t,,won
,,,,,t,,,,f,,,,,,,,t,,f,,,,,,,,,,,,,,,,,won
,,,f,,,,,,,,,,,,,,,,,,,,f,,,,,f,f,,,,,,,won
,f,,,f,,,,,,,,,,,,,,f,,,,,f,,,,,f,,,,,,,n,won
,f,,,,,,,,,,,l,f,,,,,,,,t,,f,,f,,,,f,,f,,,t,,won
,,,,,,,,,,,,,,,,,,,,,,f,,,,,f,,,f,,f,,,,won
,,,,,,t,,,f,,,,f,n,,,,,,,,f,f,,,f,,,,,,,,,n,won
,,f,,,t,,,t,f,,,,,n,,,,,,,,,f,,f,,,,,,,,f,,,won
,,,f,t,,,,,,,,l,,n,,,,f,,f,,,f,,,,,,,,,,,,,won
,f,,,,,,f,t,,,,,,n,f,,t,,,,,,,,,,,,,,f,,,,,won
,,,,,,,,f,,f,,,,n,,,t,f,,,,,t,,,f,,,,,,,,,,won
,t,,f,f,,,,,,,,,,,,,t,,f,,,,,,f,f,,,f,,,,f,,n,won
,f,,,f,,,,,,,,,,,,f,,,,f,,,,,f,f,,,f,,,,,,n,won
,,f,,,,,f,,f,,,l,,,f,,,f,f,,,,,,f,,f,,,,,f,,,,won
,,,,,,f,,,f,f,,l,,,f,,t,,,f,t,f,,,f,,,,,f,,f,t,,,won
,f,,,,,,f,,,,,,f,,,f,,,f,,,f,t,,f,,f,,,,f,,,,,won
f,,f,,,,f,,f,,,f,,,,,,,,,,,,,,f,,,,,,,,,t,,won
f,,,,,t,,,,,,f,l,,,,,f,,,,,,f,f,,,,,,,f,,,,,won
,f,,,,,f,,,,,f,,,,,f,,,,,,f,,,,,,,f,,,,,t,,won
,,,,,,f,f,,,,,,,,,,f,f,,,f,f,,,f,,,f,,,,,,,,won
,f,,f,t,t,t,,,f,,,,,n,f,,,,,,,,,f,f,,,,,,,,t,,,won
f,,f,,,,,,,,,,,,n,,,,,f,,,,,f,,f,,,,,,,,,,won
,f,f,,,,,f,,,,,l,,,,,,f,f,f,,,f,f,,f,,,,,f,,,,,won
,f,,,,,,f,,,f,f,,,n,,,f,,,,,,,f,,,,,,,,,,t,,won
f,,,,,,,,,,,,,,,f,f,,,,,,,,,f,,,f,,,,,t,,n,won
,,,,,,,,f,f,,,,,,f,,,,,f,,f,,,,,,f,,f,,f,t,,,won
,f,f,f,,t,,,,,,,,,,f,,,,,,,,,,,f,,,,,,f,,,,won
,,,,,t,,,,,,,,f,,,,f,,,,,,,,,,,,,,,,,,,won
,,,,,t,,,,,,,,,,,,f,,f,f,f,,t,,f,,,,,,,f,f,,n,won
,,,,,,,f,,f,,,,,,,,,,,,,,,,,f,,,,,,,,t,,won
f,,,,t,,,f,,,f,,,,,f,,,,,,f,f,,,,,,,,,,,f,,n,won
,,,,f,,f,,,,f,,l,,,,,f,,f,,,f,,,f,,,,,f,,f,,t,,won
,,,,,,t,,,f,,,,f,,,,,,,,f,f,,,,f,,f,,,,,,,,won
,f,,,,,t,,,,,,l,,,,,,,f,,,,,,,,,f,,,,,f,t,,won
f,f,,f,,,,t,,,,,,f,,,,,f,,,,,,f,,,f,,,,f,,,,,won
f,,,f,,,,t,,,,,,,,,,,,,,,,,f,f,,,f,,,,,,,,won
f,,,,,t,t,t,,,,,,f,,,,,f,,,f,f,,,,,,,,,,f,,,n,won
,,,,f,,,,,,,,,,,f,,,,,,,,,,t,,,,f,,,,,,,won
,,,,t,,,,,,,,,,,f,,,,,f,f,f,f,,,f,,,,,,,,,,won
,,,f,,,,,,,,f,,,,,,t,,,,,,,,,,,f,,,,f,t,t,,won
,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,won
,,,,,,,f,,,,,,,,,,t,,f,,,f,,,,,,,f,,,,,,,won
,,,,,,,,f,,,,,f,,,f,t,,,,f,,t,,,,,,,,,,,t,n,won
f,f,,,,,,,,,,,g,,,,f,,f,,,,f,,,,,,,f,,,f,,t,,won
,,,,,,,f,,,f,,,,,,,,,,,,f,,,,,,,t,,,,t,t,,won
,,,,,,,f,,,,,g,,,,,t,,,f,,f,,,,,,,,f,f,,,t,,won
,,,,,,f,,,f,f,,,f,n,,,,,,,,,,,,,,,,,f,,,,,won
,,,,,f,,,,,,,,,,,,,,,,,,t,,t,f,,,,,,,,,,won
f,f,,,,,t,f,,,,f,,,n,f,,,,,f,,,,,,,f,f,,f,,,t,,,won
,,,,,,,,f,,,,,,,,f,,,,,f,,,,,f,,,,,,f,,,,won
,,f,,,,,,,,,,,,,,,,,,,,,f,,,,,f,,,,,,,,won
,,,,,,,,,,,,,,,f,,,,,,,f,,,t,,,,f,f,,,,,,won
,f,,f,,,t,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,,won
,,,,,,t,,,,,,g,,,,,t,f,f,,f,,,,t,f,f,,f,,,,t,,,won
,f,,,,,,,t,,,,g,,,,,,,,,,,f,,,,,f,,,,,,,,won
,,,,,,,,,f,,f,,,,,,,,,,,,,f,,,,f,,f,f,,,,,won
,,,,t,f,f,,,,t,,,,n,,,,f,f,,t,,,f,,,f,,,,,f,,,,won
f,f,,,f,,,,,,,,,f,,,f,,,f,,,,,,t,,,,,,,,t,,,won
,,,,f,f,,,,,t,,g,,,,,,f,,,,,,,,,f,f,,,,,,,,won
,f,,,,,t,,,,,f,g,,,,f,,,,,,f,t,,,,,,,,f,f,,,,won
,,f,,,,,f,,,,,,,,f,,,,,,,,,,t,,,f,,,f,,t,,,won
,,,,,,,,,,,,,,,f,,,,f,,,,,,t,,,,,,,,,,,won
,,f,,,,,,,,,,,,,,,,f,,,,,,,t,,f,,f,f,,f,,,,won
t,f,,,,,,,,,,f,,,,,,,,f,,f,,,f,,,,,f,f,,,t,t,,won
,,,,f,,,,,,,,,,,f,,,,,f,,,,,,,f,,f,f,,,t,,,won
,,,,f,,f,,,f,,f,,,,,,,f,,,f,f,t,,,,,,,,,,,,n,won
,,f,,,,,,,,t,,,,,f,,,,,,,f,,,,,,,,,,,,,,won
,f,f,f,,,f,,,,t,,,,,f,,t,,,f,,,,,,,,,,,,,,,,won
,,,,,,,,,,,,,,,,,,,,,f,f,,,,,,,,,,,,f,,won
t,,,f,,,,,,,t,,,f,,,,,,f,,,,,,,,f,,,,f,,t,,,won
,,,f,,,,f,f,,,,g,,,,,,,,,,,,,,f,,,,,f,,,,,won
,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,n,won
,,,f,,f,,,,f,,,,,,f,,,,,,,,f,,,,,,f,f,,,,,,won
,,,,,,t,,,,,,,,,,,t,,,f,t,,,,,,,,,,,f,,t,n,won
,,f,,,,,,,,f,,,f,,,,,f,,,,,,,t,,,f,,f,,,,,n,won
,,,,,,,,,,,,,f,n,,,,,,f,f,,,,t,f,,,f,f,,,,,,won
,,,,,,,,,f,t,,,,,,,,f,,,,,f,,,,,f,,,,f,,,,won
,f,,,,,,t,,,t,,,f,,f,,,,,,,,,,,,,,,f,f,,t,,,won
,,,,,f,,,,f,,,g,,,f,,t,f,,,f,,,f,,f,,f,f,,,f,,t,,won
,,,,,,,,t,,,,g,,,,,,,,,,f,,,,,f,f,,,f,,,,,won
,f,,f,,f,,,f,f,,,,,,,t,t,,,,,,f,,,,,,,,,,,t,,won
,,f,,f,,,f,,,,f,,,,,,t,,,,,,,,t,,,,,,f,,t,,n,won
,f,f,,,,f,,,,,,,,,f,,,,,,,,f,,,,f,,,f,,,f,,,won
,,,t,,,,,,f,,,,f,,f,,,f,,,,f,,,,,f,f,,,f,,,,n,won
,,,,,,,f,f,,,,g,,,,,,,,f,,,f,,,,,f,,,,,t,,n,won
,f,f,,,,,f,,f,,,,,n,,f,,f,,,f,f,,,,,,,,f,,f,f,,,won
,,,,,,,,,,,f,g,f,,,,,f,,,,,,,t,,,,,,f,,,,,won
,,f,,,,f,,,,,,g,,,f,,,f,,,,,,,,,,,,,f,,,,,won
,,,f,f,,,f,,f,,,,,,,,t,,,,,,,f,,f,,,,,,,t,,n,won
f,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,t,,won
,,,,f,,,,,,f,,,,,,,,,,f,,,f,f,,f,,f,,,,,,,n,won
,,,f,,,,,,,,,,,,,f,,,,,,,,,,,,f,,,,,,,,won
,f,,,,,,f,,,,,,,n,f,,,,f,,,,,,,,,,,,,,,,n,won
,,,,,t,,,,f,f,,,,,f,,,f,f,,,,,,,,,,,,,f,,t,,won
,,f,,,,,,,,,,,,,,,,f,,f,,,,,,,,,,,,,,,,won
,,,,,,,,,,,,,,,,,,,f,,,,,,,f,,,,,,f,,,,won
,,,,,,,,,,,,,f,,,f,,,f,f,,,,,,,,f,,f,,,,,,won
f,,,,f,,,,,,,,,,n,f,f,,,,,,,t,,,,f,,,,,,,,n,won
,,,,f,,,f,,,,f,g,,,,,t,,,f,,f,,,,,,,,,,,,,,won
f,,t,,,,f,,f,,,,g,,,,,,f,,,,f,t,,,,,,f,,f,,,,,won
f,,,,f,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,f,,,won
,,,,,,,f,,f,,f,,,,,f,,,,,,,,,,,,,,,,,,,,won
f,f,,,,,,f,,f,,,g,,,,,,,,,,f,t,,t,f,,,,,,,,,,won
,f,,,,,,,,,,,,,,,,t,,,,,,,,,,,,,,,,,,,won
,,,,,,,,,,f,,,f,,,,,,,,,f,,,,f,,,,,,,,,,won
,,,,,,,,,,,,,,,f,,,,,,,,,f,,,,f,,f,,,,,,won
,,,,,,f,,f,f,,,,,,,,,,,f,,,,,,,,,,,,f,,,,won
f,,f,,,,,,f,,,,,,,,f,,f,,,f,f,,,,,,,f,,,f,,,,won
,,f,t,,,,f,,,,,g,,,,,,,,,,,,,,,,f,,,,,,,,won
,,f,,,,,f,f,,,f,,,,,f,,,,,,,f,f,,,,f,,,,,,,,won
f,,,,f,t,,,,,,f,g,,,,,,,f,,,,,,,,,,,,,,,,,won
,,,,,t,,,,,,f,,,,f,,,,,,,,f,,,f,,,,f,,,,,,won
,,,,,t,,,,,,,g,f,,,,,,,,,,f,,,f,,f,,,f,,t,,,won
,,,,,,,,,,,,g,f,,,f,t,,,f,,,,,,,,,,,f,,t,,,won
,f,,,t,,,,t,,,,,,n,,,t,,,,,,f,,,,,,,,f,,,,n,won
,f,,,,,,,,,,,g,f,,,,,,,,,,,,,,,,,f,f,f,t,,,won
,,,,,t,t,,,,t,,,,,,,,f,,,,,,,,f,,,f,,,,,t,,won
,f,,,,,,,,,,,,,n,,,,f,,,,,t,,,,,f,,,,f,,,,won
f,,,f,,,,,,,,,,,,,,,,,,f,f,,,,,,,,,,,t,,,won
,,f,,,,,,,,,,,,,,,,,f,f,f,f,,,,,f,,,,,,,,,won
,,,f,f,,,,t,,t,,,,,,,t,,,,t,f,,,,,f,,,,,,,t,,won
f,,,f,f,,,,,,,,,,,,,,,,,,,t,f,,f,f,,f,f,,f,,,,won
,,f,,t,t,,,,,,,,f,,,,t,,,,,,,,t,,,,,,f,,t,,,won
,f,,,,,,f,,,,f,g,f,n,,,,,,,,,f,,,f,,,,f,,,,,n,won
,,,,,,,,,,,,,,,,,t,,f,,,,f,f,,,,,,,,f,t,,,won
f,f,,,t,,,,,,,,,,,f,,t,,,,f,f,f,f,,,,,,,f,,,,,won
,,f,,,,f,,t,,,,,f,,,,t,,,,,,,,,,,,,f,,,,,,won
,f,f,,,,,f,,f,,,,,n,,,t,,,,,,f,,t,,,,,,,,,f,,won
,f,f,,,,f,f,f,,,f,,,,,,t,,,,,f,,,,,f,,f,f,,,t,,,won
,,,,,,,,,f,,,,,,,,,,,f,,,,,,,,,,,,,t,f,,won
,,,,t,,,f,,,,,g,,,,,t,,,,,f,,,,,f,,f,,,,,,,won
f,f,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,,f,,,,won
,,f,f,,,f,,,,t,f,,,,f,,t,,f,,,,,,,,,f,f,f,,,,,n,won
f,,,,,,,,f,f,t,f,,,,,,,,,,,,,,t,,f,,f,,,,,,n,won
f,,,,,,,,,,,f,,,,,,t,f,,f,,,,,,,,,f,,,,,,,won
,,,,,,,,,,,,,f,,,,,,f,,,,f,,,f,,,,,,,t,,,won
,f,,,,,,,,,t,,g,,n,,,,,,,f,,f,,,,,f,,f,,,,,,won
,,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,t,t,,won
,,,f,,,,,,,,,,,n,,,,,,,,,,,t,f,,,,,,,t,,n,won
,,f,,t,t,,f,,,,f,,,,,,,,,,,,,,t,f,f,,,,,,,,,won
,,f,,f,t,,f,f,,t,,,,,f,,t,,f,f,,,,,,f,,,f,,f,,,,,won
,,,,,t,,,,,,,,,,f,,,,f,f,,,,,,,,,,,,f,,,,won
,,,,,,,,f,,,,,,,f,,,,,,,f,t,,t,,,,f,,,,,,,won
,,,f,f,,,f,,f,,,,,,,,,,f,,,f,,f,,,,f,,f,,f,,,,won
t,f,,f,,,t,,f,,t,,,,,,,t,,f,,,f,,,,,,,f,,,,,,,won
,,,,,t,,f,f,,,,g,f,,,,,,,,,f,,,,f,,f,f,,f,,,,,won
,,,,,,,,f,f,,,,f,,,f,f,f,,,,,t,f,,,,,f,,,,,,,won
,,,,,,,,f,f,,,,,,,,f,,f,f,,f,,f,t,f,,f,f,,,,,,,won
,,,,,,,,,,,,,,,,,,,f,,f,,t,,,,,,,,f,t,,,n,won
,,,,,,,,,,t,f,,,,,,,,,f,,,,f,,f,,f,,f,f,,,,,won
f,,,,f,,,,,,f,,g,,,,,,,,,,,,,,f,,,,,,,,,,won
,,,,,t,,t,,,f,,,,,,,,,f,,,,f,,,f,,,,,,,t,,n,won
f,,,,,,,t,,,,,,,,,,,,,f,,f,,,,f,,f,,,,,,,,won
,f,,f,,,,,t,,,,g,f,,,,t,,f,,,f,f,,,,,f,,,,,,,,won
,f,f,,,,,,,f,,,,,,,,,,,,t,f,,f,,,,,,,,f,t,t,,won
,,f,,,,,t,,,,f,g,,n,,,,,,f,f,,,,,,,,,,,,,,n,won
,,,f,,,,,t,,,f,,,,f,,,f,,,f,f,,,,f,f,,,,,,,,,won
,f,,f,,t,,,t,,,,,,,f,f,t,,,f,t,,,,,f,,f,,f,,,t,,n,won
,,,f,,,,,t,,,f,,,,f,,,,,,,,,,t,f,,,,,,,,,,won
f,,,,,,,t,t,,,f,,f,,,f,,,,f,,,,,t,,,f,,,,,t,,n,won
,,,,,t,,,,f,,,,,,f,,,,,f,,,,f,,,,f,,,f,,,f,,won
,,,,,,,,f,,,,,,,,,,,,,,,,,,,f,f,,,,,,t,,won
f,,,,,,,,t,f,,,,,,,,,,,,,t,,,,,,,,,,,,,,won
,,,,,,,,f,,,,,,,,,,,,,f,,t,,,,f,,,,,,,,,won
f,,,,,,f,f,,,,,,,n,f,,t,,,,,,,,,f,f,,f,,f,,,,,won
,,,,,,f,,,,,,,,,,,,f,,,,,,f,,f,f,,f,,,,,t,,won
,,,,,,,f,f,,,,,,,f,,,f,f,,,,,,t,,f,,,,f,f,,,,won
f,,,f,,,,f,,,,,,,n,,t,,,,,f,,,,,,,,,,f,,,t,n,won
,,,f,,,,f,,f,,,,,,,,,f,,,,,f,,f,,,,f,,,,,,,won
,,,,,,f,,,,f,f,,,,,,,,,,f,,,,,,,,,,,,,,n,won
,,,,t,,,,,,,f,g,f,,,,,f,,,,,f,,,,,,,f,,,,t,,won
,,f,,,,,,,,,f,,,,,,,,,,t,f,,,,,,f,,,,,,,,won
,f,,f,,,,,,,,f,,,n,,f,,,,,t,,,,,,,,,,,,t,,,won
,,,f,,,,,,f,,,g,,n,,,,,,,,,,,,,f,f,f,,,,t,,n,won
,f,,,,,,f,,f,,f,g,f,,,,,f,,,,,,f,,,,,,,,,,,,won
,,,,,,,f,,,,,,,,f,,,f,,f,f,,,,,,,f,,,,,,,,won
,,,f,,,,,,,,,g,f,,f,,,,,,,,,,f,,,,,,,f,t,,,won
,,f,,f,,,,,,,,g,,,f,,,,,,,,,f,,f,,,f,,,,,,,won
,f,,f,,,,f,,,,f,g,,n,,,,,,f,,,,,,,,f,,,,,,,,won
,,,,,,,,,,,,,,,,,,,f,f,,,t,f,,,,f,,,,,,t,n,won
,,,,f,,,,,,f,,,,,,,,,f,,f,f,,,,,f,,,,,f,,,,won
f,,,,,f,,,,,,,,,,f,,,,,,,,,,,,f,,,f,,,,,,won
,f,,,,,,,f,,,f,,,,f,,,,,,f,,,,,,,,,f,f,,,,,won
,,,,t,,,t,,,,,,,,f,,,,,f,,,,,,f,,,,,f,,,,,won
,,,,,,t,,,,,,,,,f,,,,,,,,t,,,f,,,,,f,,t,,,won
f,,,f,,,,,f,,,,,,,,,,,,,f,,,,,,,f,,,,,,,,won
,,,,,,,,,,,,,,,,,,,,,,,f,,,,,f,,,,,,,,won
,,,,,,,f,,,,f,,,,,,,f,,,,f,,,,,f,,,,,,f,,,won
,,,,t,,,,,,,,,,,,,,f,,,,,,,,,,,,,f,,,,,won
f,f,,,,,f,,,,f,,,,,,,,f,f,,f,,,,f,f,,f,,,f,,f,t,,won
,,,,,,,,,,,f,,,,f,,,,f,,,,f,f,,,f,,,f,,,,,n,won
,,,,,,,,,,,,,,,f,f,,,,,,,f,,,,,,,,,,f,,,won
,f,,,,,t,,,,,,,,n,,,,,,,,,,,f,f,,,,,,,,,,won
,,,,,,,f,,,,f,,,,f,,,,,,,f,,,,,,,,,,,,,,won
,f,,,,,,,,,,,g,f,,,,,f,,f,,f,f,,,,,,,,,,,,,won
,f,,,t,t,,,,,,,g,,,,,,,,,,,f,,,,,f,,,,,t,,,won
,,,f,,,,,t,f,,,,f,,,,,,,,,,f,f,,,,,f,,,,,,,won
,,f,f,,,,f,t,,,,,,,,,,,,,,,f,,,f,,,,,,,,,,won
f,,f,,,,,,f,,,f,,,n,,,,,,,,f,,f,f,,,,f,,,,,,,won
,f,,,,,,f,,,,,,,,f,,,,,,,,t,,,,,,,,,,,,,won
,,,f,,,,,,,,,,,,f,f,,f,f,,f,,,,,,,,,,f,,,,,won
,,,t,f,,,,,,,,,,,f,f,,,,f,,f,t,,,f,,f,,,,,,,,won
f,,,f,,,,f,f,f,,,,,,,,,,,,,f,,,f,,,f,,,,,,t,,won
,,,f,,,,f,,,,,,,n,,,t,,,,,f,,,f,,,,,,,f,,t,,won
,,,,,,,,,f,,,g,,,,,,,,,t,,,,f,,f,,f,,f,,,,n,won
,,,,t,,,,,,f,,,,,,,,,,,,,,,f,,f,,,f,,,,,,won
f,,,,,,f,,,,,,,,,,,,,f,,,,,f,,,,,,,,t,,,n,won
,,f,,,,,,,,f,f,,,,f,f,,f,,,,,,,,f,,,f,,,,,,n,won
,f,,,,,,,,,,,,,,f,,,,,,,,,,,,,f,f,,,,,t,,won
,,f,,,,t,,,,,f,,,n,,f,,,,,,f,,,,,,,,,,f,,,,won
,,,,,,,f,,,f,,,,,,,,,f,,,,,,,f,,,,,,,,,,won
,,,,,,,,,,,,g,,,,,,f,,f,,,,,,,f,,,,,f,,,,won
,,,,,,f,,,f,,,,f,,,,,,f,,f,,,,f,,,,,,,,,,,won
,,,,,f,,,,,f,,,,,,,,,,,,,,,,,,f,,,,f,,,,won
,,,f,,,,,,,,t,,,,,,,,,,,,f,,,f,,,,,,,,t,,won
f,,,f,,,f,,,,t,,,,,f,,,,,,t,,,,t,,,,,,f,f,,,,won
f,,f,f,f,,,,f,,t,,,,,,,t,f,f,,,,,,,,,,,f,,,,,n,won
,,,,,,,,,,,,,,,,,,,,,,f,f,,,,,,,,,,,,n,won
f,,,,,,,,,,,,,f,,f,,,,,,,,f,,t,,,,,,,,f,t,,won
,f,f,,,f,,,f,,,t,l,,,f,,f,,,,,f,,f,,,,f,f,f,,f,f,,,won
,,,,,,,,f,f,t,t,l,,,,,,,,f,,,,,,,,,,,,,t,,,won
,,,,,,f,,f,,,t,,,,,,,,f,,,,,,,,,,,,,,,,,won
,f,,,,,f,,,f,,,,,w,,,,,f,f,,,f,,t,,,,f,,,,t,,,won
f,f,,f,,,,,,,,t,,,,,,,f,,,f,f,,,,,f,,,,,,,,,won
f,f,f,,,,,,,f,,,l,,,,,,,,,,,,f,,,f,,f,,,,,,,won
f,f,,,,,,,,,,,,,,,f,,,,,f,,,,,,,f,,,f,,,,,won
,,,f,,,,f,,,f,t,l,,n,,f,,,,f,,f,,,t,,f,,f,,f,,t,,n,won
,,,,f,,,,,,,,,,,,,,,,,f,f,,,,,,f,f,,,,,,,won
,,,,,t,,,,f,,,l,f,,,,,,,,f,,,,,,f,,,,f,,,t,,won
f,,f,,f,,f,,,,,t,,,,,,,,,f,,,,,,f,f,,,,,,t,,,won
,,,,,f,,,,,f,,,,,,,,,,,,,,,,f,,,,,,,,,,won
,,,,,f,,,,,,,,,n,,,,,f,,,,,f,,,,,,,f,f,,,,won
,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,t,,,won
f,,f,f,,,,,,f,,,l,,,,,,,f,,,,t,,,,,,,,f,,,t,n,won
,,,,,f,,,,,,,,,,,,,f,,f,,,,,f,f,,f,f,,,,,,n,won
,,,,f,,,,t,,,,,,,,,f,,,,,,,,,,f,,f,,f,,,,,won
,,f,,,,f,,f,,f,,,,,,,,,,,,f,,,,,,,,,,,,,,won
,,,f,,t,f,,,,f,,,,,,,t,,,,t,,,f,,,,,f,,,,,,,won
f,,,,,,,f,,,f,,,,,,,,,,,f,,,,,,,,,f,,,,,,won
f,f,f,,,,f,,,,,,,,n,,,,,,,,,,,,,f,,,,f,,,t,,won
,,,,,,,f,,,,,,f,,f,f,t,f,,,,,,,,,,,,f,f,,,,,won
f,,f,,,f,,,,,,,g,f,,,,,,,,t,,f,,,,,,,,,,,,,won
,,,,,,,,,,,,,,,,,,,,,,f,,,t,,,,f,f,,f,,,,won
f,f,,,,,,f,,f,f,,,,,,f,,,,,,,f,,,,,,,,,f,,,,won
,,,,,,,f,,f,,,,,,,,,,f,,,,f,f,,,f,,,f,,,,,n,won
,,,,,,f,,f,,,,,,n,,,,f,,f,,,,,,,f,,f,f,,,,t,,won
,f,,,,,,,,,f,,,f,,f,,t,f,f,,,,,,,,,,,f,,,,,,won
,,,,,,,,,f,,,,f,,,,,,,,,,,,,,f,,,,f,,t,,,won
,,,f,,,,,,,,,,f,,,,,,,,,,,,,,,,f,,f,,,,n,won
,f,,,,t,,,,,,t,,,,,f,,,,f,,,,,,,,,,,,,t,,n,won
,,f,,,,f,,,f,,,,,,,,t,,,,t,,f,,,f,f,,,,f,,,,,won
f,,,,,,,,f,,,t,,f,,,f,,f,f,,,,,,,,,,f,f,f,,,,,won
,,,,,f,,,,,,,,f,,,,,,,,f,,,,t,,,,,f,f,f,,t,,won
,,,f,,,t,,,,f,,,,n,,,,f,,,f,,,,,,,,,,,,t,,t,won
,f,f,,,f,,f,,,,,,,,f,,,f,,,,,,,t,,,,,f,f,,t,,,won
f,,,,f,,,,,,,f,,f,,,,,,,,,,,,t,,,,,,,f,t,,,won
f,,,f,,f,,,,,,f,l,f,,,,f,,f,f,f,f,,,t,f,,,,,,,,,,won
,,,,,,,,,,,,,,,f,,,,,,f,,,,t,,f,,,,f,,,,,won
,t,f,,,,,,,,,,,f,n,f,,,,,f,,,,,,,,,,,,,,,,won
,f,,,t,,,,,,f,,,,,,,,,,,,,,,,,f,f,f,,,,,,,won
,,,,,f,,f,,,,,,f,,,,,f,f,,,,,,t,f,,,,f,,,,,,won
,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,f,,f,,,,won
f,f,,,,,,,,,f,f,,,,,,f,,,,,,,f,,,,,,,,,,,,won
,,,,,,,,,,f,,,,n,,,,,,,f,f,t,f,,,,,,,,,,t,t,won
,,,,f,,,f,,f,,f,,,n,,f,,f,,,,,,,,f,f,,f,f,,,,,,won
f,,,f,,,,,,,,,,,,,,,,,,f,,f,f,,f,,f,,f,,f,t,,,won
,,f,,,,,,t,,,f,,f,,,,,,,f,,,,,t,,,,f,,,,f,,,won
,,,,,,,,,,f,,,,,,,,,,,,,,f,,,,,,f,,,,,t,won
,,,f,,,,,f,,,f,,,,,,,,f,,,f,,,,,,,,,,f,,,,won
,,,,,,,f,,,,,,,,,f,,,f,f,,,,,,,,,,f,,f,,,t,won
f,,,,t,,,,,,,,,,,,,,,f,,,,f,,,,,,,f,,,,,,won
,,f,,,,,f,,,,f,,,,,,t,,,,,,,,,,,f,,,f,,f,,,won
,,,,,,,,,f,,,,,,,,,f,,,,,,f,,,,,,,f,f,,,,won
,,,,,,,,f,,,f,,,,,f,,,,,,,,,,f,,f,,f,f,,,t,,won
,,,f,,,,,,,,,,,n,,,f,,,f,f,f,f,,,,,,,,,,,,,won
,,f,,,,,,,,,,,,,,,f,,,,f,f,,,,,,,f,,,,,,,won
,,,,,t,,,f,,f,,,,,f,,,,f,,,,t,,,f,,,,f,,,,,,won
,,,,f,,,,f,f,,,,,,f,,,,,f,,,,,,f,,,,,,f,,t,t,won
,,,,,,f,f,f,f,f,,,,,,,f,,,,f,,,,,f,,,,f,f,,,,,won
,,,,,,f,,,,,,,f,,,f,,f,,f,f,,,f,,,,,,f,,,,,t,won
,f,,,,,,f,,,,,,f,,,,,,,,,,,,,,f,,,,,f,,,t,won
,f,,,,t,,,,,f,,,,,,,,,f,,,,,,,,,f,,,,,,,,won
,,f,,,t,,,,,,,,f,n,,f,,,,,,,,,,f,,f,,,,f,,,,won
,,,f,,,,,,,,,l,,,,,f,,,,,,,,,,,,,,f,,,,,won
,,,f,,,,t,,,,,l,f,n,,,t,,,,,,,,,,,,f,,,,,,,won
,,f,f,,,,,,,f,,,,,,,,,,,f,,,f,,f,,f,,,,,,,,won
,,,,,,,,t,,,f,l,,,,,t,,,,,,,,,,,,,,,,,,t,won
,,,,f,,t,,,f,,,,f,n,f,,f,,,,,,,f,,,,,f,,,f,,,,won
,,,,,,f,f,,,,,,,,,,,,,,f,f,f,,,,,f,,f,,f,,,,won
,,f,,,,f,,f,,,,l,f,,,,,f,,,,,,,,,f,f,,,,,,,,won
,,,,,,f,,,f,,,,,n,f,,,,,,,,,f,,t,f,,,,,,,,t,won
,f,f,,,,,,,,f,,,,n,,f,,,,,,f,,f,,,,,f,,,,,t,,won
,f,,,,,,f,,f,,,,,n,,,t,,,,,,,,,,,,,,,,,,t,won
,,,,,f,,,f,,,,,f,,f,,,,,,,,,,,,,f,f,,,,,,,won
,,,,,,,,f,,,,,f,,f,,,,,,,,t,,,,,,,,,,,,,won
,,,,,,,,,f,,,,,n,f,,,,f,,,,,,,f,,,,,f,,,,,won
f,,,f,,,,,,,,f,,,,f,,t,f,,,,,,,f,,,,,,,,,,,won
,f,f,,,,,f,t,,,,,,,f,,,,,,,,,,,,,,,,,,,,,won
,,f,,,,,,f,f,,,l,f,n,,f,,,,,,,,,,,,f,,,,,,,,won
f,,f,,,,,f,,,,,,,,,f,,,,,,,,,f,f,,,,,,,,,,won
