COMPACTNESS,CIRCULARITY,DISTANCE_CIRCULARITY,RADIUS_RATIO,PR_AXIS_ASPECT_RATIO,MAX_LENGTH_ASPECT_RATIO,SCATTER_RATIO,ELONGATEDNESS,PR_AXIS_RECTANGULARITY,MAX_LENGTH_RECTANGULARITY,SCALED_VARIANCE_MAJOR,SCALED_VARIANCE_MINOR,SCALED_RADIUS_OF_GYRATION,SKEWNESS_ABOUT_MAJOR,SKEWNESS_ABOUT_MINOR,KURTOSIS_ABOUT_MAJOR,KURTOSIS_ABOUT_MINOR,HOLLOWS_RATIO,class
,,,197.0,65.0,,,,21.0,,,504.0,153.0,,11.0,,,,opel
,36.0,,,,,,,,,,,,,,,,,opel
,,,,,11.0,,,,167.0,,,,,,24.0,,197.0,opel
,,,,,,,,,,,,,,7.0,,,,opel
112.0,,104.0,,,,,,24.0,,,,,,,,,,saab
,,,145.0,,,,48.0,,,159.0,,140.0,,,,,,van
104.0,,,,,11.0,,,,168.0,,694.0,,,,,,,saab
99.0,,,,,,,,,148.0,,,,,,,,,bus
,,,,,,,,,,,,149.0,,,,,,saab
,42.0,,,,,150.0,,,145.0,,,,,,,,,bus
,51.0,,,,,208.0,,,,,,221.0,,,20.0,,,saab
85.0,,,,,6.0,,,,,,,121.0,,,,,203.0,van
,42.0,,,,,,,,,164.0,,155.0,,16.0,12.0,185.0,,van
84.0,,,131.0,,,,,19.0,,167.0,,165.0,,,,,,opel
,49.0,,,63.0,,,,,,,,,,,5.0,192.0,,opel
,47.0,,,59.0,,,,,,,,165.0,,1.0,,194.0,,saab
,,,,,,,,,,,,,67.0,0.0,,192.0,,saab
,,,,,,,,,,172.0,,,,,,,,van
91.0,,,126.0,,6.0,,56.0,,,,,,,,14.0,,,van
,,,,,,,,22.0,,,,,,,,,201.0,opel
,53.0,,,,,,,,,,844.0,,,,,,,bus
,,,135.0,,,157.0,44.0,,158.0,,,,,,,184.0,,van
,,101.0,,62.0,,188.0,,22.0,162.0,208.0,,,,,,,,saab
,,104.0,,,,,,24.0,,224.0,,,,,,,,opel
,53.0,,194.0,65.0,,,32.0,23.0,,,,,,,,192.0,,bus
,,,,,,,,,,,308.0,,,,,,,van
91.0,,75.0,185.0,,,,,,,,,192.0,,,,,,bus
,,,,,,,41.0,,,,,,,,,,,opel
,,,,,,,,,,,,,,,29.0,197.0,,opel
,,,159.0,64.0,,,,,,,,171.0,,,,,,bus
106.0,52.0,101.0,,,,201.0,,,,,,,65.0,,,,,saab
,43.0,,,,7.0,,,,,,,,,1.0,,180.0,,bus
,,,124.0,,,,,,,164.0,282.0,,79.0,,,,,van
,,,,,,,,,,,,,,,,,,van
103.0,,105.0,,,,,,,,,,,73.0,,,,,opel
,,,,61.0,,,37.0,,144.0,,,,,3.0,,,208.0,saab
,,62.0,147.0,,,,,,,,,157.0,,13.0,,,,van
,,,,,,,,,161.0,,,200.0,,,,,,opel
,,,,,,,,,,,,,,,2.0,,,opel
,,,,,,,,,,,,,,,,180.0,,opel
,,,206.0,,,,,,156.0,206.0,,198.0,,,13.0,,,bus
,,,,,,,45.0,,,171.0,330.0,,,,11.0,,,bus
,,,,,,,,,,,,168.0,77.0,,,,186.0,bus
,54.0,,,,,,31.0,24.0,,,,,,,,,194.0,opel
,,,,,,,,,163.0,,711.0,,,12.0,,,,saab
,,,,,,,,,,149.0,,,,,,204.0,210.0,van
,,,,,7.0,137.0,,,146.0,,280.0,,,,,,,van
,,,,,12.0,218.0,,,,,,,67.0,,,,202.0,opel
,50.0,,,,,,,,159.0,,735.0,,,,,186.0,,bus
,,,,61.0,,,,,,234.0,725.0,,,,,,,opel
,,73.0,,,,,,,,,,,,,,,,opel
,,104.0,,,,211.0,32.0,,,222.0,,,,1.0,,,,saab
,,,183.0,57.0,,,,,,,741.0,204.0,,5.0,10.0,,,opel
,,78.0,,,,,43.0,,,,367.0,176.0,,,,,,van
,45.0,,,,,,,,145.0,,,,,,,,,bus
86.0,,,,,6.0,,,,143.0,,319.0,171.0,,1.0,,,,bus
,,,,,,,,,,,,,74.0,,,,,saab
,,,,,11.0,,31.0,24.0,,,,,,,,,,opel
94.0,,,,,,,,20.0,,,,,,,15.0,,,opel
,,,,59.0,8.0,142.0,,,,167.0,301.0,138.0,71.0,,,,,van
,,,143.0,,,,,20.0,,172.0,374.0,,75.0,,,,,van
83.0,,71.0,,,,151.0,,,,,,,,,,,,bus
,,,,,,,,,177.0,,,,,,12.0,,,opel
,,,,64.0,,,41.0,20.0,,,,,70.0,,11.0,,,saab
82.0,,,,,,,,,134.0,,,139.0,,,,,,opel
,,,,,,,,24.0,162.0,,663.0,,66.0,,21.0,,,opel
,54.0,,189.0,,,,31.0,,,,,,70.0,,,,,saab
,,,175.0,,,,,20.0,,180.0,,,,,12.0,,206.0,saab
,43.0,66.0,,,6.0,,,,,173.0,,168.0,,,,,,bus
,,,,,,,,,,219.0,,,72.0,5.0,,,,opel
,,,164.0,48.0,,,,27.0,,269.0,,,84.0,12.0,,,,bus
,45.0,,,,,,,,144.0,,,,69.0,5.0,,,,bus
106.0,,,,,11.0,215.0,,,,,,,,2.0,29.0,,,opel
,43.0,82.0,136.0,,10.0,,,,,,,161.0,74.0,,,,,van
88.0,,,,,,,,,,,204.0,136.0,,,,,,van
102.0,,,,53.0,,217.0,,24.0,174.0,,692.0,223.0,,,31.0,187.0,,opel
,,100.0,204.0,,,,,,,,,204.0,73.0,,,186.0,,opel
,,,,,,,,,,,,,75.0,,12.0,187.0,,opel
,,,,57.0,,131.0,,,127.0,148.0,,,76.0,,,,,opel
,,,133.0,,,,,,132.0,,,,,,,,189.0,saab
,,,,67.0,,,34.0,,,,,,,,14.0,188.0,197.0,opel
,,,,,11.0,,,25.0,166.0,,,,,,,,,saab
,,,,,,,,,,,,194.0,,0.0,,,,saab
,,78.0,162.0,,,,,,,,,,,,,,,opel
95.0,46.0,92.0,,,,,,20.0,157.0,,,171.0,70.0,,,189.0,,van
,,,,59.0,,,,24.0,,,,,,,26.0,186.0,,opel
86.0,,,,,,,,,,,,,,,,,182.0,bus
,38.0,,,,7.0,,,,,,,,,,,,,opel
103.0,,107.0,,,,,,25.0,174.0,,,200.0,,,,,,opel
,,,,,,,,,,,,,,,,,208.0,saab
,,,,,,136.0,49.0,,,,,,,,,,,van
,,,,58.0,5.0,,,18.0,127.0,,,,,,,177.0,,opel
,42.0,75.0,172.0,60.0,,,,,,,,,62.0,,,206.0,,opel
,54.0,,,,,,31.0,,170.0,,,,,,,,,saab
,,,,,,,44.0,,,,,,,7.0,,,,saab
,39.0,76.0,,,,,,18.0,,156.0,281.0,,,,,201.0,,van
89.0,40.0,,,,,,,,,,,,,,,,196.0,saab
,,,139.0,,,,49.0,,,,275.0,,,,,,,van
,36.0,,,,,,48.0,,,164.0,,,,,,,,saab
,,,,,46.0,,,,,,,164.0,,,,,,van
,,,,,,,,,,221.0,,,66.0,,,,,opel
,,,162.0,,,,,20.0,147.0,,,177.0,69.0,,,,,saab
,,95.0,,66.0,,,,,144.0,216.0,,,,,,,197.0,saab
,,,186.0,57.0,,206.0,32.0,,,,,,,,,,,opel
,,73.0,,,,,38.0,,,184.0,,,,,,,,bus
,,,,,,,,,144.0,,,,,8.0,,,,bus
,,,178.0,,8.0,175.0,,21.0,,,,,,13.0,,,,saab
,,,167.0,,,252.0,,,,,904.0,,,,,,,bus
,,105.0,,,,,32.0,,,,637.0,,,,,193.0,,saab
,,63.0,,,,,55.0,,137.0,,,,,12.0,3.0,,,van
,,57.0,,,,,,18.0,,,261.0,,,,,,,van
,,,176.0,,,,,,149.0,173.0,,,,14.0,,,,van
,,,,,12.0,,,,,226.0,,,,,,,,saab
,,,,,,122.0,,,,,,,,,11.0,,,van
,,,,,,,,23.0,,215.0,,174.0,69.0,,,,,opel
,,,,,,241.0,,,,,,,,,,,,bus
,,,,,7.0,,,19.0,,,,183.0,,,,,201.0,bus
,34.0,,,,6.0,,52.0,18.0,,148.0,,,,,,,,van
93.0,,,,,,,,,,,,,,,,197.0,,saab
,,,,,,,42.0,20.0,,,,,,,,,,saab
,,,,,,152.0,,,,,,,76.0,,,,,bus
,,84.0,,,,,44.0,20.0,,,,,,,,,195.0,van
92.0,,66.0,111.0,,,139.0,,,,,,,,,,,,van
88.0,,70.0,,61.0,,,,,,,,,,,,,203.0,bus
,,,184.0,72.0,,,42.0,,,,365.0,,,,,192.0,200.0,bus
,,,,,,,,,,226.0,673.0,217.0,,,,,,saab
86.0,,,,56.0,4.0,,,,,140.0,208.0,,,,,,,van
,,72.0,,,,,,,,,,144.0,77.0,7.0,,181.0,,opel
,39.0,,181.0,,,,,21.0,132.0,,,,70.0,,,189.0,,saab
,,66.0,,,,,,,,170.0,,,,,,179.0,,bus
,,,,,,,,,,,,,,,,193.0,,saab
,,,190.0,64.0,,,,,,,,,,,,,,opel
,56.0,,,,,,,,,,,,,,,,,bus
,40.0,,,,,,,,133.0,,,,,,,,,saab
,43.0,66.0,,,,,,,147.0,,,,87.0,,,,,bus
,,,,,,,,,,,,,,,,,,saab
,,,181.0,,,219.0,,,,,713.0,,,,,187.0,,opel
88.0,,88.0,194.0,,,,,,,,,,,,,,,opel
,53.0,,,62.0,11.0,216.0,31.0,,,,,,,,,,199.0,saab
,,,,55.0,,,,,,,,,,,,,,opel
,,,,,,,,,,,,,,,,202.0,,bus
,,85.0,,,,,,,,,,187.0,,,,,,saab
108.0,,,212.0,,,,,,,,,240.0,71.0,,0.0,189.0,,saab
91.0,,,,,,160.0,41.0,,,,,155.0,,5.0,7.0,,,saab
,43.0,,,,,,,,,,,,,,,,,bus
,,,,,8.0,,52.0,,,,,112.0,,,,,200.0,van
,,,,,12.0,,,,,,712.0,,,,35.0,189.0,203.0,saab
,,,,,,,,,,175.0,,,,,,,,saab
96.0,45.0,,169.0,,,,,,,,,,,9.0,,,,van
89.0,,,131.0,,,,43.0,,,175.0,369.0,,,1.0,7.0,,,van
,55.0,,,,,205.0,32.0,,,221.0,,216.0,,,,,,opel
,,103.0,,,,,,,,,677.0,212.0,,,,,201.0,saab
,,103.0,,,,,,,,,707.0,,,6.0,,,,saab
99.0,,,,,,,,,166.0,,600.0,,,,7.0,189.0,198.0,opel
,,,,58.0,,,,,,,,164.0,,,,,,opel
84.0,,,,62.0,,,,,,,,139.0,,,,,,opel
,,66.0,,53.0,,,,,,,325.0,,,,,,,bus
89.0,,,,59.0,,,,,,166.0,,,,,,,,van
,53.0,,181.0,56.0,11.0,,,,,226.0,712.0,214.0,72.0,,,,,saab
,54.0,,,64.0,,213.0,,,,,669.0,222.0,74.0,14.0,,,,saab
100.0,51.0,89.0,,,,,,,,,,205.0,74.0,,,,,bus
,,,129.0,,,,57.0,,,,200.0,123.0,,,,,,van
,,,,,,,,,,,,,73.0,,,187.0,,opel
84.0,,,,57.0,,,,18.0,,,,,,,,,,opel
,,,153.0,,,,46.0,,,166.0,314.0,,,,9.0,,,opel
104.0,,,,70.0,10.0,223.0,,,,237.0,,,,,,,,opel
,,65.0,,,,,,,,,,176.0,,1.0,,,,bus
,,,,,,128.0,,18.0,,,,,,,,183.0,191.0,opel
,,,,,,,,,,,,,,,,,,bus
,,77.0,,,,144.0,46.0,,,163.0,308.0,,64.0,,,,,saab
83.0,,,,,,,,18.0,,,,,,,,,,van
89.0,,83.0,,,,,,,,,481.0,,,1.0,,,,opel
,,,178.0,,,,,21.0,,,472.0,,,,,,193.0,opel
,,,,,,,,,144.0,,,,,,,,198.0,van
,,,,,,,34.0,,,,534.0,162.0,75.0,,,,196.0,bus
93.0,,63.0,,,,,,,,,,,,9.0,7.0,,,saab
,,77.0,,,,166.0,,,,,422.0,,,,,,203.0,bus
93.0,,,,,,,,,,,,,64.0,,,,,van
,,,,70.0,11.0,,,25.0,,,,,,,,189.0,198.0,opel
,,,,,,,,20.0,,,,,,9.0,,,,saab
88.0,,,,,,176.0,,21.0,,,,150.0,,0.0,,,,opel
97.0,53.0,,,,,,,25.0,,,,202.0,,,,186.0,200.0,saab
84.0,,,,61.0,7.0,137.0,,,,,,,,,,,,van
,,,,,,,57.0,,,,,,,,,,,van
,,,,,,,,,132.0,,261.0,,65.0,,,,,opel
,,,,51.0,,,46.0,,141.0,169.0,,171.0,,,,,,bus
,,,,,,,,,,,,,,,,,,opel
,,,,,11.0,,43.0,,,,365.0,,75.0,,,,,van
,34.0,42.0,,,,,59.0,17.0,,,,,87.0,,,,,opel
,,,,,6.0,,,,,180.0,,,,1.0,,195.0,,bus
,,,,,4.0,,,,,136.0,,,,,,,,saab
,,69.0,,,,138.0,,,,158.0,,,,,,,,opel
92.0,,69.0,,,,,,18.0,,,290.0,,64.0,,,199.0,206.0,opel
,,,,,,122.0,,17.0,,,,,,,16.0,,,van
,,68.0,,,,,52.0,,,159.0,251.0,,72.0,,,,,van
,,,,,,,,24.0,,,,,,,,,,opel
,,,,,,,30.0,,,,,,,,,,,saab
,,,,60.0,9.0,,,,,,333.0,200.0,,,0.0,,,van
,,,,,8.0,,,,,,,,,,,192.0,,saab
,,,,,,,,25.0,,229.0,,,,,38.0,,,saab
,,,,55.0,,,,,,,,,,,36.0,,195.0,saab
,,,,,,,32.0,24.0,,,,,74.0,13.0,,,198.0,saab
,,,,,,,46.0,18.0,,,,,,,6.0,,193.0,bus
,,,,,,,,,,,,,,,,,,bus
,,,,,,,,,,199.0,,,,,,,,bus
,,63.0,,,,,,,,,,162.0,65.0,,,,,van
,,,135.0,56.0,5.0,133.0,,,,,,,70.0,,,,,saab
,49.0,,179.0,54.0,12.0,,,,,,,,,1.0,,,,opel
86.0,,70.0,,64.0,,,,,,,,,,10.0,,,,bus
,,101.0,,,,203.0,33.0,,,,616.0,,65.0,,,,,opel
,38.0,,,58.0,,,,,,147.0,,148.0,,10.0,,177.0,,opel
97.0,,,,,,130.0,,18.0,,,,,,,,,,van
,,,,,,,,,,162.0,,,,,,,,saab
,,,129.0,,,,,,150.0,168.0,,,,,,,,bus
,,,,73.0,7.0,178.0,,21.0,,,,,,,,197.0,200.0,bus
,,105.0,,,,,,,,,,210.0,,,,,,opel
,,,,62.0,9.0,,,,,216.0,562.0,,69.0,,,190.0,,opel
84.0,43.0,,,,,155.0,,,,,,173.0,,,,185.0,,bus
95.0,,,,66.0,,191.0,,,148.0,210.0,,,,,,,,saab
95.0,,,198.0,,6.0,177.0,,,139.0,,,,,6.0,,,,bus
,,,,,,,,,,,,182.0,,,,,199.0,van
,,77.0,,,,,,19.0,,,,,,,0.0,,,opel
90.0,,,185.0,69.0,6.0,,,,,,393.0,,,2.0,,,,bus
,,,,,,,,19.0,,,,,75.0,,,183.0,188.0,saab
,,,,,11.0,,,,168.0,,,,,,15.0,,,saab
,,,,,,,,,,174.0,327.0,153.0,,,21.0,,,saab
,,,,,,,,,,,,,72.0,,,187.0,196.0,saab
,,66.0,,,6.0,,48.0,,,,295.0,,,,,,,saab
,37.0,,,,,,,,,,,,62.0,,,,,opel
,,,,,10.0,179.0,,,,,,,,,3.0,,,opel
,,,,,,171.0,,,,,,,,,,201.0,,saab
,,44.0,,,,,,,,,208.0,137.0,,,,,,van
,,,156.0,,7.0,,,,,,,157.0,,,,,193.0,bus
,,,,,,158.0,43.0,,,,,,,,,,,van
91.0,,,,,,,,,,,,,,8.0,,,209.0,van
,,,,67.0,9.0,,35.0,,158.0,,,214.0,67.0,,,,,saab
,,,,,,,,,129.0,,,,,,,,,van
,,100.0,197.0,,,,,22.0,149.0,,,,,,,,,saab
,,,,,,148.0,,,,,318.0,,,19.0,,,,saab
,,,,,,,,,150.0,,,,72.0,,10.0,,,saab
,,,,,8.0,,,,145.0,,,,,,,,,van
90.0,,,,,,163.0,,,,,,,73.0,,0.0,,,van
102.0,,,,,,,,,,,,,65.0,,,,204.0,opel
,53.0,,,,10.0,,,,,,659.0,,,,,,203.0,saab
,,,,,,157.0,,,,,,,,15.0,,,,van
,44.0,,,,,,,,,,,,84.0,,,,,bus
,,,,,9.0,,,,,,,,,,,,,opel
,,,,,,,,,142.0,,,138.0,,,,,206.0,opel
,,,,,,,,,,,,201.0,,,,192.0,,bus
91.0,,,159.0,59.0,7.0,147.0,,,,169.0,,,64.0,1.0,,,203.0,opel
,37.0,,,67.0,,,,,,180.0,,,69.0,,,,,saab
,58.0,,230.0,,,,30.0,,,,,207.0,,,,,,opel
,,,,,,151.0,,,145.0,181.0,337.0,,80.0,,17.0,,,bus
,,,,,,,33.0,22.0,,214.0,579.0,,,,,,194.0,bus
86.0,,,,,,,,,,,,,84.0,,,180.0,183.0,bus
,41.0,,183.0,73.0,,,,,,,,,,8.0,,,,bus
,,,,,,,,,,175.0,,,,,,184.0,,van
96.0,46.0,,,,,,39.0,,,,,,69.0,,10.0,,,bus
,,73.0,,,11.0,161.0,,,,,,,,0.0,,,193.0,van
,,,,,,,,,,,,,,,,,,bus
,38.0,,184.0,66.0,,164.0,,,,,,137.0,,2.0,,,,bus
,,,120.0,,,,,,,,,,,10.0,,,182.0,bus
88.0,,,,,,,,,,147.0,,,,,1.0,,,opel
,,107.0,,67.0,6.0,,26.0,,,,,,,,,,,bus
,,52.0,,,,,55.0,17.0,125.0,,,,,5.0,13.0,,,saab
105.0,,,,,,,,,,207.0,,,64.0,,,196.0,,saab
,,,,62.0,,,,,,,430.0,133.0,,,,,210.0,saab
,,,170.0,,6.0,146.0,,,,,,,,,,,,bus
,,,,,,,,,,214.0,,,,,,,,saab
,46.0,75.0,,,,,,,,,,,,0.0,,182.0,192.0,van
,,,197.0,,,,,,,200.0,,,,6.0,,,,saab
,41.0,,,,7.0,,50.0,,,160.0,,161.0,81.0,,,182.0,,van
,,,,59.0,,153.0,,,,,,,,,,,192.0,saab
,,75.0,,,,,,,,184.0,,,71.0,,4.0,198.0,,bus
,,,152.0,64.0,,149.0,,,,,,,74.0,2.0,,,,bus
,47.0,,,60.0,,,40.0,,,,,,,,,,,opel
,53.0,98.0,192.0,,11.0,217.0,,24.0,,228.0,,,,,,,,opel
,49.0,,,,,,,23.0,,,,215.0,,,,,,saab
,,83.0,,59.0,,171.0,,,,,,,,15.0,0.0,,,opel
93.0,,,,,,,,18.0,,156.0,,,,,,203.0,,van
,,,,55.0,,,,,166.0,,,,,3.0,,,,opel
,54.0,,,,,,,24.0,171.0,,,,,,,188.0,,saab
82.0,,,,,,,,,,,,,,4.0,9.0,,,van
,35.0,,,,,,55.0,,,,,116.0,,,,197.0,,van
,,,137.0,,,,,,160.0,,,,,,,,192.0,van
,42.0,,,,,,,,,199.0,,,,,29.0,,,opel
,54.0,,201.0,,,225.0,29.0,,,,,,,,,,,bus
,,,,,,,33.0,,,,,,,,11.0,,,saab
105.0,,,,,,198.0,,,,,,,,8.0,,,,saab
107.0,,,,,11.0,,31.0,25.0,,,,,,,,,203.0,saab
,44.0,,,,,,,,,,,,,,,199.0,,bus
,52.0,,,,10.0,,30.0,,,241.0,731.0,,,,,,,opel
97.0,,,,59.0,9.0,,,,,,,147.0,,1.0,,,,saab
,,,,,,,39.0,,,,,,70.0,,,,,bus
,,110.0,,,,,30.0,,,235.0,,,,,,188.0,198.0,opel
,,,,65.0,,,,,,216.0,,221.0,,,,,198.0,saab
,,,,,,,,,,,,,,0.0,,,198.0,opel
,54.0,108.0,,,,,31.0,,168.0,,687.0,,,,,,,saab
,,85.0,,,10.0,,,,,,357.0,,,17.0,,187.0,,van
,,,,61.0,9.0,,,,,,,,,,,194.0,,opel
,,85.0,,,,,,,,,367.0,,,,,,199.0,van
,,,,55.0,,,,,,,256.0,,,,,,,van
,,105.0,,64.0,,,,,,,,,,,,,204.0,saab
,,,,,7.0,,,,,,,,,5.0,,,206.0,bus
85.0,36.0,72.0,,,,,,,,,,,70.0,,30.0,,,opel
,,,,,,205.0,,,,,,,,2.0,,,,opel
,,,,,,,,,,,,204.0,,,,187.0,201.0,opel
,,,,52.0,,,,26.0,160.0,,,,82.0,,,183.0,184.0,bus
,,73.0,,,,,,18.0,,,,,71.0,2.0,,,,van
,57.0,,,,6.0,,26.0,,169.0,,,,85.0,,,182.0,,bus
88.0,,,,53.0,,,,,139.0,,,,,,,,,van
,,,,,,,43.0,,,179.0,,,,14.0,,,,opel
,51.0,,,,,204.0,,,,220.0,,,,,,,,saab
,,,,,,,,,,,,,,,,188.0,188.0,bus
,,,,,,,,,156.0,,,,,,,,,bus
,,,,,,,,19.0,,,355.0,,,3.0,,,,van
,,104.0,,,,,31.0,,162.0,220.0,,,67.0,,7.0,,199.0,saab
,,,165.0,,,,,,,,,139.0,,,,195.0,200.0,bus
,,,145.0,55.0,7.0,,,,,,,,,,1.0,,,opel
,,,,,,197.0,,,,,,174.0,,,5.0,,,saab
,,,,,10.0,,,,148.0,,,,,,15.0,,,van
,43.0,,,,,,,,145.0,,,,,,,,,bus
,,66.0,,58.0,,134.0,,,,,,,,,,,,van
,,,,,7.0,,,,,,,,,,,179.0,184.0,bus
,,,,,,,,19.0,,,,,,,4.0,,,van
,,,,,,,,,156.0,211.0,,,,,,189.0,,saab
,40.0,78.0,,,7.0,,,,139.0,197.0,,,,,29.0,,,saab
,,,,,,,,,124.0,,,,,,5.0,,,van
100.0,36.0,,,73.0,6.0,,,,,,,,,,,,204.0,bus
,36.0,,,,,,,19.0,,,,,,,,,,saab
,,,,,8.0,,,,142.0,,249.0,,,6.0,12.0,,201.0,van
,,,125.0,55.0,,117.0,57.0,,,,,,,,,190.0,,van
,,,,,10.0,193.0,,,,,,,,,,,,saab
,43.0,,,,,,,,,,,,,,,,,saab
,45.0,68.0,,,,,,19.0,151.0,,,,,,13.0,,,bus
,50.0,,,,10.0,,,,,,,,,,,,,van
,,,,,,,,,148.0,,,159.0,,,20.0,,,opel
,,,,,,,,23.0,,207.0,,184.0,,,,,,saab
90.0,,,,,,,,,,,,,75.0,,,,,van
,,,,,,214.0,,,,,,,,0.0,,,,opel
103.0,,,,,,,,,,220.0,,,,,,,197.0,saab
,,,,,8.0,,,,,,,176.0,,,,,,bus
,,,,,,,,,,,,,,9.0,,,,saab
,39.0,,,,,,,,,,,,,,,,,bus
,,101.0,,,,,,,,,574.0,,73.0,,,,194.0,opel
,,83.0,,,,,,19.0,,,,,,,,,,saab
,44.0,,,,,,,,146.0,,,,80.0,,,,,bus
,,105.0,212.0,,11.0,201.0,,,,,,,64.0,2.0,,,,opel
92.0,52.0,,,,,,,,161.0,,,,,,,,,opel
,42.0,,,,,,45.0,,142.0,,,156.0,,6.0,9.0,,188.0,bus
,,,146.0,,9.0,,50.0,,,,,,,2.0,,,,van
,,,,,,171.0,,,,,450.0,137.0,74.0,,6.0,,,bus
96.0,,,201.0,,,,,,,,,,,,,,,saab
106.0,,,,,,,,,,,838.0,222.0,82.0,4.0,,,184.0,bus
111.0,,103.0,,,11.0,211.0,,,,223.0,,,,,,,,saab
,,,,,,,,,141.0,,258.0,139.0,,7.0,,183.0,,van
,,,,,,,,,,,,191.0,70.0,,13.0,190.0,,saab
,,,,,,,,,,150.0,,,,,,,,van
,,,,,10.0,,,,,214.0,,,71.0,,21.0,,,opel
,,,,,12.0,,31.0,,,221.0,694.0,,,,,,,saab
,37.0,,116.0,54.0,,115.0,,,126.0,135.0,,144.0,,,22.0,186.0,,van
,,66.0,,,,,,,145.0,,,,,,,,,bus
,,,,68.0,,,,25.0,,,,,,,,,197.0,saab
,,,126.0,,,127.0,,,,,238.0,,71.0,,,,,van
,,,,62.0,,217.0,,,,,,214.0,,,,,,saab
,,,160.0,,,163.0,,,,,,,71.0,7.0,,,,saab
,,,120.0,54.0,,,46.0,,,,320.0,,,,2.0,,,bus
,,,,,,,,,,,,,,,,192.0,,van
100.0,,104.0,,,,,,,,,,,69.0,5.0,21.0,,,opel
,46.0,,,,,,,,,,,,,,,,,bus
,41.0,76.0,,,,148.0,45.0,,,171.0,,,,,,,,bus
,,,,,6.0,,,,,,,,,8.0,,,,van
,,,130.0,,,122.0,,,,,,,,,,,,opel
,,,,61.0,,,,,167.0,217.0,,,,,,,,saab
,,,185.0,,11.0,,,,173.0,,,,75.0,15.0,,,,opel
92.0,,76.0,,,,,,19.0,,179.0,,143.0,,,,195.0,200.0,bus
88.0,41.0,,,,8.0,,,,,,318.0,,,,,188.0,197.0,van
,38.0,,128.0,,,,50.0,,,148.0,261.0,,,,,185.0,,opel
,44.0,,,,,162.0,,,143.0,189.0,,,,,11.0,,,opel
,47.0,,,,,,,,152.0,,,201.0,70.0,7.0,,,201.0,bus
104.0,,,,,,,,,,,,,,,,,,opel
81.0,,,,,7.0,,,19.0,,,,,,,,,,bus
88.0,,,155.0,56.0,8.0,,,,149.0,,357.0,,,,0.0,,,saab
,,,,,,,,,,,,,73.0,,,,,saab
83.0,,,,,,,,19.0,146.0,172.0,,,74.0,,,,,bus
,,55.0,120.0,55.0,5.0,,,,128.0,153.0,,,,,,,183.0,saab
,,,,,,,31.0,,172.0,,,,,,,,194.0,opel
,,,127.0,,,,,18.0,131.0,,274.0,,,,,,,opel
,,,,,5.0,,,,,,,,,,3.0,,202.0,bus
,,,132.0,,,,44.0,,,,,,78.0,,,,191.0,van
,,,,,,,,19.0,146.0,,,,,,,,,bus
,,,,,,,,,,186.0,335.0,,,,,180.0,,bus
,,85.0,,,,,,20.0,167.0,,,186.0,,,,185.0,,van
,,,,64.0,,,,25.0,,,,,,,,,,saab
95.0,,96.0,,65.0,,,,,,,,,,6.0,,,,opel
,,,,,,,,,138.0,206.0,,,,,21.0,189.0,,saab
,,,,,,,,,,158.0,,,75.0,,,,,saab
104.0,,,,74.0,,,,,172.0,223.0,,,,,,,,opel
,41.0,,,,,,,,,,,140.0,,4.0,,,,van
105.0,,,,,,,,,163.0,,,214.0,,,,,,opel
,,96.0,,,,221.0,,,,,,,,,,,,opel
,,,,,,,,,,,,,,,,183.0,190.0,opel
,,,193.0,,10.0,,,,,,,,,2.0,,,,opel
,,,,,,,,,,,,,,,,,,opel
89.0,,,,,,,51.0,,144.0,,,,,,,,,van
,,82.0,,,,,43.0,,,,,,,,,,,van
,,,,66.0,7.0,,,,,,,119.0,65.0,,,,,bus
100.0,,,,,,,,20.0,,,406.0,,,,,,,bus
,,,204.0,,,,,,,,665.0,,,,,,199.0,saab
,,,,,,,,,,,,,,,5.0,,,saab
,,,,,4.0,,,,,,,,,,4.0,,182.0,saab
,58.0,,,,,,,,,285.0,1018.0,,,,8.0,,,bus
,45.0,,,,8.0,,47.0,,148.0,,,,,3.0,,,,van
,,,169.0,,,,42.0,,,,,,,,,,,saab
95.0,,,142.0,,,151.0,44.0,,,,,,71.0,,,,,van
,44.0,,,64.0,,,,,,159.0,,,,,,,,van
93.0,,66.0,140.0,,,,,,,,,,62.0,,,,,opel
,,,,,,,40.0,,,,,,72.0,,,,,saab
,,,,,11.0,,,,,,,,,,,,,van
,54.0,101.0,,67.0,,,,,,228.0,721.0,,,3.0,,,,saab
,36.0,,,,,,50.0,,,,270.0,,66.0,0.0,,190.0,,saab
,,,123.0,,5.0,120.0,,17.0,,140.0,,,,,,,,van
