checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
,6.0,existing paid,radio/tv,2108.0,<100,4<=X<7,2.0,male mar/wid,none,2.0,real estate,29.0,none,,,,1.0,none,yes,good
0<=X<200,,existing paid,radio/tv,3031.0,100<=X<500,1<=X<4,,male single,guarantor,4.0,life insurance,21.0,none,rent,1.0,skilled,1.0,,yes,bad
0<=X<200,9.0,,education,1501.0,<100,>=7,2.0,female div/dep/mar,none,3.0,,,,,2.0,high qualif/self emp/mgmt,1.0,yes,,bad
no checking,6.0,,radio/tv,1382.0,<100,1<=X<4,1.0,,none,1.0,car,28.0,,own,,skilled,1.0,,yes,good
0<=X<200,12.0,existing paid,furniture/equipment,951.0,100<=X<500,<1,4.0,female div/dep/mar,none,4.0,,27.0,bank,rent,4.0,,1.0,none,yes,bad
0<=X<200,24.0,,used car,2760.0,no known savings,>=7,,,,4.0,,36.0,bank,,1.0,skilled,1.0,yes,,good
0<=X<200,18.0,delayed previously,,4297.0,,>=7,,male div/sep,,3.0,no known property,,,,1.0,high qualif/self emp/mgmt,,yes,yes,bad
no checking,9.0,critical/other existing credit,education,936.0,500<=X<1000,,4.0,male single,none,,,,none,own,2.0,skilled,,,yes,good
<0,,existing paid,new car,1168.0,<100,1<=X<4,4.0,male mar/wid,none,3.0,real estate,,none,own,,unskilled resident,1.0,,yes,good
,27.0,delayed previously,,5117.0,,,,male single,none,,,26.0,none,own,2.0,skilled,,none,yes,good
<0,12.0,existing paid,,902.0,<100,,4.0,,,4.0,life insurance,21.0,none,,1.0,skilled,1.0,none,yes,bad
no checking,12.0,critical/other existing credit,,1495.0,<100,>=7,4.0,male single,none,,real estate,38.0,none,,,unskilled resident,2.0,none,,good
<0,30.0,critical/other existing credit,used car,10623.0,<100,>=7,3.0,,none,4.0,no known property,38.0,none,for free,3.0,high qualif/self emp/mgmt,2.0,,yes,good
no checking,12.0,,,1935.0,<100,,,male single,none,4.0,real estate,43.0,none,own,,skilled,1.0,,,good
,12.0,critical/other existing credit,domestic appliance,1424.0,<100,4<=X<7,4.0,,none,,,26.0,none,,1.0,skilled,1.0,none,yes,good
<0,24.0,existing paid,business,6568.0,<100,1<=X<4,2.0,male mar/wid,none,2.0,,21.0,stores,,1.0,,,none,yes,good
no checking,12.0,,,1413.0,>=1000,4<=X<7,3.0,male single,none,2.0,life insurance,55.0,none,own,,skilled,1.0,none,no,good
no checking,,critical/other existing credit,radio/tv,3074.0,,,1.0,,none,2.0,real estate,33.0,none,own,2.0,skilled,,none,yes,good
no checking,36.0,existing paid,radio/tv,,no known savings,>=7,2.0,female div/dep/mar,none,4.0,,45.0,none,,1.0,,1.0,yes,,good
<0,,no credits/all paid,,5293.0,<100,unemployed,2.0,male single,,,life insurance,50.0,,own,2.0,skilled,1.0,,,bad
>=200,,delayed previously,business,1908.0,<100,>=7,4.0,,none,4.0,real estate,66.0,,own,,,,,,bad
no checking,36.0,,radio/tv,3342.0,,>=7,4.0,male single,,2.0,car,51.0,none,,1.0,skilled,1.0,,yes,good
0<=X<200,6.0,critical/other existing credit,retraining,,no known savings,4<=X<7,1.0,female div/dep/mar,,3.0,,39.0,none,own,2.0,unskilled resident,1.0,none,,good
<0,18.0,no credits/all paid,business,,,4<=X<7,3.0,,,1.0,life insurance,31.0,bank,,1.0,skilled,,yes,yes,good
>=200,36.0,,radio/tv,,<100,1<=X<4,2.0,male single,none,2.0,real estate,23.0,none,own,1.0,skilled,1.0,,,good
<0,24.0,,furniture/equipment,,<100,1<=X<4,,,,2.0,real estate,,none,rent,1.0,unskilled resident,1.0,,,good
no checking,10.0,existing paid,new car,1364.0,<100,1<=X<4,2.0,female div/dep/mar,none,4.0,car,64.0,none,own,1.0,skilled,1.0,yes,yes,good
,12.0,existing paid,radio/tv,625.0,<100,<1,4.0,male mar/wid,guarantor,1.0,,26.0,bank,own,1.0,,1.0,,,good
,12.0,existing paid,education,1200.0,no known savings,1<=X<4,4.0,female div/dep/mar,none,4.0,life insurance,,,rent,,,1.0,yes,yes,good
no checking,12.0,existing paid,,707.0,<100,1<=X<4,4.0,male single,none,2.0,real estate,,,own,2.0,skilled,1.0,none,yes,good
no checking,24.0,delayed previously,business,2978.0,,1<=X<4,4.0,male single,none,4.0,real estate,32.0,none,own,,skilled,2.0,yes,yes,good
no checking,15.0,existing paid,,4657.0,<100,1<=X<4,3.0,male single,,2.0,car,30.0,,own,1.0,,1.0,yes,yes,good
no checking,36.0,no credits/all paid,,2613.0,<100,1<=X<4,4.0,,none,2.0,car,27.0,,own,2.0,skilled,,none,yes,good
0<=X<200,48.0,existing paid,,10961.0,>=1000,4<=X<7,1.0,male single,co applicant,2.0,no known property,27.0,bank,own,2.0,,1.0,yes,yes,bad
,12.0,,furniture/equipment,,<100,>=7,4.0,male single,,4.0,no known property,53.0,none,for free,1.0,high qualif/self emp/mgmt,,,yes,bad
no checking,9.0,existing paid,radio/tv,1478.0,<100,4<=X<7,4.0,male single,none,,car,22.0,none,own,1.0,skilled,,none,yes,bad
,24.0,existing paid,furniture/equipment,,<100,<1,4.0,,none,1.0,no known property,22.0,bank,for free,1.0,skilled,,none,yes,good
>=200,36.0,existing paid,radio/tv,4210.0,<100,1<=X<4,,male single,none,2.0,,26.0,none,own,,skilled,,,,bad
no checking,9.0,,new car,2507.0,,,2.0,male single,,4.0,no known property,51.0,none,for free,1.0,unskilled resident,1.0,,yes,good
,12.0,,radio/tv,2141.0,100<=X<500,4<=X<7,,,none,1.0,no known property,35.0,none,own,,skilled,1.0,none,yes,good
0<=X<200,18.0,existing paid,radio/tv,,,1<=X<4,4.0,male mar/wid,guarantor,2.0,real estate,25.0,none,own,,unskilled resident,1.0,none,yes,good
no checking,4.0,critical/other existing credit,,1544.0,<100,4<=X<7,2.0,,,1.0,,42.0,,own,3.0,unskilled resident,2.0,none,,good
<0,24.0,,radio/tv,,<100,unemployed,4.0,,,2.0,car,30.0,stores,own,,high qualif/self emp/mgmt,,none,yes,bad
0<=X<200,6.0,existing paid,new car,14555.0,no known savings,,1.0,male single,none,2.0,life insurance,23.0,,own,,,,yes,yes,bad
0<=X<200,21.0,existing paid,business,2767.0,100<=X<500,>=7,4.0,male div/sep,none,,car,61.0,,,2.0,unskilled resident,1.0,none,,bad
no checking,12.0,critical/other existing credit,radio/tv,,<100,,4.0,female div/dep/mar,none,2.0,life insurance,35.0,none,own,2.0,skilled,1.0,none,yes,good
<0,30.0,existing paid,radio/tv,2522.0,<100,>=7,1.0,,guarantor,,,39.0,none,own,1.0,,2.0,none,yes,good
,24.0,existing paid,new car,915.0,no known savings,>=7,4.0,,none,,car,,bank,,1.0,skilled,1.0,none,yes,bad
,6.0,existing paid,radio/tv,,<100,,3.0,male single,none,,life insurance,51.0,none,own,,skilled,2.0,none,yes,good
<0,,,used car,4605.0,<100,>=7,3.0,,,4.0,no known property,,none,for free,2.0,,2.0,,yes,bad
no checking,12.0,critical/other existing credit,business,1185.0,<100,1<=X<4,3.0,,,,,27.0,none,own,2.0,skilled,1.0,none,yes,good
no checking,12.0,,retraining,3447.0,500<=X<1000,1<=X<4,4.0,female div/dep/mar,none,3.0,real estate,35.0,,,1.0,unskilled resident,,none,yes,good
no checking,,,business,1258.0,,4<=X<7,4.0,male single,none,1.0,,25.0,none,own,1.0,skilled,1.0,,yes,good
no checking,12.0,,radio/tv,717.0,<100,>=7,4.0,,none,4.0,real estate,52.0,none,own,3.0,,1.0,,yes,good
no checking,6.0,,new car,1204.0,100<=X<500,1<=X<4,4.0,male single,none,,,35.0,bank,rent,1.0,skilled,1.0,none,no,good
>=200,24.0,,furniture/equipment,1925.0,<100,,,male single,none,2.0,real estate,26.0,none,own,1.0,skilled,,,yes,good
no checking,,existing paid,radio/tv,433.0,<100,,,,co applicant,,real estate,22.0,none,rent,1.0,skilled,1.0,none,yes,bad
<0,6.0,critical/other existing credit,new car,666.0,>=1000,4<=X<7,,,none,4.0,real estate,39.0,none,own,2.0,unskilled resident,1.0,yes,yes,good
>=200,12.0,existing paid,,2251.0,<100,1<=X<4,1.0,,none,2.0,car,,,own,,unskilled resident,,none,yes,good
,30.0,existing paid,new car,,<100,,4.0,female div/dep/mar,guarantor,2.0,,24.0,bank,own,,skilled,1.0,none,,bad
no checking,24.0,,furniture/equipment,4151.0,100<=X<500,1<=X<4,,male single,none,3.0,life insurance,35.0,none,own,2.0,,1.0,none,yes,good
,9.0,existing paid,furniture/equipment,2030.0,no known savings,,2.0,male single,none,1.0,car,24.0,none,,1.0,,1.0,yes,yes,good
0<=X<200,60.0,,radio/tv,7418.0,,1<=X<4,1.0,male single,none,,,27.0,none,own,,unskilled resident,1.0,none,yes,good
no checking,,critical/other existing credit,radio/tv,2684.0,,1<=X<4,,,none,,real estate,,none,own,2.0,unskilled resident,,none,yes,good
<0,12.0,,,2149.0,,1<=X<4,,male div/sep,none,1.0,no known property,29.0,none,for free,1.0,skilled,1.0,none,,bad
no checking,,existing paid,used car,3812.0,100<=X<500,<1,1.0,female div/dep/mar,none,4.0,car,23.0,,own,1.0,,1.0,yes,yes,good
no checking,11.0,,radio/tv,1154.0,,unemployed,4.0,female div/dep/mar,,,real estate,57.0,none,own,3.0,,1.0,none,yes,good
<0,12.0,existing paid,furniture/equipment,1657.0,<100,,2.0,male single,none,2.0,real estate,27.0,none,,,,1.0,,yes,good
<0,,,radio/tv,1603.0,<100,>=7,4.0,female div/dep/mar,none,4.0,,55.0,none,own,1.0,skilled,1.0,none,yes,good
<0,18.0,critical/other existing credit,new car,,<100,>=7,2.0,male single,none,4.0,no known property,36.0,none,for free,3.0,,1.0,yes,,good
no checking,,critical/other existing credit,education,2748.0,<100,>=7,,,none,4.0,no known property,57.0,,,,unskilled resident,1.0,none,yes,good
no checking,10.0,,new car,1231.0,<100,>=7,3.0,male single,none,4.0,real estate,32.0,none,own,2.0,unskilled resident,2.0,none,,good
0<=X<200,15.0,existing paid,radio/tv,802.0,<100,>=7,4.0,,,,car,37.0,none,,1.0,,2.0,none,yes,bad
no checking,36.0,critical/other existing credit,business,,no known savings,>=7,4.0,male single,none,4.0,,36.0,none,own,,skilled,1.0,none,,good
no checking,24.0,existing paid,radio/tv,1533.0,<100,<1,4.0,female div/dep/mar,none,3.0,car,38.0,,own,1.0,,1.0,yes,yes,good
<0,14.0,existing paid,new car,8978.0,<100,>=7,,male div/sep,none,4.0,life insurance,45.0,none,own,1.0,,1.0,yes,,bad
no checking,24.0,,,999.0,,,4.0,,none,2.0,car,25.0,none,,2.0,skilled,1.0,none,yes,good
no checking,,existing paid,new car,2662.0,no known savings,,,male single,,,life insurance,32.0,none,own,1.0,,,none,no,good
,12.0,critical/other existing credit,,,500<=X<1000,4<=X<7,,female div/dep/mar,,4.0,car,37.0,none,rent,,,1.0,yes,,good
,48.0,,new car,12169.0,no known savings,,4.0,male single,co applicant,4.0,,36.0,,,1.0,high qualif/self emp/mgmt,,yes,yes,good
,48.0,existing paid,radio/tv,3060.0,<100,4<=X<7,4.0,male single,none,4.0,real estate,28.0,none,,,skilled,1.0,none,yes,bad
<0,,,repairs,11998.0,<100,<1,1.0,male div/sep,none,1.0,no known property,34.0,none,,1.0,,1.0,yes,yes,bad
no checking,9.0,,radio/tv,2697.0,,1<=X<4,1.0,male single,none,2.0,real estate,32.0,none,own,1.0,skilled,2.0,none,yes,good
no checking,18.0,critical/other existing credit,radio/tv,2404.0,<100,1<=X<4,2.0,female div/dep/mar,,2.0,car,26.0,,own,2.0,skilled,1.0,none,yes,good
<0,,existing paid,,1262.0,no known savings,>=7,2.0,,none,4.0,,49.0,none,,,unskilled resident,1.0,yes,,good
no checking,6.0,existing paid,furniture/equipment,,<100,<1,1.0,female div/dep/mar,none,,life insurance,,none,own,,skilled,,none,,bad
no checking,24.0,existing paid,radio/tv,1901.0,100<=X<500,1<=X<4,4.0,male single,none,,car,29.0,none,,,high qualif/self emp/mgmt,1.0,yes,yes,good
,,critical/other existing credit,used car,3368.0,,>=7,3.0,male single,none,,no known property,23.0,none,rent,,skilled,1.0,yes,yes,good
no checking,12.0,existing paid,furniture/equipment,1574.0,<100,1<=X<4,4.0,male single,none,2.0,,,none,own,1.0,skilled,1.0,none,yes,good
>=200,,all paid,radio/tv,1445.0,no known savings,4<=X<7,4.0,,,4.0,car,49.0,bank,own,,unskilled resident,1.0,none,yes,good
no checking,15.0,critical/other existing credit,furniture/equipment,,no known savings,>=7,4.0,male single,none,4.0,life insurance,63.0,none,own,,skilled,1.0,none,yes,good
0<=X<200,24.0,critical/other existing credit,new car,3878.0,100<=X<500,<1,4.0,male div/sep,,2.0,car,,none,own,1.0,skilled,1.0,,yes,good
<0,47.0,existing paid,new car,10722.0,<100,<1,,female div/dep/mar,,1.0,real estate,35.0,none,own,1.0,unskilled resident,,yes,yes,good
<0,48.0,existing paid,used car,4788.0,<100,4<=X<7,4.0,,none,3.0,life insurance,,none,own,,,2.0,none,yes,good
0<=X<200,48.0,delayed previously,other,,100<=X<500,,2.0,,,4.0,no known property,31.0,none,,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,12.0,existing paid,,1092.0,<100,1<=X<4,4.0,female div/dep/mar,,4.0,real estate,49.0,,own,,skilled,,yes,,good
<0,24.0,,,1024.0,<100,<1,4.0,male mar/wid,,4.0,real estate,,stores,own,1.0,skilled,1.0,none,yes,bad
,12.0,,business,1076.0,<100,1<=X<4,2.0,male mar/wid,,,real estate,26.0,none,own,1.0,,,yes,no,good
0<=X<200,36.0,,used car,9398.0,<100,<1,1.0,male mar/wid,none,4.0,car,28.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
<0,,critical/other existing credit,used car,6419.0,<100,>=7,2.0,female div/dep/mar,none,4.0,no known property,,none,for free,2.0,high qualif/self emp/mgmt,2.0,yes,yes,good
>=200,42.0,critical/other existing credit,used car,4796.0,<100,>=7,,male single,,4.0,,56.0,none,,1.0,skilled,1.0,none,yes,good
no checking,48.0,critical/other existing credit,business,7629.0,,>=7,4.0,male div/sep,none,2.0,car,46.0,bank,own,2.0,high qualif/self emp/mgmt,2.0,none,yes,good
0<=X<200,,existing paid,furniture/equipment,,<100,<1,1.0,female div/dep/mar,none,,car,26.0,none,own,1.0,skilled,1.0,,yes,bad
,12.0,existing paid,used car,4675.0,no known savings,,1.0,female div/dep/mar,none,4.0,car,,none,rent,1.0,skilled,1.0,none,yes,good
,,,new car,1287.0,no known savings,>=7,4.0,male single,co applicant,2.0,life insurance,,none,own,1.0,unskilled resident,1.0,none,no,good
no checking,18.0,existing paid,,2515.0,<100,,3.0,,none,,real estate,43.0,none,own,1.0,skilled,1.0,yes,yes,good
0<=X<200,21.0,critical/other existing credit,,2745.0,,,3.0,male single,,2.0,car,,,own,2.0,,1.0,yes,yes,good
no checking,6.0,existing paid,new car,672.0,<100,unemployed,,female div/dep/mar,none,,real estate,54.0,none,own,1.0,unemp/unskilled non res,1.0,yes,yes,good
0<=X<200,36.0,no credits/all paid,radio/tv,3804.0,<100,1<=X<4,4.0,female div/dep/mar,none,1.0,car,42.0,none,own,1.0,skilled,1.0,yes,yes,bad
,24.0,critical/other existing credit,,,no known savings,4<=X<7,,male single,none,2.0,real estate,37.0,bank,own,2.0,unskilled resident,2.0,none,,bad
<0,10.0,critical/other existing credit,,1038.0,<100,,,,co applicant,3.0,life insurance,49.0,,own,2.0,,1.0,yes,yes,good
no checking,,,,10127.0,500<=X<1000,1<=X<4,,male single,none,,,44.0,bank,for free,1.0,skilled,1.0,none,yes,bad
no checking,6.0,existing paid,furniture/equipment,1543.0,>=1000,,4.0,male div/sep,none,2.0,real estate,33.0,none,own,1.0,skilled,,none,yes,good
no checking,30.0,existing paid,used car,4811.0,no known savings,,2.0,,none,4.0,life insurance,24.0,,rent,1.0,,1.0,none,yes,good
,,existing paid,radio/tv,727.0,100<=X<500,<1,4.0,male mar/wid,none,3.0,no known property,33.0,none,own,1.0,unskilled resident,,yes,yes,bad
0<=X<200,8.0,existing paid,furniture/equipment,1237.0,<100,1<=X<4,3.0,female div/dep/mar,none,4.0,real estate,24.0,none,own,1.0,skilled,1.0,none,yes,bad
0<=X<200,9.0,existing paid,new car,276.0,<100,1<=X<4,4.0,male mar/wid,none,4.0,real estate,22.0,none,rent,1.0,unskilled resident,1.0,none,yes,good
0<=X<200,48.0,existing paid,other,5381.0,no known savings,unemployed,3.0,male single,none,4.0,no known property,40.0,bank,for free,1.0,unemp/unskilled non res,1.0,,yes,good
no checking,,existing paid,furniture/equipment,5511.0,100<=X<500,1<=X<4,,male single,none,1.0,car,25.0,,own,1.0,skilled,,none,,good
>=200,,,furniture/equipment,3749.0,<100,<1,2.0,female div/dep/mar,none,4.0,,26.0,,own,1.0,skilled,1.0,none,yes,good
,12.0,existing paid,new car,685.0,,4<=X<7,2.0,male mar/wid,none,3.0,,25.0,bank,own,,unskilled resident,1.0,none,yes,bad
>=200,4.0,existing paid,new car,,,<1,1.0,male single,none,2.0,real estate,29.0,none,own,1.0,,2.0,,no,good
,36.0,all paid,furniture/equipment,2746.0,<100,>=7,4.0,male single,none,4.0,car,31.0,bank,own,1.0,skilled,,,yes,bad
<0,12.0,existing paid,furniture/equipment,708.0,<100,1<=X<4,2.0,male single,,3.0,life insurance,38.0,none,,1.0,unskilled resident,,none,yes,good
0<=X<200,24.0,existing paid,furniture/equipment,4351.0,no known savings,1<=X<4,1.0,female div/dep/mar,none,4.0,life insurance,48.0,,own,1.0,unskilled resident,1.0,,yes,good
no checking,,,education,701.0,,1<=X<4,4.0,male single,none,,car,32.0,,own,2.0,skilled,1.0,none,yes,good
<0,15.0,delayed previously,furniture/equipment,3643.0,<100,>=7,,female div/dep/mar,none,4.0,life insurance,,,own,2.0,,1.0,none,yes,good
0<=X<200,,critical/other existing credit,new car,,,unemployed,4.0,male mar/wid,none,,car,28.0,none,own,2.0,high qualif/self emp/mgmt,1.0,none,,bad
<0,24.0,existing paid,,1938.0,<100,,4.0,male div/sep,none,3.0,life insurance,32.0,none,own,1.0,,,none,yes,bad
<0,24.0,existing paid,used car,2910.0,<100,4<=X<7,2.0,male single,none,1.0,no known property,34.0,,for free,1.0,,1.0,yes,yes,good
<0,18.0,existing paid,furniture/equipment,2659.0,>=1000,1<=X<4,,male single,none,2.0,car,28.0,none,own,1.0,skilled,1.0,none,yes,good
no checking,18.0,critical/other existing credit,,1028.0,<100,1<=X<4,,female div/dep/mar,none,3.0,real estate,,none,own,2.0,skilled,1.0,,,good
<0,8.0,critical/other existing credit,new car,3398.0,<100,4<=X<7,1.0,,none,4.0,real estate,39.0,none,,,unskilled resident,,none,,good
no checking,12.0,critical/other existing credit,furniture/equipment,5801.0,no known savings,>=7,2.0,male single,none,4.0,life insurance,49.0,,,,skilled,1.0,yes,yes,good
no checking,24.0,existing paid,new car,,>=1000,,,female div/dep/mar,none,,car,34.0,none,own,1.0,skilled,2.0,yes,,good
>=200,,existing paid,radio/tv,4473.0,,>=7,4.0,male single,none,,car,31.0,,own,1.0,skilled,1.0,none,yes,good
0<=X<200,6.0,,radio/tv,1068.0,<100,>=7,,male single,none,4.0,car,28.0,,own,1.0,skilled,2.0,none,yes,good
<0,24.0,critical/other existing credit,used car,6615.0,,unemployed,2.0,male single,none,4.0,no known property,75.0,none,for free,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,18.0,,education,1864.0,100<=X<500,1<=X<4,4.0,female div/dep/mar,none,2.0,real estate,30.0,none,own,2.0,skilled,1.0,none,yes,bad
0<=X<200,,,new car,7408.0,100<=X<500,,4.0,female div/dep/mar,,2.0,life insurance,24.0,none,,1.0,high qualif/self emp/mgmt,,none,,bad
no checking,48.0,critical/other existing credit,used car,11590.0,100<=X<500,,2.0,female div/dep/mar,,4.0,car,24.0,bank,rent,2.0,,,none,yes,bad
,,,furniture/equipment,4110.0,,,3.0,male single,none,4.0,,23.0,bank,rent,,skilled,2.0,none,yes,bad
,6.0,critical/other existing credit,furniture/equipment,,<100,1<=X<4,1.0,male div/sep,none,4.0,,,,rent,1.0,high qualif/self emp/mgmt,1.0,,,bad
,13.0,existing paid,radio/tv,,<100,,2.0,female div/dep/mar,guarantor,4.0,life insurance,23.0,none,,1.0,unskilled resident,1.0,none,yes,good
<0,,existing paid,,1275.0,no known savings,,,,,2.0,car,24.0,none,rent,1.0,skilled,1.0,none,,bad
<0,,existing paid,,4169.0,,1<=X<4,4.0,male single,none,,life insurance,28.0,none,own,1.0,skilled,1.0,none,,good
0<=X<200,10.0,existing paid,,1521.0,<100,1<=X<4,4.0,male div/sep,none,2.0,car,31.0,none,own,1.0,unskilled resident,1.0,none,yes,good
0<=X<200,24.0,,education,5743.0,<100,<1,2.0,female div/dep/mar,none,4.0,no known property,24.0,,for free,2.0,skilled,1.0,yes,yes,good
<0,21.0,existing paid,furniture/equipment,3599.0,,,,,,4.0,,26.0,,rent,1.0,unskilled resident,,none,yes,good
,18.0,existing paid,radio/tv,3213.0,500<=X<1000,<1,1.0,male mar/wid,none,,real estate,25.0,none,rent,1.0,skilled,1.0,none,yes,good
0<=X<200,18.0,,business,4439.0,<100,>=7,1.0,male single,co applicant,1.0,real estate,33.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,,yes,good
>=200,10.0,existing paid,new car,3949.0,<100,<1,1.0,male single,guarantor,,life insurance,,none,,1.0,,2.0,none,yes,good
no checking,15.0,critical/other existing credit,radio/tv,1459.0,<100,1<=X<4,4.0,female div/dep/mar,,,car,43.0,none,own,1.0,,1.0,none,yes,good
0<=X<200,,critical/other existing credit,radio/tv,882.0,,<1,4.0,male single,guarantor,4.0,real estate,23.0,,,2.0,skilled,1.0,none,,good
0<=X<200,24.0,existing paid,radio/tv,3758.0,500<=X<1000,unemployed,1.0,female div/dep/mar,none,4.0,no known property,23.0,none,rent,,unemp/unskilled non res,,none,yes,good
no checking,6.0,,business,1743.0,100<=X<500,1<=X<4,1.0,male single,none,,real estate,34.0,none,own,2.0,,1.0,none,yes,good
,9.0,,,1136.0,>=1000,>=7,,,none,3.0,no known property,32.0,,for free,2.0,skilled,2.0,none,yes,bad
no checking,9.0,existing paid,domestic appliance,1236.0,<100,,1.0,female div/dep/mar,none,4.0,real estate,23.0,none,rent,1.0,skilled,1.0,,yes,good
0<=X<200,9.0,existing paid,,959.0,<100,1<=X<4,,female div/dep/mar,,2.0,,29.0,none,,1.0,skilled,,,no,bad
no checking,,critical/other existing credit,,3229.0,no known savings,unemployed,2.0,male single,none,,no known property,38.0,,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
,12.0,no credits/all paid,radio/tv,6199.0,,1<=X<4,,male single,none,2.0,,28.0,none,rent,2.0,skilled,,yes,yes,bad
,10.0,existing paid,,727.0,500<=X<1000,>=7,4.0,male single,none,4.0,no known property,46.0,,for free,1.0,skilled,,,yes,good
,24.0,existing paid,new car,1246.0,<100,,4.0,,none,2.0,real estate,23.0,stores,own,1.0,unskilled resident,1.0,none,yes,bad
no checking,12.0,,radio/tv,2331.0,no known savings,>=7,1.0,male single,co applicant,4.0,real estate,49.0,none,own,1.0,,1.0,yes,,good
,36.0,delayed previously,radio/tv,4463.0,<100,1<=X<4,4.0,male single,none,2.0,car,26.0,none,own,,,1.0,yes,yes,bad
,12.0,existing paid,radio/tv,,,1<=X<4,4.0,,none,2.0,real estate,,,own,1.0,skilled,,none,yes,good
<0,30.0,existing paid,furniture/equipment,2406.0,<100,,4.0,female div/dep/mar,none,4.0,real estate,23.0,none,rent,1.0,skilled,1.0,,yes,bad
0<=X<200,18.0,,,1239.0,no known savings,,4.0,male single,none,4.0,no known property,61.0,none,,,,1.0,none,yes,good
,12.0,,radio/tv,,no known savings,,2.0,male single,none,3.0,car,37.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,,good
,12.0,delayed previously,,2247.0,<100,1<=X<4,2.0,female div/dep/mar,none,2.0,car,,,,2.0,skilled,1.0,yes,,good
,6.0,existing paid,,1766.0,,1<=X<4,1.0,male mar/wid,none,2.0,life insurance,21.0,none,rent,1.0,skilled,1.0,none,,good
<0,18.0,existing paid,furniture/equipment,,,unemployed,4.0,male single,none,1.0,car,25.0,none,own,1.0,unemp/unskilled non res,1.0,none,yes,bad
,12.0,existing paid,business,,<100,4<=X<7,2.0,male single,none,,car,36.0,,own,1.0,skilled,1.0,yes,,good
no checking,18.0,critical/other existing credit,used car,3850.0,<100,4<=X<7,,,none,1.0,car,,,own,2.0,skilled,1.0,none,yes,good
,18.0,existing paid,furniture/equipment,3650.0,,<1,,female div/dep/mar,none,4.0,car,22.0,none,rent,1.0,,1.0,none,yes,good
<0,,,furniture/equipment,,<100,>=7,,male single,,2.0,car,,,own,1.0,skilled,2.0,none,yes,bad
0<=X<200,18.0,existing paid,,3001.0,<100,4<=X<7,,female div/dep/mar,none,4.0,,40.0,none,rent,1.0,,1.0,none,yes,good
no checking,,existing paid,new car,3079.0,,1<=X<4,4.0,male single,none,4.0,real estate,,none,own,1.0,skilled,1.0,none,yes,good
no checking,18.0,,,6070.0,<100,>=7,,male single,,4.0,car,33.0,none,own,2.0,,1.0,yes,yes,good
no checking,10.0,critical/other existing credit,furniture/equipment,2146.0,<100,,1.0,female div/dep/mar,none,3.0,,,none,rent,2.0,skilled,1.0,,yes,good
no checking,60.0,critical/other existing credit,new car,13756.0,no known savings,>=7,2.0,male single,,4.0,,63.0,bank,for free,,high qualif/self emp/mgmt,1.0,yes,yes,good
,60.0,all paid,other,14782.0,100<=X<500,>=7,3.0,female div/dep/mar,,4.0,no known property,60.0,bank,for free,,high qualif/self emp/mgmt,,yes,yes,bad
<0,,all paid,business,7685.0,<100,,2.0,female div/dep/mar,guarantor,,car,37.0,none,rent,,skilled,1.0,none,yes,bad
,18.0,delayed previously,radio/tv,2320.0,,unemployed,,male mar/wid,none,3.0,real estate,34.0,none,own,2.0,skilled,1.0,none,,good
no checking,7.0,delayed previously,radio/tv,846.0,no known savings,,3.0,,,,no known property,36.0,none,for free,,skilled,1.0,none,yes,good
0<=X<200,,existing paid,new car,14318.0,,>=7,4.0,male single,none,2.0,no known property,57.0,none,for free,,,1.0,yes,yes,bad
no checking,6.0,,,362.0,100<=X<500,1<=X<4,4.0,female div/dep/mar,none,4.0,car,52.0,none,own,,unskilled resident,1.0,none,yes,good
<0,20.0,existing paid,,2212.0,no known savings,4<=X<7,,male single,,4.0,car,,,own,1.0,skilled,,,yes,good
0<=X<200,18.0,existing paid,used car,12976.0,<100,unemployed,3.0,female div/dep/mar,none,4.0,no known property,,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,,existing paid,new car,1283.0,no known savings,,4.0,female div/dep/mar,none,4.0,life insurance,25.0,none,rent,1.0,skilled,,,,good
>=200,12.0,existing paid,,1330.0,<100,<1,4.0,male single,none,1.0,real estate,26.0,none,own,1.0,,1.0,none,yes,good
no checking,30.0,delayed previously,business,4272.0,,1<=X<4,2.0,male single,none,,life insurance,26.0,,own,2.0,unskilled resident,1.0,none,yes,good
,18.0,critical/other existing credit,radio/tv,2238.0,<100,1<=X<4,2.0,female div/dep/mar,none,1.0,car,25.0,none,own,2.0,skilled,1.0,none,yes,good
no checking,,existing paid,radio/tv,1126.0,no known savings,,4.0,,,2.0,real estate,21.0,none,rent,,skilled,1.0,yes,,good
0<=X<200,18.0,critical/other existing credit,,7374.0,<100,unemployed,,male single,none,,life insurance,40.0,stores,own,2.0,,1.0,yes,,good
0<=X<200,,critical/other existing credit,business,2326.0,500<=X<1000,1<=X<4,2.0,male single,none,4.0,car,,bank,own,1.0,,1.0,none,yes,good
